    0.769853115081787109E+00    0.606206655502319336E+00    0.840036511421203613E+00    0.505344748497009277E+00    0.189565896987915039E+00    0.243800640106201172E+00    0.391878247261047363E+00    0.925856649875640869E+00    0.889029502868652344E+00    0.162399888038635254E+00    0.209156394004821777E+00    0.206497907638549805E-01    0.674226284027099609E-01    0.894520878791809082E+00   -0.999999998999999514E+91   -0.438200059314284651E+01    1
    0.884524047374725342E+00    0.647573947906494141E+00    0.927266240119934082E+00    0.813275218009948730E+00    0.380472004413604736E+00    0.477134466171264648E+00    0.688210248947143555E+00    0.231976509094238281E+00    0.363697528839111328E+00    0.714909076690673828E+00    0.796592235565185547E-01    0.360394120216369629E-01    0.542842388153076172E+00    0.142339766025543213E+00   -0.999999998999999514E+91   -0.439450059314284935E+01    1
    0.666648983955383301E+00    0.740700364112854004E+00    0.595629334449768066E+00    0.264402508735656738E+00    0.867459118366241455E+00    0.530449926853179932E+00    0.130943000316619873E+00    0.675677299499511719E+00    0.915606677532196045E+00    0.249907970428466797E-01    0.841941177845001221E+00    0.878494977951049805E-02    0.619374215602874756E+00    0.865288376808166504E-01   -0.999999998999999514E+91   -0.440700059314284864E+01    1
    0.910945415496826172E+00    0.184716284275054932E+00    0.586356878280639648E+00    0.370692014694213867E-01    0.603485107421875000E-01    0.625192999839782715E+00    0.131571412086486816E+00    0.381925582885742188E+00    0.303923428058624268E+00    0.542497873306274414E+00    0.463034033775329590E+00    0.860961914062500000E+00    0.611447870731353760E+00    0.563171148300170898E+00   -0.999999998999999514E+91   -0.441950059314284527E+01    1
    0.788748681545257568E+00    0.724617838859558105E-01    0.436721265316009521E+00    0.964437007904052734E+00    0.546251535415649414E+00    0.756711244583129883E+00    0.284577250480651855E+00    0.460827052593231201E+00    0.920518338680267334E+00    0.588497221469879150E+00    0.555120468139648438E+00    0.748423278331756592E+00    0.573380231857299805E+00    0.255721747875213623E+00   -0.999999998999999514E+91   -0.443200059314284633E+01    1
    0.897970497608184814E+00    0.653560340404510498E+00    0.446814894676208496E+00    0.506692945957183838E+00    0.152419745922088623E+00    0.223946452140808105E+00    0.196959376335144043E-01    0.524098932743072510E+00    0.615434229373931885E+00    0.227019667625427246E+00    0.898017585277557373E+00    0.882641911506652832E+00    0.352684199810028076E+00    0.593017637729644775E+00   -0.999999998999999514E+91   -0.444450059314285006E+01    1
    0.202635943889617920E+00    0.333124399185180664E+00    0.708185136318206787E+00    0.596507191658020020E+00    0.415175259113311768E+00    0.242316424846649170E+00    0.296828985214233398E+00    0.656923055648803711E+00    0.200267910957336426E+00    0.208726644515991211E+00    0.473932921886444092E+00    0.626561582088470459E+00    0.405774772167205811E+00    0.610148012638092041E+00   -0.999999998999999514E+91   -0.445700059314284847E+01    1
    0.234755933284759521E+00    0.958195626735687256E+00    0.886434137821197510E+00    0.201931595802307129E+00    0.300579071044921875E-01    0.992120027542114258E+00    0.226741671562194824E+00    0.852893412113189697E+00    0.522618651390075684E+00    0.379881799221038818E+00    0.576081395149230957E+00    0.283338010311126709E+00    0.622663497924804688E-01    0.417167305946350098E+00   -0.999999998999999514E+91   -0.446950059314284598E+01    1
    0.248650312423706055E-01    0.897924900054931641E-01    0.447410404682159424E+00    0.797986984252929688E-03    0.313360452651977539E+00    0.371050834655761719E+00    0.240562081336975098E+00    0.453455269336700439E+00    0.372578024864196777E+00    0.374893188476562500E+00    0.960365295410156250E+00    0.868888974189758301E+00    0.564525365829467773E+00    0.172299146652221680E-02   -0.999999998999999514E+91   -0.448200059314285060E+01    1
    0.523548722267150879E+00    0.569504857063293457E+00    0.541882276535034180E+00    0.821959137916564941E+00    0.736809611320495605E+00    0.168928205966949463E+00    0.446455717086791992E+00    0.214379668235778809E+00    0.464499592781066895E+00    0.909556746482849121E+00    0.570571660995483398E+00    0.402772367000579834E+00    0.700008511543273926E+00    0.310932934284210205E+00   -0.999999998999999514E+91   -0.449450059314285166E+01    1
    0.183674097061157227E+00    0.845348000526428223E+00    0.450371503829956055E-01    0.745621025562286377E+00    0.411797821521759033E+00    0.766711592674255371E+00    0.408371388912200928E+00    0.428984582424163818E+00    0.570404529571533203E+00    0.634611487388610840E+00    0.431082069873809814E+00    0.768290221691131592E+00    0.963353216648101807E+00    0.726041436195373535E+00   -0.999999998999999514E+91   -0.450700059314285006E+01    1
    0.463672280311584473E+00    0.698692917823791504E+00    0.774118065834045410E+00    0.116529285907745361E+00    0.346024632453918457E+00    0.808297991752624512E+00    0.394824922084808350E+00    0.338371872901916504E+00    0.182507336139678955E+00    0.690513014793395996E+00    0.907930672168731689E+00    0.911593019962310791E+00    0.282243847846984863E+00    0.130605757236480713E+00   -0.999999998999999514E+91   -0.451950059314285024E+01    1
    0.897371530532836914E+00    0.485844433307647705E+00    0.169754862785339355E+00    0.974478781223297119E+00    0.891314148902893066E+00    0.270555913448333740E+00    0.569517910480499268E+00    0.917397499084472656E+00    0.284631967544555664E+00    0.745686531066894531E+00    0.831629991531372070E+00    0.116245567798614502E+00    0.792199075222015381E+00    0.716630518436431885E+00   -0.999999998999999514E+91   -0.453200059314284864E+01    1
