    0.121442141002682857E+00    0.137298348393990494E+00    0.106229785474763516E+01    0.999018233757040548E+02    0.184006635698088727E+01    0.209909962415627094E+00   -0.161337929146490833E+01    0.239585871233863115E-01   -0.114974823714680693E+00    0.263547731135955976E+00    0.523930215263013253E+02    0.159452403213538330E+01   -0.882207642341432952E-02    0.114095852880185092E+03    0.114687620431854889E+00    0.821021925046521717E-01    0.890719920409211885E+00    0.575185945458925403E+02    0.265333547439541473E+01   -0.993943784651111550E+00    0.287678172429577106E+00   -0.999999998999999514E+91   -0.431745848408226340E+01    1
    0.220727380510512772E+00    0.173446670981114159E+00    0.100789829170571510E+01    0.663018682105646349E+02    0.238432187279247021E+01    0.125632674671383748E+01    0.101300527454572453E+01    0.481585839823729239E-01    0.266138610590584482E-01    0.913119836530194684E+00    0.339142127820022097E+02    0.164058345640331638E+01   -0.108102349864853467E-01    0.658460417079877089E+02    0.189056994841384551E+00    0.115028417744234737E+00    0.827290431025376582E+00    0.671886389229912595E+02    0.274754175010018198E+01    0.152236472527741062E+01    0.526499798428919163E+01   -0.999999998999999514E+91   -0.433079181741559527E+01    1
    0.122832424237701604E+00    0.123434252200662509E+00    0.113400735936333708E+01    0.592993249940601572E+02    0.165483039839158241E+00    0.281762321049323106E+01   -0.320408215808087982E+00   -0.803742221983474309E-01   -0.955986584518283000E-01    0.387801625891560420E+00    0.195589807282683310E+02    0.163810050005702124E+01    0.119284713100914680E+00    0.139807521263798293E+03    0.632530543404947188E-01    0.105229046318173314E+00    0.674766921316287682E+00    0.409298089346596328E+02    0.126014016702581877E+01    0.274020482522777664E+00    0.396127284860640971E+00   -0.999999998999999514E+91   -0.434412515074892802E+01    1
    0.223450040806008443E+00    0.191657403104148472E+00    0.855127816748071590E+00    0.779475956553000060E+02    0.203881804505874387E+01   -0.174508184602189265E+01   -0.113117565770492634E+01   -0.654619951899552549E-01    0.499662607329389580E-02    0.110691902356222238E+01    0.236810473509069155E+02    0.173127852681545602E+01    0.298699723306714363E-01    0.778145950537339672E+02    0.996681114692443970E-01    0.640303900968011569E-01    0.679088960623929094E+00    0.807570104716041470E+02    0.183147806740236607E+01    0.295661825082956353E+01   -0.137992263759714140E+01   -0.999999998999999514E+91   -0.435745848408225900E+01    1
    0.132046770009562331E+00    0.100534564597487830E+00    0.113662015392810090E+01    0.110042822519605110E+03    0.290609027890842242E+01    0.200406588541463204E+01    0.615474035098155126E+00    0.649367129855458053E-01    0.777227318813353968E-01    0.482428742256260090E+00    0.324371734221272874E+02    0.169798651592260130E+01    0.724092262462898151E-01    0.134301439763146050E+03    0.159591043082563888E+00    0.106725362065420326E+00    0.802435371074405657E+00    0.762825847421381411E+02    0.281829307575334642E+01   -0.434071409978996492E+01    0.960594547939802812E+00   -0.999999998999999514E+91   -0.437079181741559353E+01    1
    0.208373996014850793E+00    0.840292150076338284E-01    0.946077766524521357E+00    0.720484480843856403E+02    0.174472995304781842E+01    0.139982135168931654E+01    0.319057045707017251E+01   -0.397465077480394502E-01    0.655679102577720781E-03    0.532678254889291769E+00    0.233530429963986172E+02    0.153743039496953693E+01   -0.959974132605656560E-02    0.981445421206845481E+02    0.665375850756304704E-01    0.102833512643238992E+00    0.701337933807608449E+00    0.685261350309505701E+01    0.265001997741374229E+00   -0.658514104403651102E+00    0.280806191067192490E+01   -0.999999998999999514E+91   -0.438412515074892628E+01    1
    0.570691646850238765E-01    0.120216860086408375E+00    0.119595375390069680E+01    0.977681360667539678E+02    0.154772078125154078E+01   -0.200989596096962408E+01    0.736201061091316555E+00    0.429564707008086785E-01   -0.796941636467540654E-01    0.768802369338213776E+00    0.520561296842014940E+02    0.166892341905658470E+01   -0.692913171114382664E-01    0.118517936929585545E+03    0.134893340776288645E+00    0.204216381379258571E+00    0.601562355356446865E+00    0.830507980159006252E+02    0.228332730981333842E+01   -0.101727983129237054E+01   -0.844583194103827650E+00   -0.999999998999999514E+91   -0.439745848408225992E+01    1
    0.200233628200738201E+00    0.113089870990923838E+00    0.132604234116781283E+01    0.109100861681320595E+03    0.112151432644607185E+01   -0.138428974332865207E+01    0.275610524291857062E+00    0.287884525695779325E-02   -0.666998084551346238E-01    0.659536425759617573E+00    0.411519443782648793E+02    0.166769430720699385E+01    0.941618107011940597E-01    0.990789215508762027E+02    0.931558525096861378E-01    0.106692020325056633E+00    0.567968159795235072E+00    0.657614103803446426E+02    0.325464238913278781E+01   -0.225179037928798698E+01   -0.357981244133236731E+00   -0.999999998999999514E+91   -0.441079181741559356E+01    1
    0.134646921512825063E+00    0.111642416271332201E+00    0.544538653658152461E+00    0.115558197685407720E+03    0.538404618913397859E+00    0.131195427610988702E+01    0.254670639952037403E+01    0.789113302072955991E-01    0.499772560726006038E-01    0.485976497803965346E+00    0.305236886164705652E+02    0.161399526456672127E+01    0.112388328459091559E-01    0.121685053844176494E+03    0.859166114237927547E-01    0.915396131721798040E-01    0.757797085125076264E+00    0.498640582968723010E+02   -0.809326591190351330E-01   -0.462323274205338142E+00    0.104104410954262994E+01   -0.999999998999999514E+91   -0.442412515074892276E+01    1
    0.162606769757967118E+00    0.102194221697751192E+00    0.102703492014474485E+01    0.896372342120304779E+02    0.990117091997036569E+00   -0.313351707786324241E+01   -0.629054987909510532E+00    0.663400241371980975E-01    0.666432939199169544E-01    0.643065293088669443E+00    0.345862094807669038E+02    0.148761781836745821E+01    0.589384805440725246E-01    0.114793197175897134E+03    0.142511754761218024E+00    0.128315958798734642E+00    0.848052845757409357E+00    0.424611707811871497E+02   -0.536768500280492056E+00    0.345489567205879045E+01    0.156372198841559173E+01   -0.999999998999999514E+91   -0.443745848408225729E+01    1
