    0.402895569801330566E+01    0.537666201591491699E+01    0.483729481697082520E+01   -0.151820778846740723E+00   -0.375033815398121881E+10   -0.340101220333519727E+01    1
    0.610220193862915039E+01    0.195335745811462402E+01    0.186943411827087402E+01   -0.318740725517272949E+00   -0.410424000094454444E+06   -0.343434553666853093E+01    1
    0.792395234107971191E+01    0.557412087917327881E+01    0.667399644851684570E+01   -0.250737667083740234E-01   -0.278663668371654872E+06   -0.346767887000186459E+01    1
    0.131760466098785400E+02    0.605533540248870850E+01   -0.894621253013610840E+01    0.961447954177856445E+00   -0.182041945337124169E+06   -0.350101220333519692E+01    1
    0.162513279914855957E+02    0.524419426918029785E+01   -0.862562656402587891E+01   -0.352579712867736816E+00   -0.175518630590317625E+06   -0.353434553666853013E+01    1
    0.635274887084960938E+01    0.438879132270812988E+00   -0.879235982894897461E+01    0.529047489166259766E+00   -0.170902770025077305E+06   -0.356767887000186423E+01    1
    0.182779610157012939E+02    0.341690659523010254E+01   -0.810151815414428711E+01   -0.467352151870727539E+00   -0.164144205428134912E+06   -0.360101220333519745E+01    1
    0.155628895759582520E+02    0.658568143844604492E+01   -0.715140104293823242E+01   -0.148408770561218262E+00   -0.147388855974955950E+06   -0.363434553666853066E+01    1
    0.332336902618408203E+01    0.280933856964111328E+01   -0.714912176132202148E+01   -0.923459410667419434E+00   -0.143363740930801723E+06   -0.366767887000186432E+01    1
    0.333075284957885742E+01    0.533337593078613281E+01   -0.662087559700012207E+01   -0.475218296051025391E-01   -0.134994901353877562E+06   -0.370101220333519754E+01    1
    0.171229791641235352E+02    0.465688407421112061E+01   -0.524303317070007324E+01    0.289313793182373047E+00   -0.109226463608997103E+06   -0.373434553666852986E+01    1
    0.184189891815185547E+02    0.152947843074798584E+01   -0.447032809257507324E+01    0.907861828804016113E+00   -0.910240646469519124E+05   -0.376767887000186352E+01    1
    0.579347968101501465E+01    0.105077981948852539E+01   -0.429036498069763184E+01    0.105271339416503906E-01   -0.859400712824812508E+05   -0.380101220333519718E+01    1
    0.163788914680480957E+01    0.473429381847381592E+01   -0.368871092796325684E+01   -0.907974362373352051E+00   -0.773484291155206593E+05   -0.383434553666853084E+01    1
    0.994777321815490723E+01    0.238889276981353760E+01   -0.287534475326538086E+01    0.132026910781860352E+00   -0.610248303620362858E+05   -0.386767887000186361E+01    1
    0.193975353240966797E+02    0.396621704101562500E+01    0.226203083992004395E+01    0.787833929061889648E-01   -0.540491325375366796E+05   -0.390101220333519683E+01    1
    0.147981297969818115E+02    0.849946856498718262E+01   -0.204491376876831055E+01   -0.193955421447753906E+00   -0.485213745620073969E+05   -0.393434553666853137E+01    1
    0.104621577262878418E+02    0.568645119667053223E+01   -0.145207524299621582E+01   -0.436548709869384766E+00   -0.357833538402874838E+05   -0.396767887000186414E+01    1
    0.160136985778808594E+02    0.185608327388763428E+01    0.744072675704956055E+01   -0.498900294303894043E+00   -0.349774524442417169E+05   -0.400101220333519692E+01    1
    0.122201442718505859E+01    0.595285177230834961E+01   -0.138373017311096191E+01    0.474508166313171387E+00   -0.338879566064604005E+05   -0.403434553666852835E+01    1
    0.696861028671264648E+01    0.152465581893920898E+01    0.253612160682678223E+01   -0.514934897422790527E+00   -0.314933643795952921E+05   -0.406767887000186334E+01    1
    0.176766633987426758E+01    0.908174633979797363E+01    0.717319607734680176E+01   -0.584296822547912598E+00   -0.213574043637494397E+05   -0.410101220333519656E+01    1
    0.937532067298889160E+01    0.397390186786651611E+01    0.370104908943176270E+01   -0.596553325653076172E+00   -0.201479811920301436E+05   -0.413434553666853066E+01    1
    0.150534844398498535E+02    0.613105297088623047E+00    0.566148161888122559E+01   -0.641000747680664062E+00   -0.166228919371134107E+05   -0.416767887000186299E+01    1
    0.824564695358276367E+01    0.155039846897125244E+01    0.477933883666992188E+00    0.169518113136291504E+00   -0.159646476772362948E+05   -0.420101220333519709E+01    1
    0.659155385464576637E+00    0.696555392348513180E+01    0.580377369481861471E+01   -0.663859605473246517E+00   -0.152227346710838247E+05   -0.423434553666853031E+01    1
    0.130534255504608154E+02    0.419810891151428223E+01    0.220084071159362793E+01    0.314543843269348145E+00   -0.134584772299736123E+05   -0.426767887000186441E+01    1
    0.959934353828430176E+01    0.648192107677459717E+01    0.825997948646545410E+01   -0.701989293098449707E+00   -0.133315722777683604E+05   -0.430101220333519496E+01    1
    0.790320873260498047E+01    0.334709644317626953E+01    0.147207736968994141E+01   -0.757471680641174316E+00   -0.116036192807422503E+05   -0.433434553666852906E+01    1
    0.153756761550903320E+02    0.763616025447845459E+01   -0.110527276992797852E+00    0.297770023345947266E+00   -0.105812479055175900E+05   -0.436767887000186317E+01    1
    0.115636527538299561E+02    0.193783938884735107E+01    0.787483215332031250E+01    0.406511306762695312E+00   -0.100672825426317577E+05   -0.440101220333519549E+01    1
    0.105078208446502686E+02    0.954984784126281738E+01    0.849350214004516602E+01    0.410849094390869141E+00   -0.994768437821738189E+04   -0.443434553666852871E+01    1
    0.164888751506805420E+02    0.591196119785308838E+01    0.876884102821350098E+01   -0.816561698913574219E+00   -0.975588393812978393E+04   -0.446767887000186370E+01    1
    0.246988297167976967E+01    0.666507706977461201E+01    0.372131412488591984E+01   -0.855560913879436891E+00   -0.898559958963228382E+04   -0.450101220333519869E+01    1
    0.855246782302856445E+00    0.727101564407348633E+01   -0.805139541625976562E-02   -0.574282526969909668E+00   -0.822796934913384757E+04   -0.453434553666853013E+01    1
    0.884479880332946777E+01    0.161659419536590576E+01   -0.211677551269531250E+00   -0.283217668533325195E+00   -0.811494820697674913E+04   -0.456767887000186246E+01    1
    0.989979863166809082E+01    0.601901829242706299E+01    0.432211518287658691E+01   -0.912314057350158691E+00   -0.810859758009561574E+04   -0.460101220333519567E+01    1
    0.463654994964599609E+00    0.997325181961059570E+00    0.963934659957885742E+01    0.508629202842712402E+00   -0.791630846680799368E+04   -0.463434553666852889E+01    1
    0.120696173783564547E+02    0.415098328344900747E+01    0.985786755365195688E+01    0.519219480675687128E+00   -0.775549830322777689E+04   -0.466767887000186210E+01    1
    0.298363924026489258E+01    0.757145881652832031E+01    0.548088550567626953E+01   -0.941280603408813477E+00   -0.774869266644046911E+04   -0.470101220333519709E+01    1
    0.220259428024291992E+01    0.803903818130493164E+01    0.955160737037658691E+01    0.535814523696899414E+00   -0.752105139289089857E+04   -0.473434553666853031E+01    1
    0.518414582337940022E+01    0.987047579755240179E+01    0.506953017119874616E+01   -0.966881049761305733E+00   -0.747041477624017080E+04   -0.476767887000186263E+01    1
    0.310308575630187988E+01    0.286820709705352783E+01    0.448505759239196777E+01   -0.968044042587280273E+00   -0.745856037786942215E+04   -0.480101220333519674E+01    1
    0.170650608758048772E+00    0.321943117135706069E+01    0.488731153830253007E+00    0.395598344067652929E+00   -0.705463849453489183E+04   -0.483434553666853084E+01    1
    0.698395967483520508E+01    0.930823922157287598E+01    0.158549547195434570E+00    0.618718743324279785E+00   -0.655552478639280525E+04   -0.486767887000186406E+01    1
    0.128928374872099027E+02    0.109966867663787937E+01    0.993436078560915092E+01    0.628262912881965674E+00   -0.652648451110682890E+04   -0.490101220333519638E+01    1
    0.129224777221679688E+02    0.478416562080383301E+01    0.240415453910827637E+01    0.644963145256042480E+00   -0.637668630610089349E+04   -0.493434553666853049E+01    1
    0.170798838138580322E+02    0.919695734977722168E+01    0.317981600761413574E+01    0.646333456039428711E+00   -0.637552020193240423E+04   -0.496767887000186192E+01    1
    0.181651878356933594E+02    0.848921000957489014E+01    0.289209961891174316E+01    0.647278428077697754E+00   -0.636463136730214592E+04   -0.500101220333519514E+01    1
    0.158490067673877100E+02    0.571043008163989896E+01    0.666005635561731069E+01    0.661179103718241512E+00   -0.626986429154929647E+04   -0.503434553666852924E+01    1
    0.602979223566683320E+01    0.981821279481461140E+01    0.881604798670267087E+00    0.569777164444623008E+00   -0.614977680372795840E+04   -0.506767887000186334E+01    1
    0.109750119148559104E+02    0.438270200516840980E+01    0.871303236948106630E+00    0.617293037312332205E+00   -0.610875955504832564E+04   -0.510101220333519745E+01    1
