Nested Sampling Global Log-Evidence           :    0.648910259749184297E+04  +/-    0.910870139438597737E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence    0.648910259749184297E+04 +/-    0.910870139438597737E+00
Local Log-Evidence    0.648910259749184297E+04 +/-    0.910870139438597737E+00

Dim No.       Mean        Sigma
   1    0.898154839173457620E+00    0.141873056720255679E-01
   2    0.473403072315991622E+02    0.284444422184861878E+01
   3    0.428574071925185984E-01    0.306303835908359112E-02
   4    0.428587595190148052E+00    0.235911656980278828E-01
   5    0.778930455691155821E+00    0.312735879581830514E-02
   6   -0.184261441922335819E-03    0.305086334415681764E-02
   7   -0.310857136892692815E-03    0.238285424105320800E-02
   8    0.719651760045949773E+00    0.252998282003196531E-01
   9    0.925904539406312352E+02    0.153430459254269613E+01
  10    0.499325373968808953E-01    0.545309806522824904E-04
  11    0.306832806988331763E+00    0.493204988139878640E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.890785054797765596E+00
   2    0.438743241978311005E+02
   3    0.483119239113416685E-01
   4    0.397204178059542112E+00
   5    0.780118355736573066E+00
   6    0.262727450714916747E-02
   7   -0.570879052343166850E-03
   8    0.728502900833519540E+00
   9    0.934435375870545641E+02
  10    0.499584755511242595E-01
  11    0.310128795179180961E+00

MAP Parameters
Dim No.        Parameter
   1    0.890785054797765596E+00
   2    0.438743241978311005E+02
   3    0.483119239113416685E-01
   4    0.397204178059542112E+00
   5    0.780118355736573066E+00
   6    0.262727450714916747E-02
   7   -0.570879052343166850E-03
   8    0.728502900833519540E+00
   9    0.934435375870545641E+02
  10    0.499584755511242595E-01
  11    0.310128795179180961E+00
