

    0.188002530202350169E-98   -0.125416912747814222E+05    0.897855571022823762E+00    0.477607861642419778E+02    0.416911823872115894E-01    0.464562642243904644E+00    0.770120220837421376E+00   -0.153308364944856911E-02   -0.595071635511116616E-02    0.889716763390109633E+00    0.411091618704185464E+02    0.410883054658466862E-01    0.360883122620837216E+00
    0.585941449662315968E-98   -0.125440314703442291E+05    0.728351919998543873E+00    0.508043627304618255E+02    0.420384590915192369E-01    0.460400766793192306E+00    0.757993797931961533E+00   -0.138906055333651961E-01   -0.397097447399400241E-02    0.640368494868616023E+00    0.572318951165607714E+02    0.489832515031302096E-01    0.278164367250447797E+00
    0.637862210660552890E-98   -0.125442679418507669E+05    0.825438155752169611E+00    0.579094412888531807E+02    0.305630414205092897E-01    0.513810782873518224E+00    0.761052780828609166E+00   -0.635760126669833447E-02    0.212348488662264263E-02    0.875118814518050181E+00    0.557539442730642207E+02    0.431845427046356062E-01    0.313968470957894485E+00
    0.818349776077166780E-98   -0.125448329436275453E+05    0.811051132114319229E+00    0.773783830443729812E+02    0.268221160474789409E-01    0.469462568149996040E+00    0.782102415708297971E+00   -0.117904956193628768E-01   -0.749044163382721340E-02    0.618976325424103302E+00    0.855865059208257151E+02    0.466260853420776902E-01    0.336920786912114689E+00
    0.269331857359628930E-97   -0.125472820893710268E+05    0.710682771850917661E+00    0.550236751770071564E+02    0.420937647132610254E-01    0.446274113315755616E+00    0.806400974107419621E+00   -0.168743678819374202E-01   -0.435732953837106481E-02    0.882073578909964073E+00    0.406742052742471856E+02    0.476166191728638888E-01    0.314093547699045073E+00
    0.402695462677482168E-95   -0.125573635690312767E+05    0.880168639750585458E+00    0.699039857164742102E+02    0.456124897061239154E-01    0.314149140987528053E+00    0.739480172779366174E+00    0.696301988313839573E-02   -0.709724750005136240E-02    0.892048042982882428E+00    0.468161804201831089E+02    0.461743184687432445E-01    0.357921187878930791E+00
    0.493437378857381216E-94   -0.125624418366007340E+05    0.723599984743184210E+00    0.419945499594848002E+02    0.430355126075505495E-01    0.425482005944225694E+00    0.775553221664831316E+00    0.209598055330149653E-02    0.114733483871312016E-01    0.573254933567989400E+00    0.644486266268807242E+02    0.469377428483983977E-01    0.371731194788931740E+00
    0.367185841822673526E-93   -0.125665226177372551E+05    0.831091034415152197E+00    0.817057361729283969E+02    0.446344062549820161E-01    0.379887167138244441E+00    0.762904279587622969E+00    0.955620195777944111E-03    0.224631746132781633E-01    0.583075354746238395E+00    0.801480150553030342E+02    0.452652374798453161E-01    0.360299347802274350E+00
    0.104922342721090784E-92   -0.125686891593549408E+05    0.807193224309577406E+00    0.748867136709782244E+02    0.317345092096982528E-01    0.558029155757987061E+00    0.740897045064568549E+00    0.500650184517164839E-03   -0.869475856987175603E-02    0.543912246220870865E+00    0.931977562476766792E+02    0.450189129233593346E-01    0.364263837149289504E+00
    0.108440319128421717E-92   -0.125688217849898847E+05    0.786655706116136111E+00    0.565701506070194284E+02    0.471714317594799093E-01    0.366993638898924113E+00    0.733275774296279881E+00    0.284307399020366103E-02   -0.565064842236815031E-02    0.811323348931334953E+00    0.616942602960641295E+02    0.454542655320510428E-01    0.346477638403468458E+00
    0.115245495639632582E-91   -0.125736153511029315E+05    0.893135876404186790E+00    0.813143342536735219E+02    0.251810837565266329E-01    0.527533800669703901E+00    0.742062303764313702E+00   -0.169080042423840823E-01   -0.159642095168532928E-01    0.877409484845568133E+00    0.890727258551700913E+02    0.448034879013724796E-01    0.351515730640320934E+00
    0.727664131134115531E-91   -0.125773675677409592E+05    0.889713360577225609E+00    0.596379955196959273E+02    0.453672984623133407E-01    0.314781782483385342E+00    0.741166596051230919E+00   -0.406211219807542552E-02   -0.298214222906994959E-01    0.788859715922565430E+00    0.787612834401179356E+02    0.464047524091650565E-01    0.353242061417732844E+00
    0.126642949882100253E-88   -0.125877528092162738E+05    0.724251206584267226E+00    0.516035909727031665E+02    0.311354408726587234E-01    0.536686308859120054E+00    0.741823843913484660E+00   -0.850768602591208886E-02   -0.970186367612126815E-02    0.662665759797476772E+00    0.591293776888551363E+02    0.476332631403963841E-01    0.346240260619646079E+00
    0.274861347103684460E-88   -0.125893692660217821E+05    0.749771213601676978E+00    0.706911314924580978E+02    0.418097601188735721E-01    0.458071683251703832E+00    0.725757726779645007E+00   -0.399438636977740200E-03    0.462476227826708747E-02    0.551640212673045860E+00    0.939361379984280518E+02    0.488144010249952701E-01    0.329611311376439176E+00
