Nested Sampling Global Log-Evidence           :   -0.460447674405021132E+03  +/-    0.679956875762393942E+00

Dim No.       Mean        Sigma
   1    0.848723505038961323E-01    0.531613122434368597E-02
   2    0.883603790243964599E-01    0.468286009515588367E-02
   3    0.875981062834235380E+00    0.357299045293028037E-02
   4    0.522979075749555804E+02    0.794970291384706207E+00
   5    0.203931056288998969E+01    0.313051433846934651E-01
   6    0.141957927854722277E+01    0.533381118211241536E-02
   7    0.501786696000314003E+00    0.172802251645259473E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.837133983326821401E-01
   2    0.880478692643956312E-01
   3    0.877385966261806649E+00
   4    0.528650487873421113E+02
   5    0.204844003136837083E+01
   6    0.141902267799420256E+01
   7    0.500054633978176732E+00

MAP Parameters
Dim No.        Parameter
   1    0.833465847691893941E-01
   2    0.840446207852950239E-01
   3    0.872841025509369484E+00
   4    0.538819102906291150E+02
   5    0.205284836463907761E+01
   6    0.141650117239248163E+01
   7    0.500323883021638771E+00
