galaxies_lens_bulge_centre_0,galaxies_lens_bulge_centre_1,galaxies_lens_bulge_elliptical_comps_0,galaxies_lens_bulge_elliptical_comps_1,galaxies_lens_bulge_intensity_value,galaxies_lens_bulge_effective_radius_value,galaxies_lens_bulge_sersic_index,galaxies_lens_disk_centre_0,galaxies_lens_disk_centre_1,galaxies_lens_disk_elliptical_comps_0,galaxies_lens_disk_elliptical_comps_1,galaxies_lens_disk_intensity_value,galaxies_lens_disk_effective_radius_value,galaxies_lens_mass_centre_0,galaxies_lens_mass_centre_1,galaxies_lens_mass_elliptical_comps_0,galaxies_lens_mass_elliptical_comps_1,galaxies_lens_mass_einstein_radius_value,galaxies_lens_shear_elliptical_comps_0,galaxies_lens_shear_elliptical_comps_1,galaxies_source_light_centre_0,galaxies_source_light_centre_1,galaxies_source_light_elliptical_comps_0,galaxies_source_light_elliptical_comps_1,galaxies_source_light_intensity_value,galaxies_source_light_effective_radius_value,galaxies_source_light_sersic_index,log_likelihood,log_prior,log_posterior,weights
0.12250745935900813,-0.38777837195146736,0.8060317996311068,-0.39088289148068767,0.009966065026653384,14.122839773197034,3.6369751739964347,-0.007574469793865494,-0.13698502287807615,-0.48589030734436944,-0.10351225598129443,654.7532199759772,28.468943005275058,0.21752228553130679,-0.5935516959852147,-0.6010698434644162,-0.879151145967904,5.095613844566555,-0.12855151579489124,-0.19730838574077558,-0.21627013188761857,0.022733426446152158,0.050421091341416036,0.021234847788161204,813220.0815510306,27.751541973496103,7.882597692621981,-9.358645269280738e+21,103.8482090462557,-9.358645269280738e+21,0.0
0.0844085468410079,0.3032019510841589,-0.17033349937508868,0.22714248519835878,879092.5580347597,21.217124649792087,7.795062074923016,0.15838489111444512,0.5662094897706198,0.8685950008889154,0.8472766245657579,4.7910510220505846e-05,29.707201241361016,-0.11373276169419774,-0.31193261196226857,-0.6852663493891473,0.3859324925407781,4.128708120541961,0.003936668955743544,-0.18594979256591213,0.02549500220019382,-0.11354822584667269,-0.875613815221661,-0.1476943474397705,72077.86320709098,26.63604699738807,5.801170183398543,-5.434959255303522e+21,20875.40536714782,-5.434959255303522e+21,0.0
-0.14690338214668797,-0.07466207736174545,0.1915691021600774,-0.742388622734728,905307.53642166,11.296293530580707,7.710043184181324,0.13830705941855087,-0.1625868396147472,-0.6365292772917543,-0.6126487175428759,1.23467326460711e-05,29.2821954520431,-0.2435062252277616,-0.20525708554273336,-0.039528241626909155,-0.42033970309732416,3.2795958064345028,0.02255380359086817,-0.0789321393782807,-0.3882587865272172,-0.5917307378119653,0.35884778385868343,0.856898352887635,60179.59507991846,24.782504798924464,1.187492637839708,-9.543644030725954e+20,80996.83790709062,-9.543644030725953e+20,0.0
0.01758864747545747,-0.11960396162251977,-0.3085696001712115,0.7468694059508116,31688.234591731023,26.63936448163086,5.005866894315099,0.4664589164864047,0.49512308120494697,0.681985239269681,-0.45652082893381696,0.957975386049903,26.31566038849578,-0.16913321707215712,0.06163164292250394,-0.7877859532553426,0.5341244871170017,2.3252800815671026,0.08005176761125887,0.1103082635359443,0.10941299086698193,-0.17599973950945424,-0.3095959597113662,-0.2480133568034959,634418.1576238984,26.215154746364078,4.235556377909083,-9.511959633582332e+20,4.114439455937884,-9.511959633582332e+20,0.0
0.2608589573980994,0.4315632981137037,0.6053041875932417,0.5081106068808159,342558.6836961199,27.708829523431238,7.008749140120847,-0.30142339563411813,-0.10808450017887837,0.14073536835826594,0.8628714210410555,0.08221933618987921,29.01497807778768,-0.06757771798104005,0.009494005522603335,-0.3047786319692132,0.536586500375283,2.2298264613116467,0.06674356515300384,-0.07952396264052038,0.006179316360940529,0.03679154033847567,-0.7374434805185583,-0.4176421107864081,178.0824562520579,19.254246756956558,4.452837754841672,-7.849187417144482e+20,14.18421450290494,-7.849187417144482e+20,0.0
0.2016001391997495,-0.24679430351068543,-0.02893701763800527,0.0864225148829092,436693.97761115996,18.861708563570247,4.8620746094200875,-0.0036114039564686816,-0.33248262535348155,-0.4644327131437007,0.271637563356639,0.0004565783875194249,23.75509850441497,-0.09181217515346261,-0.7778794536245327,0.06577373099410733,0.1517367575353865,1.02621470602599,0.04614305723351983,0.023372318733974357,-0.31523366864848396,0.11892338996243927,0.24839910838381485,0.8376351004948586,1.800930319623725e-05,28.380758953517127,3.6452667933068468,-1.985768150619506e+20,57722.27872969111,-1.9857681506195053e+20,0.0
-0.03919059781669912,0.12102461740374353,-0.4561682235848008,-0.3794504198526949,245796.08224815418,28.227347998055443,2.4911007433470287,0.3282741372187748,0.17773692195125904,-0.8381502089605677,0.21714318364566632,0.0016415105656729266,1.9591281275784078,-0.3530944080044596,-0.09491076572085039,-0.548466218220548,-0.6952770231503684,4.674076214828782,-0.13754871015646694,0.06281654351246724,0.1521023825037396,0.08427676670504992,-0.6194820173218814,0.5308940625497498,625293.7814298557,21.068823573034724,2.86217729009627,-1.7080154806650103e+20,610.969758001594,-1.7080154806650103e+20,0.0
0.22136199559902545,-0.4211077800454357,-0.9091404955457603,-0.4956712171616482,0.0038110834574210765,15.155591825457105,2.9947247148881218,0.2529928994113217,0.30008917191073725,-0.12742232478074933,-0.1458739652625467,0.006797127839605914,4.56720581392013,0.3189330863934508,-0.0037434704798375144,0.2911438497482406,0.410342354019988,4.551551303501919,0.13645362257808274,-0.02776191710425774,0.20354964602327302,-0.08876874152470479,-0.06484312457701402,-0.1880130923418677,50517.26067445941,27.991202078071016,7.974160359871279,-9.30238373196745e+19,412.46598319731896,-9.30238373196745e+19,0.0
-0.05938801385181141,0.16646692605302885,0.8935891299591885,-0.19053950660078067,127.42703782551823,21.679874998567566,1.989063984442565,0.1364053320658844,-0.16261321571912293,0.033301907722616875,-0.6984774993133671,0.00010355951699249129,4.283533038351606,0.21021303799784793,0.0253487059806459,0.7264541926046131,-0.27571585112157226,6.62507111070085,0.16459707804845292,-0.06828273927945011,0.047848440981929405,-0.5873406690800826,-0.0818097973668277,0.5868193563687221,528869.1196893461,4.157396552920733,6.782869328360542,-7.193883746871279e+19,9658.892917907891,-7.193883746871278e+19,0.0
0.23359968186724758,0.005024049562340464,-0.7630421248720967,-0.43717929964178714,553161.5940019836,4.713935853106626,6.4821789479771015,-0.22995618643562066,-0.1877536813441643,0.19329355148967542,-0.36869938220565857,5.75443140351165e-05,21.938301087709572,0.15609771322943508,-0.1655853312652287,0.48345230791409133,-0.3358747158120641,5.4382170423329566,-0.023470357958045224,0.03666131726791283,-0.036615601072189065,-0.21587801726515765,0.04425530091637864,0.8187474754404174,2.3760127128304485e-05,20.300738136174076,4.9205832418492825,-2.43589953547604e+19,59466.57542765091,-2.435899535476034e+19,0.0
