    0.978106047610055929E+00    0.593070249729928722E+00    0.999961130076132410E+00    0.939919638361228675E-04    0.456092902934588817E+00    0.540187657163652912E+00    0.251058606399753248E+00    0.999998692661187016E+00    0.727890696661011027E+00    0.687236728945319064E+00    0.999983997143406689E+00    0.800979371889144476E+00    0.152193727422831752E-03    0.422514914669392897E-05   -0.158781853805454855E+06
    0.970831126724805316E+00    0.915269965782398831E+00    0.999984444619295254E+00    0.280754492799995576E-04    0.446637250299189825E+00    0.542447414659564919E+00    0.253026575803252607E+00    0.999992782938710412E+00    0.511224570411625168E+00    0.691591911028139883E+00    0.999999051131296612E+00    0.800669991670324932E+00    0.210228174608351019E-03    0.147940749124267986E-03   -0.158780543519111379E+06
    0.965719875963094720E+00    0.942044256364070520E+00    0.999974418540366838E+00    0.141394959064686834E-03    0.165722643180030299E+00    0.542888823789764663E+00    0.248594639126703765E+00    0.999867647511009650E+00    0.737350861001990099E+00    0.687762082355962368E+00    0.999917103304503674E+00    0.800360845174688196E+00    0.127210632650891144E-03    0.710394388618450668E-04   -0.158779990467262833E+06
    0.966568161969859840E+00    0.873252047829921274E+00    0.999992667608730734E+00    0.283089162713953632E-04    0.363997846322655638E-01    0.544383191009966572E+00    0.246769602358001022E+00    0.999829910781297793E+00    0.572103940002128497E+00    0.685721324622333595E+00    0.999913668733438565E+00    0.800360913114296579E+00    0.214319266919156461E-03    0.285144487792828583E-04   -0.158779670541367290E+06
    0.976319552168388727E+00    0.643284324339089997E+00    0.999983666224950163E+00    0.694802458355423853E-04    0.256876122868494872E+00    0.542812197092709003E+00    0.249910337571770308E+00    0.999820352548884572E+00    0.871327095042397776E-02    0.687361339452979281E+00    0.999998676480394977E+00    0.800823481483387778E+00    0.150491256101209487E-03    0.820975242577840592E-04   -0.158778838914202002E+06
    0.970344765785719043E+00    0.661644335026265740E+00    0.999991342454822352E+00    0.105733333208020446E-03    0.839998529159477147E+00    0.545914814432575057E+00    0.253225768600224055E+00    0.999840806606841603E+00    0.165016282650361862E+00    0.686961702132516394E+00    0.999989605413901805E+00    0.800217134517577033E+00    0.114056619799170666E-04    0.423464512622937313E-04   -0.158778757251963922E+06
    0.971596747598741706E+00    0.704576440518390967E+00    0.999951690558243622E+00    0.362261990867240573E-05    0.159612446767876281E+00    0.543187197141578038E+00    0.251680064814590210E+00    0.999992536503023777E+00    0.132169146782650071E+00    0.688975439806374101E+00    0.999957324718064200E+00    0.800210219770187470E+00    0.249245069370562235E-03    0.290024883622138933E-04   -0.158778327127985161E+06
    0.972520169613971919E+00    0.767370553948662160E+00    0.999996867261336631E+00    0.161376718729725693E-04    0.381882210854330773E+00    0.542488757039052638E+00    0.247094373153810054E+00    0.999945354772066364E+00    0.801073428256682818E+00    0.688018490685095907E+00    0.999897451559208394E+00    0.801692963025048222E+00    0.745382866062560063E-05    0.555896363067355794E-04   -0.158778303851576813E+06
    0.971307295218636124E+00    0.949992554073098239E+00    0.999993025227633670E+00    0.495814495424999710E-04    0.567982880655601208E+00    0.547569990146063779E+00    0.243381050451945719E+00    0.999691246908040787E+00    0.260517923329082690E+00    0.687274740111197158E+00    0.999918044510241799E+00    0.800460907281201117E+00    0.763421719019479665E-04    0.123185642313101263E-04   -0.158778171999618673E+06
    0.971763065117467462E+00    0.902714252998799926E+00    0.999992410718958724E+00    0.592287556142040964E-04    0.521519755635730942E+00    0.542867329764457729E+00    0.255616092916114868E+00    0.999794231953558432E+00    0.313358227015426871E+00    0.690251368384319552E+00    0.999945353951944060E+00    0.800646031802206393E+00    0.628752187469307629E-04    0.456103126113477361E-04   -0.158778141490415990E+06
