Nested Sampling Global Log-Evidence           :    0.464728784955603533E+04  +/-    0.500808827272353541E+00

Dim No.       Mean        Sigma
   1    0.936499825042284328E+01    0.571382078751306555E+01
   2    0.534888002544929364E+01    0.301394504442584443E+01
   3    0.572599331431898584E+01    0.209296121050656980E+01
   4   -0.233185896025093608E-02    0.448926696430481092E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.184146968811166865E+02
   2    0.818089247451815638E+01
   3    0.321670292230122001E+01
   4   -0.255192254061997748E-02

MAP Parameters
Dim No.        Parameter
   1    0.173721700810045654E+02
   2    0.495799095429535086E+01
   3    0.671655916159392063E+01
   4   -0.272578792181232821E-02
