    0.143899583816528315E+00    0.173920108006713238E-01   -0.320747613606282359E-01    0.809665632247924760E+00    0.826047292351722717E+02    0.168085050582885753E+00    0.559743881225585938E+00   -0.129134953022003174E-01    0.347450137138366755E-01   -0.205869615077972426E-01   -0.132578372955322252E-01    0.111863671256778785E+01    0.101098892652686212E+01    0.577837810639157468E+02    0.278881913283917697E+02    0.481649576309756522E+00    0.377014770731150684E+01    0.842351004493230415E+00   -0.320173951117922692E+07   -0.391195633965034517E+01    1
    0.118353343009948736E+00   -0.153723051858641688E-01    0.102272944411738089E-01    0.468047332763671886E+00    0.659853968024253845E+02    0.160060822963714600E+00    0.528647994995117165E+00    0.317270278930664035E-01    0.253385782241821317E-01    0.371471285820007407E-01   -0.141918599605560317E-01    0.701526787794469087E+00    0.124659107241006639E+01    0.613149253882471186E+02    0.291484687535025202E+02    0.927473991025016709E+00    0.450052861271439397E+01    0.884475167508124938E+00   -0.314678802890012087E+07   -0.393195633965034208E+01    1
    0.969501376152038657E-01   -0.167549741988121843E-01    0.138455038984515114E-01    0.842547279596328691E+00    0.828222709894180298E+02    0.153407979011535661E+00    0.253445649147033714E+00    0.389384031295776645E-02   -0.255625963211059577E-01    0.257961869239807101E-01   -0.277994275093078613E-01    0.827577368544330283E+00    0.146009460398424418E+01    0.489061425054892354E+02    0.686056108578816009E+02    0.671966217098931007E-01    0.372935955460246671E+01    0.850733831766351423E+00   -0.258374762929142220E+07   -0.395195633965034165E+01    1
    0.126612794399261486E+00    0.181566011711682788E-01   -0.199232846122037698E-01    0.944371205568313554E+00    0.806414017081260681E+02    0.134666800498962402E+00    0.585955667495727583E+00    0.483805477619171226E-01   -0.267643332481384139E-02   -0.276634931564331069E-01   -0.726283192634582381E-02    0.499929277351607249E+00    0.102745450191825727E+01    0.467751780173160157E+02   -0.279817478533310577E+02    0.771566653647838385E+00    0.463500749500938625E+01    0.736191673631394927E+00   -0.218605250512978993E+07   -0.397195633965034300E+01    1
    0.387778520584106459E-01   -0.255184076278944802E-02   -0.334220390246112902E-02    0.502149742841720537E+00    0.740990233421325684E+02    0.953712701797485435E-01    0.562849354743957475E+00    0.115482628345489474E-01    0.267133653163909995E-01    0.275273621082305908E-01    0.182198286056518832E-02    0.104204229630252843E+01    0.109360245241629439E+01    0.395801971563413417E+02   -0.293931542409452362E+01    0.198176243083359815E+01    0.410675269115999697E+01    0.108396002780963308E+01   -0.122284336852380913E+07   -0.399195633965034391E+01    1
    0.192700219154357921E+00    0.194818484108622049E-01    0.144670421564887155E-01    0.458766502141952526E+00    0.713555693626403809E+02    0.150325894355773926E-01    0.557555627822875932E+00   -0.299374938011169461E-01    0.229666888713836725E-01    0.259854853153228815E-01   -0.462726950645446500E-02    0.853603017245511131E+00    0.121996438849377453E+01    0.481593878258903558E+02    0.606205891699986879E+02    0.205054509478365965E+01    0.335628774130223695E+01    0.817592078472084705E+00   -0.101638842352084187E+07   -0.401195633965034215E+01    1
    0.116158211231231698E+00    0.723569296191422639E-02   -0.429292639809053869E-02    0.843309414386749223E+00    0.476337784528732300E+02    0.882915377616882435E-01    0.371662569046020463E+00   -0.844297409057617049E-02   -0.485694944858551039E-01    0.242504596710205050E-01   -0.277065515518188504E-01    0.663444458560481953E+00    0.100590430672645703E+01    0.397853807489729547E+02   -0.126569391687699806E+02    0.741814833660633721E+00    0.515489647062184986E+01    0.805666229635930708E+00   -0.964043489681478706E+06   -0.403195633965034173E+01    1
    0.102404117584228519E-01    0.139706929923588876E-01   -0.287260042220967363E-01    0.606814366579055742E+00    0.786355125904083252E+02    0.843825101852417048E-01    0.281428790092468240E+00   -0.506720542907714705E-02   -0.191302180290222196E-01   -0.483800351619720487E-01    0.401659250259399497E-01    0.535954285352780002E+00    0.123795671223187642E+01    0.389444654646546695E+02    0.756800132439135496E+02    0.193143505187302700E+01    0.511411785641927708E+01    0.808880812351960077E+00   -0.814256641563800280E+06   -0.405195633965034396E+01    1
    0.192977428436279311E-01   -0.919853632534525074E-03   -0.137208209190508492E-01    0.582479935884475664E+00    0.737284067273139954E+02    0.851557135581970243E-01    0.211204099655151384E+00   -0.785753130912780762E-02    0.363168179988861139E-01   -0.176697969436645508E-02   -0.667890310287475725E-02    0.682914391758816963E+00    0.106094929221352263E+01    0.471990903727063795E+02    0.114713054327007384E+03    0.300846765804347882E+00    0.441226198428710426E+01    0.123768188215516473E+01   -0.783415646705100313E+06   -0.407195633965034443E+01    1
    0.116284072399139404E+00   -0.152326528362944150E-01   -0.188100329036631105E-01    0.823645484447479204E+00    0.421921333670616150E+02    0.495051860809326214E-01    0.390189814567565907E+00    0.536826848983764510E-02    0.783125162124633650E-02    0.107628881931304959E-01    0.343708217144012423E-01    0.751703643115782194E+00    0.117725081863138481E+01    0.663769941066017424E+02    0.811415624109812939E+02    0.201136904336513389E+01    0.297090206552814973E+01    0.938161965583997781E+00   -0.777834072101903963E+06   -0.409195633965034400E+01    1
    0.140227782726287858E+00    0.118573668137146385E-01   -0.115363474150714882E-01    0.630002033710479692E+00    0.844286882877349854E+02    0.978249430656433216E-01    0.441643524169921864E+00   -0.264375507831573486E-01   -0.382576704025268596E-01    0.166244089603424100E-01   -0.367149412631988525E-01    0.791290181462103726E+00    0.872375656800412069E+00    0.331204698248486125E+02    0.125127588852482177E+02    0.190289921254651517E+01    0.431283474877221540E+01    0.492454379541596932E+00   -0.659227972358612926E+06   -0.411195633965034357E+01    1
    0.149611210823059088E+00   -0.375884970788934944E-01    0.144379642468802551E-01    0.708365094661712602E+00    0.519771850109100342E+02    0.770651221275329701E-01    0.402203655242919900E+00   -0.224087417125701932E-01    0.792849063873291016E-02   -0.277056455612182638E-01   -0.112013041973113986E-01    0.904102477225644519E+00    0.107867583204210904E+01    0.308239835229895469E+02    0.135650544957507044E+02    0.194777836609750454E+00    0.321416377952869592E+01    0.971966632933845665E+00   -0.641529140268205432E+06   -0.413195633965034226E+01    1
    0.121424674987792969E+00   -0.204524801977031129E-01   -0.184852638224178994E-01    0.473249894380569469E+00    0.757189503312110901E+02    0.109679949283599865E+00    0.540972995758056685E+00    0.261589586734771729E-01    0.858793258666992049E-02    0.188754200935363770E-01   -0.149670481681823744E-01    0.877175353917979406E+00    0.589566682937958664E+00    0.410899253687192996E+02    0.781419399461042303E+02    0.165404373539827643E+01    0.598475200641399407E+01    0.929167728130544823E+00   -0.590174343123237719E+06   -0.415195633965034450E+01    1
    0.131397354602813737E+00   -0.350562107987408738E-02    0.109212869898317032E-02    0.824929279088973955E+00    0.430704206228256226E+02    0.431120753288269098E-01    0.235368394851684593E+00    0.572149157524108609E-02   -0.687959194183349748E-02   -0.108286857604980441E-01   -0.476056337356567383E-01    0.794971261665862849E+00    0.122291539120917347E+01    0.298657064599309265E+02    0.195894966380624957E+02    0.138532401951984885E+01    0.430920818639699910E+01    0.812328176870184659E+00   -0.544320305536016123E+06   -0.417195633965034762E+01    1
    0.149210655689239496E+00   -0.120111412951697596E-01    0.819547219528367170E-02    0.804136765003204301E+00    0.718939834833145142E+02    0.190635383129119873E+00    0.361594891548156716E+00    0.244711041450500488E-01   -0.550118684768676619E-02    0.145496726036071777E-01    0.408345699310302818E-01    0.865569862564564696E+00    0.778609332468656046E+00    0.654461893493699449E+02    0.560831587005117669E+02    0.209120612142577667E+01    0.236490249115409679E+01    0.930296970223036923E+00   -0.521717151730156387E+06   -0.419195633965034720E+01    1
    0.169834816455841087E+00   -0.679462366488877909E-02    0.218604834218031133E-01    0.872898203134536699E+00    0.568399524688720703E+02    0.452276468276977591E-02    0.281195378303527810E+00   -0.241956830024719245E-01    0.174387812614440890E-01    0.313420176506042508E-01   -0.424109160900116022E-01    0.814360916718889549E+00    0.965798171480790058E+00    0.396887202586841426E+02    0.282326000314362844E+02    0.144926022049487324E+01    0.448411921833180305E+01    0.800244817859920965E+00   -0.420143788817855064E+06   -0.421195633965034677E+01    1
    0.946748495101928794E-01    0.124446669109002338E-01    0.186262537030317393E-01    0.505797249078750566E+00    0.527752959728240967E+02    0.884257793426513755E-01    0.263835573196411155E+00    0.358133196830749539E-01   -0.300220906734466574E-01   -0.735172033309936662E-02    0.369275748729705894E-01    0.868842258376427368E+00    0.744517379199955309E+00    0.105717596160523186E+01    0.112118330406332106E+03    0.220545095650900613E+01    0.415407409036194242E+01    0.314392751589464947E+00   -0.365131074404555722E+06   -0.423195633965034279E+01    1
    0.147638821601867670E+00    0.477591006419634829E-02    0.309951708011800943E-02    0.906631302833557084E+00    0.405775499343872070E+02    0.197181189060211204E+00    0.465380859375000011E+00    0.300827503204345731E-01    0.367108047008514460E-01    0.490264058113098200E-01    0.265578925609588623E-01    0.713005529656662862E+00    0.529659438572537944E+00    0.599401410338812397E+02    0.634314693396437121E+02    0.138790421531616381E+01    0.269928189939128327E+01    0.971622265286006592E+00   -0.296677159496880253E+06   -0.425195633965034059E+01    1
    0.149507653713226329E+00   -0.162331227732177598E-01    0.690814615260216484E-02    0.606211167573928789E+00    0.607651257514953613E+02    0.137228786945343018E+00    0.435452938079833984E+00   -0.402842760086059570E-01   -0.380656421184539795E-01   -0.235498845577239990E-01    0.421991944313049316E-01    0.989034647029598313E+00    0.760777228934858329E+00    0.387633599372044841E+02    0.936197775363871187E+02    0.156470372555100945E+01    0.231876690494919258E+01    0.931516574598284186E+00   -0.263744316853786237E+06   -0.427195633965034727E+01    1
    0.166951179504394531E+00   -0.280879685946364942E-01   -0.155611417792702583E-01    0.494768303632736217E+00    0.832783517241477966E+02    0.901656150817871094E-01    0.308168196678161643E+00   -0.426461100578308383E-02    0.830690860748291293E-02   -0.321826338768005371E-01   -0.426514923572540311E-01    0.872317449384879651E+00    0.828462496427892159E+00    0.472060247357630232E+02    0.590503734291786344E+02    0.125351848152346834E+01    0.409737934020660965E+01    0.643371989806206801E+00   -0.252898893703871203E+06   -0.429195633965034329E+01    1
    0.107752037048339855E+00   -0.162733563802052047E-02    0.376490190114861295E-02    0.590224248170852617E+00    0.948131000995635986E+02    0.140491044521331793E+00    0.514035892486572221E+00   -0.289632499217987067E-01    0.269968330860137912E-01   -0.373653233051300104E-01   -0.371233284473419245E-01    0.616066003099857706E+00    0.629997303374844941E+00    0.607072049729924714E+02    0.633965339844376103E+02    0.151885752245312267E+01    0.388145243226170500E+01    0.585105841116486780E+00   -0.247029328930539428E+06   -0.431195633965034109E+01    1
