

    0.969285592112248989E-98    0.115520659588367911E+06    0.707739934454880038E+00    0.434748938976626818E+02    0.162434345613803455E+01    0.466209686601398859E-01    0.885132565234031574E+02    0.101084627275641950E+00    0.885534376316070709E-01    0.744993004127034286E+00    0.539900307546777682E+02    0.225860625987620089E+01    0.167739946042230526E+00    0.812605047827568372E+00    0.717216406717154087E-02   -0.567926403542749758E-02
    0.258746659903739760E-97    0.115518655837904429E+06    0.713469935597621285E+00    0.431333235390491225E+02    0.162233941331569809E+01    0.486969986733851168E-01    0.916940705170268018E+02    0.977862636344191544E-01    0.948249221029379696E-01    0.784424925532853923E+00    0.510974365610560000E+02    0.220163413758020310E+01    0.173108358656082012E+00    0.817300483938562361E+00    0.602977633397643042E-02   -0.147916063226984085E-02
    0.964653820541137958E-97    0.115515983998172684E+06    0.691070861465010844E+00    0.421111902439271830E+02    0.163043112909970467E+01    0.389741262579478831E-01    0.878393373843930192E+02    0.102096108499907676E+00    0.893745869802023557E-01    0.727974086557626965E+00    0.556585429344646059E+02    0.225391244865079043E+01    0.174439849521359297E+00    0.832768149870329100E+00    0.771280395394252638E-02   -0.476751342879631890E-02
    0.118732440806042208E-96    0.115515528621460107E+06    0.708609665760863372E+00    0.446518645523753932E+02    0.161920061204571231E+01    0.473993760100188677E-01    0.906431230101642171E+02    0.994251044146743923E-01    0.992221313681530825E-01    0.732930553528920781E+00    0.557719001248088588E+02    0.251293708672780891E+01    0.158765392291030011E+00    0.829464232455719541E+00    0.811313257624583783E-02    0.924199685260979065E-02
    0.976842511671568090E-96    0.115511273715703835E+06    0.736844812048407460E+00    0.456412048684012248E+02    0.160570659471332511E+01    0.506834043085170882E-01    0.951842761523062961E+02    0.104112502475977350E+00    0.967975023694705589E-01    0.714506938976851691E+00    0.561787997646451061E+02    0.239092212467595422E+01    0.162470131151823488E+00    0.827071486677864565E+00    0.145244015276880939E-01    0.934410871125407327E-02
    0.150954700127479703E-95    0.115510363236818986E+06    0.710293824297633769E+00    0.411633098878936536E+02    0.162149030284916518E+01    0.360033816674884613E-01    0.927746401649779955E+02    0.103396216866628268E+00    0.942491069114477914E-01    0.782544531291306633E+00    0.574501035920909899E+02    0.238720396444142935E+01    0.163414264465429421E+00    0.828023718974705392E+00    0.124108827375189884E-01    0.868269193404393180E-02
    0.297341060946215588E-95    0.115508967436737672E+06    0.731599358482772688E+00    0.461107941727200057E+02    0.161486802742502888E+01    0.535948272176768742E-01    0.928332778084306085E+02    0.101654605256264227E+00    0.101769608738060263E+00    0.781320753589761940E+00    0.537993996365206897E+02    0.227776838215894450E+01    0.166828480835679527E+00    0.813549158879283585E+00    0.150726282928509148E-01    0.142879419144433806E-01
    0.821011104090446406E-95    0.115506896123135404E+06    0.688549083076563595E+00    0.413506114059183503E+02    0.162791335174021956E+01    0.375128550921725243E-01    0.860660149890485542E+02    0.103358947324530256E+00    0.901794633434166437E-01    0.753857063665721805E+00    0.599333402585342583E+02    0.224186388388708613E+01    0.168682447415643810E+00    0.881118352115493497E+00    0.471979023230831296E-02   -0.238448493822797369E-02
    0.281614981916106751E-94    0.115504390944566898E+06    0.738261499940959132E+00    0.432963777231911351E+02    0.161344400063258497E+01    0.467391791793236311E-01    0.987625580054105825E+02    0.100476288346619175E+00    0.904197816129164583E-01    0.728865949398921575E+00    0.487723956059924930E+02    0.238762059449869346E+01    0.164873761759441823E+00    0.808235552648583599E+00    0.335323080248089989E-02    0.492451976002866720E-03
    0.622296991863803594E-94    0.115502765191302969E+06    0.705772972243668750E+00    0.425191858557994919E+02    0.162036455150031089E+01    0.456921094353943402E-01    0.905944743197625968E+02    0.995233344960859828E-01    0.987996811106788275E-01    0.764716182893574237E+00    0.546087670122955444E+02    0.232811652669539360E+01    0.172670697454829991E+00    0.825000149910886771E+00   -0.669238082277076596E-03    0.454952178550703523E-02
