Nested Sampling Global Log-Evidence           :    0.352024436304727942E+04  +/-    0.107156059827684524E+01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence    0.352024436304727942E+04 +/-    0.107156059827684524E+01
Local Log-Evidence    0.352024436304727942E+04 +/-    0.107156059827684524E+01

Dim No.       Mean        Sigma
   1    0.115184774328216662E-02    0.412025177881090716E-03
   2    0.178845954086730131E-02    0.329894553481991152E-03
   3    0.916997603145062290E+00    0.239254318111199130E-02
   4    0.593596275732945742E+02    0.105523562006206606E+01
   5    0.815881802763098407E+00    0.163759190896885024E-01
   6    0.903466268733762345E+00    0.972160775487223780E-02
   7    0.451701521542967210E+01    0.397229331234322108E-01
   8    0.681045124845016225E+00    0.194784050496720775E-02
   9    0.451783244853382229E+02    0.144993378096237691E+00
  10    0.160524737268598305E+01    0.706297035417852831E-03
  11   -0.371023913812057069E-02    0.549166428189036006E-03
  12   -0.479813260471323704E-02    0.429824386113883254E-03
  13    0.534128981715379508E-01    0.604828604454787076E-03
  14    0.880854569219800680E+02    0.388049535065412454E+00
  15    0.993905290371424471E-01    0.423342729069381527E-03
  16    0.101864600195250871E+00    0.285010715319854331E-03
  17    0.810138578336514370E+00    0.228717606933141098E-02
  18    0.535906360709855107E+02    0.283999083103123551E+00
  19    0.482300141259660586E+00    0.270622672280744622E-02
  20    0.737461163943416764E+00    0.279122646179283179E-02
  21    0.203936231164439485E+01    0.592491309068059451E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.105230263816867564E-02
   2    0.173228916246873088E-02
   3    0.916723833702067559E+00
   4    0.602382725135880293E+02
   5    0.816020752182309073E+00
   6    0.903915231816846965E+00
   7    0.452590531887554448E+01
   8    0.682611555203438969E+00
   9    0.450541845391514215E+02
  10    0.160475219106698863E+01
  11   -0.396599841685660228E-02
  12   -0.500060419728294223E-02
  13    0.527079305808814125E-01
  14    0.884334880165068711E+02
  15    0.993773796615004534E-01
  16    0.101886187983377854E+00
  17    0.808794980255890805E+00
  18    0.533190361026031852E+02
  19    0.479612767301882625E+00
  20    0.740155930547961693E+00
  21    0.204291716836108339E+01

MAP Parameters
Dim No.        Parameter
   1    0.105230263816867564E-02
   2    0.173228916246873088E-02
   3    0.916723833702067559E+00
   4    0.602382725135880293E+02
   5    0.816020752182309073E+00
   6    0.903915231816846965E+00
   7    0.452590531887554448E+01
   8    0.682611555203438969E+00
   9    0.450541845391514215E+02
  10    0.160475219106698863E+01
  11   -0.396599841685660228E-02
  12   -0.500060419728294223E-02
  13    0.527079305808814125E-01
  14    0.884334880165068711E+02
  15    0.993773796615004534E-01
  16    0.101886187983377854E+00
  17    0.808794980255890805E+00
  18    0.533190361026031852E+02
  19    0.479612767301882625E+00
  20    0.740155930547961693E+00
  21    0.204291716836108339E+01
