Nested Sampling Global Log-Evidence           :    0.355869554850633222E+04  +/-    0.632491444146634829E+00

Dim No.       Mean        Sigma
   1    0.225503873938252326E+02    0.239189295799030560E+00
   2    0.206417775687030662E+02    0.225555808713873707E+00
   3    0.101622895822567694E+01    0.285249129425082446E-01
   4    0.163884522460863062E-02    0.487464714343197774E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.227464816534248868E+02
   2    0.204804566061332380E+02
   3    0.977458220568611758E+00
   4    0.197906451361551383E-02

MAP Parameters
Dim No.        Parameter
   1    0.225128247358680653E+02
   2    0.209676347136414130E+02
   3    0.102220236452269497E+01
   4    0.247815891381275577E-02
