    0.337654171478858900E+00    0.999625192023404913E-01    0.141755387851015939E+02    0.323932912307325280E-01    0.429830944186546162E+02    0.107086607657285129E+00    0.116418986849463849E+00    0.780676737841624613E+00    0.591136616707783062E+02    0.333439390168818517E+00    0.100078530651523012E+01    0.238588238478709558E+01    0.358756373121971910E+04
    0.337870407440105436E+00    0.103430135277526231E+00    0.129918797436946090E+02    0.317147947477079278E-01    0.433283506764245274E+02    0.109650733586432972E+00    0.118355641841430576E+00    0.787190760414744228E+00    0.581959309825617197E+02    0.316482737588447027E+00    0.103580572313552266E+01    0.246208710312148815E+01    0.358903626361827855E+04
    0.332183806450167651E+00    0.102896915083303467E+00    0.137585055703554513E+02    0.315908622817116652E-01    0.434456821611906818E+02    0.107914625808968379E+00    0.116254820011347432E+00    0.792904098265241664E+00    0.594973445451608285E+02    0.330365152401775664E+00    0.995119105485580580E+00    0.241504677862009842E+01    0.358907700092500454E+04
    0.334261554494429292E+00    0.100831977895945030E+00    0.143206795025580416E+02    0.312118031873170887E-01    0.432186313950338388E+02    0.106336214445809679E+00    0.115624584852225556E+00    0.782749706686412638E+00    0.588395613249976606E+02    0.336446551197133459E+00    0.982878891496439144E+00    0.238688375704656597E+01    0.359041167998666651E+04
    0.335411810656458143E+00    0.103534732441414298E+00    0.132356527489581808E+02    0.315540200522041042E-01    0.435895201378752688E+02    0.107537163689695722E+00    0.115700440685429562E+00    0.782233032928139838E+00    0.585952469220988377E+02    0.321035069679175444E+00    0.102134288080173730E+01    0.242459065503316129E+01    0.359163600340849825E+04
    0.341767664707981256E+00    0.992602912713240193E-01    0.140182566796302357E+02    0.322968269733733826E-01    0.435863801096595651E+02    0.108917888318958211E+00    0.117283170823795829E+00    0.782816659932297210E+00    0.576780368357133710E+02    0.322547846935768323E+00    0.102453908346222944E+01    0.243514988041331959E+01    0.359177602492186725E+04
    0.339835004613419978E+00    0.962535312154439993E-01    0.153780036772035071E+02    0.313984883395488010E-01    0.428187882172520489E+02    0.108114214484038948E+00    0.116334994265383865E+00    0.780658937968251143E+00    0.595599572598502576E+02    0.315985317867752968E+00    0.102946845329480041E+01    0.245094198954192199E+01    0.359178364433290290E+04
    0.336821765934776529E+00    0.987936928434322986E-01    0.147814467956956026E+02    0.315430356321719230E-01    0.436316832517910100E+02    0.106832735959267691E+00    0.116100041281014948E+00    0.785891840561223742E+00    0.576706177900347896E+02    0.326139427758693312E+00    0.100327958638606929E+01    0.241914078466680627E+01    0.359181406489482742E+04
    0.338112941301578152E+00    0.995660229867910834E-01    0.143335749408405242E+02    0.316096082113353286E-01    0.433001964183951458E+02    0.107375013755078325E+00    0.116515164774634597E+00    0.788827782754974782E+00    0.594335617826644196E+02    0.322918516255140342E+00    0.101633397475118747E+01    0.243857694093523980E+01    0.359207301529499000E+04
    0.349900585440043321E+00    0.969603238412824198E-01    0.140029235267512622E+02    0.323235347828633862E-01    0.431796755354728035E+02    0.110193753768191474E+00    0.119256072013943726E+00    0.780723097286370460E+00    0.593473414195004523E+02    0.323380735170004874E+00    0.103418743071489905E+01    0.244037692224629410E+01    0.359239001564146201E+04
    0.335277295868964764E+00    0.104048037925644335E+00    0.131290330308097278E+02    0.321946501573368571E-01    0.431698403071667371E+02    0.108444091990723010E+00    0.116139844594447747E+00    0.782710188902328907E+00    0.594137105166387656E+02    0.317916458037576732E+00    0.102900134184579550E+01    0.243748188486590145E+01    0.359240534558087074E+04
    0.347151592216308202E+00    0.102717096634143093E+00    0.123439359188954931E+02    0.326005390375395665E-01    0.432369809344730882E+02    0.111303842959526639E+00    0.119296552302087230E+00    0.781557452875348169E+00    0.586460721672266203E+02    0.317746922747809468E+00    0.105173930252536385E+01    0.244468784590407839E+01    0.359242381945015859E+04
    0.336931415360873343E+00    0.105385701388143030E+00    0.125366986579219031E+02    0.318720636866088036E-01    0.431107166714752879E+02    0.109299534742051327E+00    0.117922732475682954E+00    0.783501355071139494E+00    0.585778025359934205E+02    0.334519399839281417E+00    0.100301138981120896E+01    0.238881085766767765E+01    0.359265290295535760E+04
    0.332346867491751852E+00    0.105052558487300038E+00    0.130233171200147915E+02    0.318959389368090734E-01    0.437490904640024283E+02    0.107171619929097489E+00    0.116056224364672278E+00    0.785929655799321614E+00    0.584937622182777375E+02    0.323964925130837744E+00    0.101269678994708690E+01    0.242174802478431062E+01    0.359281616871274127E+04
