Nested Sampling Global Log-Evidence           :    0.451234520467340735E+04  +/-    0.547915511114289377E+00

Dim No.       Mean        Sigma
   1    0.984798189586388339E+01    0.367253609144640469E+01
   2    0.520950620680160448E+01    0.218449624957427257E+01
   3    0.614696360205666359E+01    0.188928714241583129E+01
   4   -0.524201232656910953E-03    0.517232531556858599E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.163116706871856181E+02
   2    0.785400220922082326E+01
   3    0.388567108092477298E+01
   4   -0.635796189592863215E-03

MAP Parameters
Dim No.        Parameter
   1    0.795779603311380335E+01
   2    0.679506740318055691E+01
   3    0.667742668303673170E+01
   4   -0.119501757775974937E-03
