Nested Sampling Global Log-Evidence           :    0.197212378733217065E+04  +/-    0.428735452208602374E+00

Dim No.       Mean        Sigma
   1    0.952540417727654365E+01    0.583353322952888043E+01
   2    0.468580270604778626E+01    0.285799774403920148E+01
   3    0.670840589215938010E+01    0.182819386458797495E+01
   4    0.657897182530034902E-01    0.143049452746129169E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.143683497013607813E+02
   2    0.725701078272426858E-01
   3    0.890659193123718040E+01
   4    0.656628132640482143E-01

MAP Parameters
Dim No.        Parameter
   1    0.334364193764527862E+01
   2    0.607084867922733551E+01
   3    0.992284753907491535E+01
   4    0.643667195327022323E-01
