    0.330936845594590068E+02    0.215163485360041555E+02    0.301223940323530082E+01    0.142789375343250613E+05
    0.330936845594590068E+02    0.215163485360041555E+02    0.301223940323530082E+01    0.142789375343250613E+05
    0.331505623612009046E+02    0.213211161424348390E+02    0.301287792155434175E+01    0.142789516611817526E+05
    0.330890799938814908E+02    0.214403587658346488E+02    0.301759361629906575E+01    0.142790548298100730E+05
    0.333893507683192823E+02    0.215012676893550747E+02    0.303656794297091137E+01    0.142794493189092937E+05
    0.333893507683192823E+02    0.215012676893550747E+02    0.303656794297091137E+01    0.142794493189092937E+05
    0.333756427035924403E+02    0.215123764693505706E+02    0.304525959380200373E+01    0.142796190494616931E+05
    0.333756427035924403E+02    0.215123764693505706E+02    0.304525959380200373E+01    0.142796190494616931E+05
    0.334324974856637098E+02    0.214555988366859012E+02    0.305039662183125282E+01    0.142797161404860763E+05
    0.333076460024732413E+02    0.214814406969875904E+02    0.305470729990950618E+01    0.142797957704118307E+05
    0.333752664580968030E+02    0.215306309881482818E+02    0.305855321369955391E+01    0.142798653977069371E+05
    0.333752664580968030E+02    0.215306309881482818E+02    0.305855321369955391E+01    0.142798653977069371E+05
    0.333619368339525906E+02    0.215232741308303339E+02    0.306996194682930978E+01    0.142800641102482296E+05
    0.333619368339525906E+02    0.215232741308303339E+02    0.306996194682930978E+01    0.142800641102482296E+05
    0.333778827629817556E+02    0.214419184999585930E+02    0.307085449237269215E+01    0.142800791634547022E+05
    0.334142595648184866E+02    0.214968838464703502E+02    0.307264684311435499E+01    0.142801091762567685E+05
    0.334142595648184866E+02    0.214968838464703502E+02    0.307264684311435499E+01    0.142801091762567685E+05
    0.336002855553354181E+02    0.212549452875761666E+02    0.307529695437870698E+01    0.142801530255287471E+05
    0.333296474653932506E+02    0.214733807830546901E+02    0.307620115444571729E+01    0.142801678430185493E+05
    0.333625847148820753E+02    0.214748496641956059E+02    0.307729703351260619E+01    0.142801857036446054E+05
    0.336484090011432073E+02    0.212926876587636187E+02    0.307830766589262250E+01    0.142802020797013738E+05
    0.336714501297136479E+02    0.212928137546946807E+02    0.308056243154153142E+01    0.142802382869480025E+05
    0.336053509835181501E+02    0.212637411453880176E+02    0.308172884428226723E+01    0.142802568391895875E+05
    0.337572525974107975E+02    0.213412059953932669E+02    0.308747538193874060E+01    0.142803464716986527E+05
    0.337211126414584470E+02    0.213149042363682852E+02    0.308836832116522109E+01    0.142803601357831812E+05
    0.338584346151116691E+02    0.213482844026144996E+02    0.309888394209518747E+01    0.142805157284480974E+05
    0.338848536399477709E+02    0.213344255652669652E+02    0.309909753320018799E+01    0.142805187875821048E+05
    0.339093077027958643E+02    0.213800461911285531E+02    0.310199642408002285E+01    0.142805599050930796E+05
    0.339509723325763133E+02    0.214115941544574788E+02    0.311310388130711946E+01    0.142807105955361585E+05
    0.339461551889785085E+02    0.214060570499271243E+02    0.311632341628611087E+01    0.142807522464268113E+05
    0.339157342183269392E+02    0.214003754365998340E+02    0.311210891785142785E+01    0.142806975395765348E+05
    0.339688928902163880E+02    0.213997649547923423E+02    0.311136510565677904E+01    0.142806877229603051E+05
