    0.469062805175781250E+00    0.153245925903320312E+00    0.864053964614868164E-01    0.496906518936157227E+00    0.667625546455383301E+00    0.915918886661529541E+00    0.712494492530822754E+00    0.371058702468872070E+00    0.693413496017456055E+00    0.543000638484954834E+00    0.850420176982879639E+00    0.982727408409118652E-01    0.570779979228973389E+00    0.553469836711883545E+00    0.905755221843719482E+00   -0.999999998999999514E+91   -0.431745848408226340E+01    1
    0.528195500373840332E-01    0.523807406425476074E+00    0.259116649627685547E+00    0.924278974533081055E+00    0.694181919097900391E+00    0.861031472682952881E+00    0.495158374309539795E+00    0.859267890453338623E+00    0.147157371044158936E+00    0.417492389678955078E-01    0.922253906726837158E+00    0.116933405399322510E+00    0.603377044200897217E+00    0.538308024406433105E-01    0.754595935344696045E+00   -0.999999998999999514E+91   -0.433079181741559527E+01    1
    0.822645485401153564E+00    0.281394064426422119E+00    0.977757573127746582E-01    0.998631596565246582E+00    0.421607017517089844E+00    0.576821446418762207E+00    0.257836043834686279E+00    0.272083044052124023E+00    0.625710308551788330E+00    0.195917487144470215E+00    0.812489390373229980E-01    0.834337472915649414E-01    0.780884921550750732E+00    0.921064496040344238E+00    0.790121674537658691E+00   -0.999999998999999514E+91   -0.434412515074892802E+01    1
    0.425464332103729248E+00    0.955265760421752930E-02    0.183630228042602539E+00    0.387333214282989502E+00    0.606596350669860840E+00    0.210543096065521240E+00    0.351391851902008057E+00    0.948689997196197510E+00    0.784373164176940918E+00    0.599398016929626465E+00    0.501369595527648926E+00    0.246043682098388672E+00    0.815173923969268799E+00    0.489614009857177734E-01    0.148128986358642578E+00   -0.999999998999999514E+91   -0.435745848408225900E+01    1
    0.973249018192291260E+00    0.513267040252685547E+00    0.190172791481018066E+00    0.828568398952484131E+00    0.979356348514556885E+00    0.285417854785919189E+00    0.199133038520812988E+00    0.332472264766693115E+00    0.107171356678009033E+00    0.786443650722503662E+00    0.196615695953369141E+00    0.996656477451324463E+00    0.252355337142944336E-01    0.304824709892272949E-01    0.738179504871368408E+00   -0.999999998999999514E+91   -0.437079181741559353E+01    1
    0.892050445079803467E+00    0.512669622898101807E+00    0.687110185623168945E+00    0.102199912071228027E-01    0.714619636535644531E+00    0.211832225322723389E+00    0.597157835960388184E+00    0.815763413906097412E+00    0.276100337505340576E+00    0.683312952518463135E+00    0.609703600406646729E+00    0.224548399448394775E+00    0.572250127792358398E+00    0.272121429443359375E-01    0.148832798004150391E-02   -0.999999998999999514E+91   -0.438412515074892628E+01    1
    0.842133224010467529E+00    0.293994545936584473E+00    0.558580577373504639E+00    0.999449670314788818E+00    0.546101987361907959E+00    0.333691179752349854E+00    0.250025391578674316E-01    0.812851607799530029E+00    0.647206127643585205E+00    0.122883677482604980E+00    0.856278657913208008E+00    0.708531677722930908E+00    0.733785986900329590E+00    0.576422631740570068E+00    0.891179323196411133E+00   -0.999999998999999514E+91   -0.439745848408225992E+01    1
    0.641188144683837891E+00    0.941761791706085205E+00    0.997717201709747314E+00    0.547932267189025879E+00    0.856053233146667480E+00    0.120535790920257568E+00    0.605944454669952393E+00    0.504842221736907959E+00    0.934850752353668213E+00    0.741067469120025635E+00    0.643857479095458984E+00    0.409656584262847900E+00    0.625526964664459229E+00    0.789496123790740967E+00    0.994994282722473145E+00   -0.999999998999999514E+91   -0.441079181741559356E+01    1
    0.391414940357208252E+00    0.287278234958648682E+00    0.649739623069763184E+00    0.460007309913635254E+00    0.950822889804840088E+00    0.592923700809478760E+00    0.309053003787994385E+00    0.286683320999145508E+00    0.414075970649719238E+00    0.995379388332366943E+00    0.564619600772857666E+00    0.609473407268524170E+00    0.745243728160858154E+00    0.149096250534057617E+00    0.767323493957519531E+00   -0.999999998999999514E+91   -0.442412515074892276E+01    1
    0.551929533481597900E+00    0.735733151435852051E+00    0.762541174888610840E+00    0.470950245857238770E+00    0.324061036109924316E+00    0.864518284797668457E+00    0.639593839645385742E+00    0.423048436641693115E+00    0.198887646198272705E+00    0.343789458274841309E+00    0.104827940464019775E+00    0.350315630435943604E+00    0.604278743267059326E+00    0.298570752143859863E+00    0.586302876472473145E+00   -0.999999998999999514E+91   -0.443745848408225729E+01    1
