    0.276802062988281250E+00    0.136710273027420044E+03    0.566700033227699896E+05    0.363425540924072266E+01    0.175028982758522034E+01   -0.314318568595960801E+00    0.196700582971628610E-01    0.835555171966552823E+00    0.177929399013519287E+03    0.567421091896260998E+00    0.380666899681091309E+01   -0.138382778265077660E+17   -0.368877528961732093E+01    1
    0.662014150619506858E+00    0.193674373626708984E+02    0.462683717582514655E+05    0.292838597297668457E+01    0.992383390665054321E+00    0.378491915875722118E+00   -0.941208318325168491E-01    0.782766294479370073E+00    0.173414479494094849E+03    0.275089897994350508E+03    0.821124792098999023E+00   -0.323109409035696500E+16   -0.371377528961732040E+01    1
    0.379104995727539085E+00    0.362204647064208984E+02    0.978089548540834221E+04    0.140240168571472168E+01    0.550393718481063843E+01   -0.911285345775308953E-01    0.423903535623687988E+00    0.350084495544433605E+00    0.109727593660354614E+03    0.184075248794275183E+03    0.299404335021972656E+01   -0.385696267620499938E+15   -0.373877528961732031E+01    1
    0.752776670455932662E+00    0.939108431339263916E+02    0.224700317880214316E+05    0.106725811958312988E+01    0.324697363376617432E+01   -0.332780836973843364E+00    0.270907888336407391E-02    0.285908651351928722E+00    0.155290997028350830E+02    0.280451904253714446E+01    0.232675814628601074E+01   -0.365022366734345750E+15   -0.376377528961732111E+01    1
    0.932451486587524414E+00    0.962560164928436279E+02    0.674814974083516650E+00    0.148756194114685059E+01    0.275920677185058594E+01   -0.601720702175551972E-01    0.255722166141501978E-01    0.702633762359619274E+00    0.598321008682250977E+02    0.256747099540266354E+05    0.934755802154541016E+00   -0.773604162204534844E+14   -0.378877528961732191E+01    1
    0.971571350097656383E+00    0.144178519248962402E+03    0.395719917523595268E+04    0.900954484939575195E+00    0.594114530086517334E+01   -0.175725287700733340E+00    0.207656301435944018E+00    0.508032417297363370E+00    0.932974004745483398E+02    0.772298614841621429E+03    0.455136537551879883E+00   -0.191766904339492383E+14   -0.381377528961732137E+01    1
    0.602921581268310636E+00    0.159979423284530640E+03    0.228931350018964442E-05    0.309632587432861328E+01    0.378385397791862488E+01    0.205610627723348871E+00    0.305331931501145681E+00    0.576599168777465865E+00    0.178834022283554077E+03    0.520861562703758409E+04    0.200974464416503906E+01   -0.188041649809187461E+14   -0.383877528961732128E+01    1
    0.797137880325317516E+00    0.113492964506149292E+03    0.183533466386701048E+04    0.190007495880126953E+01    0.350494492053985596E+01    0.561407844793111677E+00   -0.280556070811792846E+00    0.474194955825805675E+00    0.450698769092559814E+02    0.282828276578869486E+01    0.196780538558959961E+01   -0.150087581829314746E+14   -0.386377528961732164E+01    1
    0.619982719421386719E+00    0.106342077255249023E+02    0.292796718458189353E+05    0.136956691741943359E+00    0.546462985873222351E+01    0.228710944685171572E-01   -0.459134115784380958E+00    0.278179454803466841E+00    0.314164996147155762E+02    0.121073555792215438E+04    0.282297873497009277E+01   -0.828151517202036133E+13   -0.388877528961732022E+01    1
    0.585149145126342862E+00    0.610743391513824463E+02    0.164729584358875883E+03    0.138936042785644531E-01    0.743964183330535889E+01   -0.212973168889635411E+00   -0.191737308412042451E+00    0.308999729156494152E+00    0.394548654556274414E+01    0.295967427667611719E+04    0.227798008918762207E+01   -0.796706510711773633E+13   -0.391377528961732102E+01    1
    0.851802349090576172E+00    0.837012612819671631E+02    0.323739841198038039E+04    0.184913420677185059E+01    0.115225243568420410E+01   -0.957256479025870854E-01   -0.105043823446250253E+00    0.694936561584472701E+00    0.163484351634979248E+03    0.239536271595981905E-02    0.219022464752197266E+01   -0.667230987741940039E+13   -0.393877528961732182E+01    1
    0.440934324264526389E+00    0.802899849414825439E+02    0.362189818975247476E+03    0.394817709922790527E+01    0.334873843193054199E+01   -0.130825951973402216E+00   -0.115744052422888197E+00    0.516928195953369141E+00    0.203658521175384521E+02    0.404870391060707568E+01    0.395682430267333984E+01   -0.182196899371329736E+13   -0.396377528961732262E+01    1
    0.822710132598877042E+00    0.124578630924224854E+02    0.363719144140877461E+03    0.301689839363098145E+01    0.377767148613929749E+01    0.960802913248220633E-02   -0.866480956189443347E-01    0.706864547729492143E+00    0.446002006530761719E+02    0.294192236559254007E-05    0.119181895256042480E+01   -0.120857509829244165E+13   -0.398877528961732297E+01    1
    0.387290525436401412E+00    0.533855080604553223E+02    0.106127633634746192E-02    0.178872942924499512E+01    0.275917413830757141E+01   -0.120087155152607497E+00    0.155674829524394126E+00    0.790296220779419079E+00    0.110340092182159424E+03    0.839922966626944230E+03    0.313004231452941895E+01   -0.120274039693501929E+13   -0.401377528961732200E+01    1
