

    0.133570368758595494E-98   -0.132961265721985619E+05    0.767166211005496423E+00   -0.488905329028885660E+02    0.592197164049727276E-01    0.173331505839337341E+01   -0.186180520001803830E-01   -0.994577956173960276E+00    0.942812301940973874E+00    0.115254172854800231E+03    0.229074959394954189E-01    0.239317404472179796E+01   -0.987098582421519141E-02    0.101256665876505392E+01    0.271200943128887650E+00    0.158654817575281413E+03    0.369234123561529348E+00    0.737448279502055271E+00    0.213147967003460526E+01    0.148260328040246936E+01    0.111587472685153788E+00    0.217544438911573351E+00    0.855125349615213803E+00    0.145241356585923910E+03    0.180279224781751179E+00    0.389147359190023023E+00   -0.146013223505486955E+00   -0.898609259591317655E+00    0.601800180330957016E-01    0.666291897736948524E+00    0.316274220480649726E+01    0.360770554111604147E+01
    0.177749960722254117E-98   -0.132967314043357692E+05    0.758002680201735446E+00   -0.461004232787896200E+02    0.611019287497648680E-01    0.170477275581948851E+01   -0.200175657565033228E-01   -0.993238281184897320E+00    0.939016948117192274E+00    0.114280560123113261E+03    0.219912686933702965E-01    0.242697370514079047E+01   -0.104050883546514070E-01    0.101029438578697128E+01    0.275550842529137974E+00    0.159073259115364664E+03    0.368018383750469857E+00    0.739280495944570237E+00    0.227940942826620407E+01    0.148168295427420116E+01    0.112168658386496506E+00    0.216812455875980969E+00    0.857933939199180484E+00    0.145807370439989313E+03    0.179757752767820939E+00    0.392112681857451295E+00   -0.143080465107901539E+00   -0.908230872161206682E+00    0.589549513265632610E-01    0.665432077318943493E+00    0.316509404311430176E+01    0.367284645702220391E+01
    0.205442334540976348E-98   -0.132970543127417841E+05    0.751988471376232037E+00   -0.494094330972923501E+02    0.561612441874232843E-01    0.179190912590055662E+01   -0.217413112553181964E-01   -0.995239547441777339E+00    0.944401308555090080E+00    0.114474013434627793E+03    0.189274865850089617E-01    0.267395260994589634E+01   -0.549064193107694741E-02    0.101069496103840417E+01    0.243246213759604313E+00    0.158559259621820814E+03    0.370593907897862229E+00    0.736597528376786048E+00    0.244141856747997021E+01    0.148209318934596523E+01    0.105723260398515789E+00    0.207633362044935654E+00    0.855685245333833389E+00    0.151264985695906091E+03    0.174016738396603199E+00    0.396235419468482675E+00   -0.155881732832563569E+00   -0.922464861405276060E+00    0.579013118141103386E-01    0.641177086687696463E+00    0.325091486346162251E+01    0.389993551593666643E+01
    0.231078938700901984E-98   -0.132973228340632631E+05    0.747318601384016623E+00   -0.486224662660168860E+02    0.582417212395149528E-01    0.174134610445002513E+01   -0.224217430137308507E-01   -0.993155429243589127E+00    0.932926790322313515E+00    0.112527458900964703E+03    0.189898489283876967E-01    0.269969590714949170E+01   -0.757122924289908329E-02    0.101237733094744442E+01    0.243068115160863130E+00    0.158884108355651222E+03    0.368135707091534758E+00    0.737726434517274710E+00    0.265082383341776495E+01    0.148441372942340677E+01    0.106527258727142290E+00    0.210131434718650867E+00    0.852573500056103661E+00    0.151487432774190069E+03    0.175228172854809960E+00    0.396769814303843615E+00   -0.145908140621336224E+00   -0.908476659294238931E+00    0.560857286835547350E-01    0.650293456025025085E+00    0.323308899584365195E+01    0.386037555913148944E+01
    0.235595045553739617E-98   -0.132973948774853416E+05    0.749024708961994801E+00   -0.511721893318245122E+02    0.575011298762218570E-01    0.177367183010372065E+01   -0.243094262440540151E-01   -0.993251523917286105E+00    0.932294958025171816E+00    0.115423793902700737E+03    0.180779426993113862E-01    0.278769164045910234E+01   -0.542650052606847601E-02    0.100999526149215169E+01    0.228468666912171658E+00    0.158405937068728747E+03    0.368489449517918122E+00    0.730598801602521331E+00    0.249594761627099171E+01    0.148765597971007923E+01    0.106264379745973025E+00    0.207796005788100951E+00    0.849890015189636916E+00    0.152366457069822729E+03    0.176316311304148154E+00    0.393661036355211269E+00   -0.145332628735239500E+00   -0.926998604283699734E+00    0.549862621248249361E-01    0.638405886317289450E+00    0.321164893297022846E+01    0.391221668831288749E+01
    0.442947223010968965E-98   -0.132986908832287445E+05    0.745747151642329964E+00   -0.526463244007181146E+02    0.591471704822731717E-01    0.174275551528871775E+01   -0.211160485636561132E-01   -0.996028492691760303E+00    0.950114046972301507E+00    0.116791106827691294E+03    0.197528774020668887E-01    0.266306812857596675E+01   -0.477061328410208815E-02    0.101484942279678703E+01    0.236227976078773050E+00    0.159221670737796046E+03    0.370980390096541490E+00    0.734898121709472885E+00    0.215868448998628004E+01    0.148595130837320477E+01    0.110002352010188015E+00    0.208082766019924120E+00    0.861517386197517832E+00    0.151946568401866756E+03    0.177656177477704014E+00    0.389526524984861455E+00   -0.156084457517124187E+00   -0.945430939263909198E+00    0.583178891720486647E-01    0.639569872273573869E+00    0.321025396239521665E+01    0.381019810548412119E+01
    0.601533443855247425E-98   -0.132993362795762660E+05    0.739528255791302991E+00   -0.518779962280159310E+02    0.585992045121077887E-01    0.174075912744197003E+01   -0.233340039773449123E-01   -0.995343412611128131E+00    0.939332649378620488E+00    0.114542025259328724E+03    0.189897669074724426E-01    0.273074510140524085E+01   -0.298122194683329064E-02    0.101291860572054482E+01    0.240172100228480345E+00    0.158985932549076608E+03    0.369249537911735370E+00    0.737994510734703013E+00    0.204511368163264784E+01    0.148490634469223259E+01    0.108238890138473681E+00    0.208659328241280917E+00    0.856403851754780732E+00    0.151388882785062691E+03    0.176511806217716033E+00    0.392314651515112411E+00   -0.148275829955196642E+00   -0.925739590304925475E+00    0.582387980882248593E-01    0.643774678143646195E+00    0.322583715000669358E+01    0.384023540583463285E+01
    0.591591469795768687E-98   -0.132993362812640698E+05    0.747065416574509866E+00   -0.506211160270809444E+02    0.583265607255700896E-01    0.175347626225093967E+01   -0.215528553178876113E-01   -0.996008457306278072E+00    0.945541138295020067E+00    0.114335489393783263E+03    0.192655948420089942E-01    0.269018254386283884E+01   -0.474533064361374896E-02    0.101297491028166964E+01    0.237748209605737837E+00    0.159107653764872339E+03    0.370865844419831225E+00    0.736933775093120191E+00    0.225204561746174647E+01    0.148395539293097034E+01    0.106797589873065119E+00    0.206269059991341985E+00    0.859718085952102085E+00    0.151510710982324525E+03    0.174145196539540970E+00    0.395300685496123405E+00   -0.160715977785006681E+00   -0.938019338722880125E+00    0.591939902683749422E-01    0.633653688146295635E+00    0.324680853276513481E+01    0.385176868984945742E+01
    0.706509120553768811E-98   -0.132997246541967397E+05    0.761674617293213396E+00   -0.472260247043371777E+02    0.576567530279251395E-01    0.177086650777853771E+01   -0.179833125621911630E-01   -0.996764752905566209E+00    0.952440203574656419E+00    0.114154753435798980E+03    0.231294908203329985E-01    0.233150534139325050E+01   -0.574751396074305552E-02    0.101168727303440287E+01    0.280782197518898546E+00    0.158661711169655121E+03    0.371396154886161178E+00    0.742353298904194214E+00    0.173379092510781518E+01    0.147731240322935631E+01    0.110503121015604319E+00    0.215119759305527514E+00    0.861713933017434930E+00    0.143621141830793306E+03    0.177558387841568410E+00    0.390304736503679583E+00   -0.158725023936370169E+00   -0.912080505175513423E+00    0.623279800315961752E-01    0.663803419022180430E+00    0.320333597922521518E+01    0.364561253587306933E+01
    0.723314786943007427E-98   -0.132998050043417461E+05    0.739498668645510060E+00   -0.519492541440540663E+02    0.590840853960515541E-01    0.174205712329116302E+01   -0.237544759512204259E-01   -0.995275347607701311E+00    0.938739130094464524E+00    0.114700877106265068E+03    0.186575409466467265E-01    0.277185135188014353E+01   -0.306231147787437187E-02    0.101238654917491711E+01    0.232698039535494394E+00    0.159211274340892828E+03    0.369423813843816284E+00    0.736318787754251303E+00    0.203844848928765554E+01    0.148621992274324288E+01    0.107661744879865212E+00    0.206632012304480278E+00    0.857977433702401426E+00    0.152105743474136858E+03    0.175460371292858741E+00    0.393726235827278614E+00   -0.148911462206402334E+00   -0.937539836878091615E+00    0.582565560143897335E-01    0.628586652960517189E+00    0.322646607249820905E+01    0.387268363456829601E+01
