    0.746580783121806091E+00   -0.528186322667050518E+02    0.554704386464944799E-01    0.182880975776131383E+01   -0.194338919849758179E-01   -0.990676605790761555E+00    0.938170868013313952E+00    0.115198580063389784E+03    0.184809307354132472E-01    0.271984000298344952E+01   -0.817948139627669435E-02    0.101533790719883732E+01    0.219846505161155725E+00    0.156977083834954101E+03    0.368986601668994108E+00    0.726503851814062074E+00    0.246166992728435297E+01    0.148600534332937628E+01    0.107043704142451207E+00    0.212000203625855699E+00    0.847840383691783495E+00    0.155315950790591273E+03    0.177215079219775196E+00    0.391739876988260793E+00   -0.145478882861878461E+00   -0.817720275042765898E+00    0.520520935460035417E-01    0.619926245276029908E+00    0.321609838430329109E+01    0.395004363649048074E+01    0.691458596990905426E+04
    0.747106310834903864E+00   -0.513769249546111553E+02    0.556104610258857379E-01    0.183025103168843861E+01   -0.177104854880496473E-01   -0.989987113221048820E+00    0.940533292215050887E+00    0.113978965158580024E+03    0.193177208377267907E-01    0.261870029860418807E+01   -0.117842298325584460E-01    0.101696427285058899E+01    0.227189449455022729E+00    0.157176801674097277E+03    0.368694362869649517E+00    0.729351780982290809E+00    0.274571682060107936E+01    0.148459837624213220E+01    0.108435259231023456E+00    0.213991485949637350E+00    0.851674340449157241E+00    0.155295892985029155E+03    0.176980951075680265E+00    0.393661374915251716E+00   -0.144106218360753990E+00   -0.796372807108344904E+00    0.521219100251525680E-01    0.628177085973946392E+00    0.321310388007172998E+01    0.393096185569867851E+01    0.691586411073182535E+04
    0.746485477264233976E+00   -0.518530098907681776E+02    0.550703973570857916E-01    0.184098000908920723E+01   -0.176941786466598278E-01   -0.990902706564727120E+00    0.942757524787746215E+00    0.114133003389291702E+03    0.192368982523490259E-01    0.262856102786127099E+01   -0.101564188988161157E-01    0.101676533416805359E+01    0.227543521337453869E+00    0.157105955566044059E+03    0.369350370498922276E+00    0.730230956068233628E+00    0.254621978524315384E+01    0.148358323188395747E+01    0.107888890348744951E+00    0.213439923132685117E+00    0.851843374492250893E+00    0.155086069158966978E+03    0.176481474543147998E+00    0.393537339033906641E+00   -0.145477621929296502E+00   -0.811298122464110816E+00    0.530817394959574237E-01    0.626242287762307726E+00    0.322390458564103177E+01    0.393821061457320498E+01    0.691616829814533776E+04
    0.746548510591352965E+00   -0.514449679312913304E+02    0.557449155965477755E-01    0.182763187507753155E+01   -0.177481238997120871E-01   -0.990308075692357237E+00    0.943162125651458516E+00    0.115068502700840554E+03    0.191000710699539764E-01    0.264532674886696428E+01   -0.106730878973059825E-01    0.101678064584760186E+01    0.225655727952076057E+00    0.157254935299622588E+03    0.369210480394784435E+00    0.729420330760386149E+00    0.265453215143123522E+01    0.148429606916046386E+01    0.108399483329717466E+00    0.213992045739117176E+00    0.850927750651051751E+00    0.155553411027378360E+03    0.177542536205186369E+00    0.392246143765133226E+00   -0.144616263644072485E+00   -0.805664270803927218E+00    0.520796337539368784E-01    0.626979368820460792E+00    0.321104931664423354E+01    0.394557332614352463E+01    0.691664354159032155E+04
    0.742736129001151824E+00   -0.516437933356881445E+02    0.554033382204475525E-01    0.182589333297909917E+01   -0.181895399294130025E-01   -0.990372246323594219E+00    0.941421146440519774E+00    0.114579126048690426E+03    0.187255200955681288E-01    0.267947567503130823E+01   -0.107712202126639157E-01    0.101693727194809713E+01    0.221038362085264228E+00    0.157073924849807270E+03    0.369081323469229505E+00    0.729123159287966671E+00    0.283555285137006674E+01    0.148451948551283275E+01    0.107531867705392997E+00    0.213249431342017681E+00    0.849107973769844260E+00    0.155797943361229613E+03    0.177121183770355684E+00    0.393214237676486000E+00   -0.144904531713690665E+00   -0.792201413711804636E+00    0.516628537824871115E-01    0.622757663126531913E+00    0.322345425942314456E+01    0.396027529577537951E+01    0.691675985354552176E+04
    0.742568406944442927E+00   -0.524271012769707596E+02    0.556792401856533448E-01    0.182562757806156073E+01   -0.192965763660076922E-01   -0.989898974649397134E+00    0.937500010987748267E+00    0.114782894596120698E+03    0.184763194010491467E-01    0.271877882167872098E+01   -0.917242105225919355E-02    0.101604658835965167E+01    0.220644418446506785E+00    0.157068934604229185E+03    0.368395668330085468E+00    0.728196623249755315E+00    0.252769964269467362E+01    0.148561218330049316E+01    0.107614027242655730E+00    0.213328992823033137E+00    0.848198516968315719E+00    0.155844048464601372E+03    0.177407086545451814E+00    0.392318969900427361E+00   -0.141076220183367573E+00   -0.810656012293234474E+00    0.514661474978147793E-01    0.625218848096404267E+00    0.321259152423588024E+01    0.396733937713527540E+01    0.691676926383102182E+04
    0.748861004817707898E+00   -0.520552803492228833E+02    0.556311093845620330E-01    0.182828933961909712E+01   -0.181270854326430475E-01   -0.990551784886804509E+00    0.941862619962335890E+00    0.115063627605328335E+03    0.190477081112308370E-01    0.265360019097972266E+01   -0.102871336744466777E-01    0.101651955613286615E+01    0.224221098042717393E+00    0.157146335149243441E+03    0.369202008672356974E+00    0.728042545199116597E+00    0.266857684950206764E+01    0.148512841706260801E+01    0.107943330765718229E+00    0.213135679216441332E+00    0.850146526792047830E+00    0.155348299835702306E+03    0.177373511908764186E+00    0.392031208890157412E+00   -0.146578636147074226E+00   -0.806110803898977157E+00    0.521273135122605133E-01    0.625226679707070798E+00    0.321372314143328408E+01    0.393155022572165036E+01    0.691724437084559395E+04
    0.749391661714650548E+00   -0.513586710960091892E+02    0.557524610557311381E-01    0.182916094795011253E+01   -0.178703011346119031E-01   -0.990417415087750941E+00    0.941528900448279304E+00    0.114916438657788589E+03    0.191987678206336845E-01    0.263468250847773700E+01   -0.105168757318190378E-01    0.101626494926791566E+01    0.226659020957327650E+00    0.157172132417778386E+03    0.369220881601529605E+00    0.728625484241899546E+00    0.263698573073885356E+01    0.148450414857434354E+01    0.108227210957010517E+00    0.213889924420616995E+00    0.850061679647061474E+00    0.155051761980058927E+03    0.177634041127490455E+00    0.392126184850241588E+00   -0.146833192800129353E+00   -0.803577446947555174E+00    0.522881097269999595E-01    0.626600988351996069E+00    0.320782476133064298E+01    0.392939709265703785E+01    0.691800751036549991E+04
    0.747128129538643160E+00   -0.522964809713589744E+02    0.551529125932495035E-01    0.183963282744690781E+01   -0.183327772531860465E-01   -0.990223376290052415E+00    0.939603263588448478E+00    0.114656829551008826E+03    0.188205200821548319E-01    0.267616783009445136E+01   -0.968526003338578481E-02    0.101629591804043273E+01    0.222187778373665878E+00    0.156946635966476663E+03    0.368967407305500150E+00    0.727656186045993691E+00    0.254529764908721567E+01    0.148507745246836942E+01    0.107462991173696759E+00    0.213197546556598005E+00    0.849038194205164021E+00    0.155542967417903697E+03    0.176994352016976109E+00    0.392552559122711420E+00   -0.144617603827911917E+00   -0.799431608868606869E+00    0.519560642182035834E-01    0.624009401079193005E+00    0.321672935476003152E+01    0.395110891889451166E+01    0.691862200669208323E+04
    0.741999137984665547E+00   -0.523005561039106368E+02    0.555630776021408257E-01    0.182672133757369348E+01   -0.192731538633401402E-01   -0.989292547671474565E+00    0.936044095127796960E+00    0.114520261589205390E+03    0.184480802190926697E-01    0.271392330065502296E+01   -0.100536350180087872E-01    0.101555962381473597E+01    0.220109882971132598E+00    0.156990790524249519E+03    0.368031938741453957E+00    0.726803409770636621E+00    0.252827725371710699E+01    0.148603466391591010E+01    0.107901086287219339E+00    0.212992656635488858E+00    0.849471177793978516E+00    0.155981615053877107E+03    0.177115855940389644E+00    0.393481668404570162E+00   -0.140005231054533164E+00   -0.806255410874546330E+00    0.511945468376240123E-01    0.624908736398618658E+00    0.321049969043330474E+01    0.397852987868453312E+01    0.692040507560087281E+04
