Nested Sampling Global Log-Evidence           :    0.353122884687789792E+04  +/-    0.782786437742881591E+00

Dim No.       Mean        Sigma
   1    0.208718364993601480E+01    0.145401940436854903E-01
   2   -0.328995026852842674E-02    0.207772047247311914E-02
   3   -0.146073626027125726E-02    0.220849565753892130E-02
   4    0.880132356057861442E+00    0.753195796338911559E-02
   5    0.442485729645791750E+02    0.178071514986810464E+01
   6    0.603307976541242241E+00    0.403056976585817323E-01
   7    0.108643987559721711E+01    0.399521328483536525E-01
   8    0.475573835107811416E+01    0.157719165851880616E+00
   9   -0.702259420265112207E-03    0.106305247375388431E-02
  10   -0.127988957381680048E-02    0.106860375149620511E-02
  11    0.676373144367962698E+00    0.451911758204591538E-02
  12    0.445162691183066457E+02    0.274229558134328977E+00
  13    0.536339978760568131E-01    0.136629556821861865E-02
  14    0.945043024115368269E+02    0.938123041799013180E+00
  15    0.108129760727407792E+00    0.155419645765723208E-02
  16    0.108601079062706010E+00    0.179304193848086441E-02
  17    0.796358102258160727E+00    0.365521557305801322E-02
  18    0.601120059452263291E+02    0.596228928029103433E+00
  19    0.391679952213149607E+00    0.723289809371451681E-02
  20    0.886900372028777695E+00    0.105103284905303344E-01
  21    0.226580764890803099E+01    0.178973858819306345E-01
  22    0.162726618738198181E+01    0.450657924142457145E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.206838219409770607E+01
   2   -0.599254500491431391E-02
   3   -0.161269944639068005E-02
   4    0.878536224259698684E+00
   5    0.465246530591158844E+02
   6    0.608575902224929188E+00
   7    0.106906451796065283E+01
   8    0.486276339752522269E+01
   9   -0.108487741046037894E-02
  10   -0.176986793707285817E-02
  11    0.679733082105154818E+00
  12    0.445992065731768861E+02
  13    0.527278497654217609E-01
  14    0.933963644831791839E+02
  15    0.105852215178493150E+00
  16    0.106839060634680863E+00
  17    0.799642790884738885E+00
  18    0.597709579533887450E+02
  19    0.383025351473492037E+00
  20    0.889276611519968729E+00
  21    0.228067135067392268E+01
  22    0.162167150560530815E+01

MAP Parameters
Dim No.        Parameter
   1    0.208712278320662925E+01
   2   -0.351582271481641964E-02
   3   -0.258088615007309036E-02
   4    0.877613939226851603E+00
   5    0.436802489419233808E+02
   6    0.596332543322617425E+00
   7    0.108837118094614027E+01
   8    0.465300347367240086E+01
   9   -0.120156623586776916E-02
  10   -0.648491784061079254E-03
  11    0.675577645265609039E+00
  12    0.445719329017328292E+02
  13    0.543656444653043969E-01
  14    0.944631410159118872E+02
  15    0.106803847558666440E+00
  16    0.109385985444125616E+00
  17    0.801228751982635434E+00
  18    0.596680066822075759E+02
  19    0.391099367993115621E+00
  20    0.890305962430120834E+00
  21    0.227402707773027135E+01
  22    0.162676990211014694E+01
