    0.193201148509979248E+01    0.119098870687889997E-01   -0.590238325073427425E-02    0.863698538492780776E+00    0.849073554818341449E+02    0.367199735266990568E+00   -0.616773763475593650E+00    0.276917145616908567E+01   -0.309978160976883549E-01    0.391733470476940682E-01    0.641639098160519783E+00    0.506529810238948244E+02    0.653691609774003368E-01    0.827050151531938269E+02    0.473134535186543331E-01    0.554840334903077340E-01    0.701237936185340360E+00    0.606353276435982451E+02    0.407681480394229689E-01   -0.148718242375826604E+01    0.113034235559108520E+01    0.146634290778467480E+01   -0.999999998999999514E+91   -0.431745848408226340E+01    1
    0.226094210147857666E+01    0.435223658691782575E-02    0.562022082564243713E-01    0.996680747705078973E+00    0.790549566146652865E+02    0.616391888406454758E+00    0.430008013210585105E+01    0.283115622624959862E+01    0.625507622382214246E-01    0.176387908940365615E-01    0.470854969476340535E+00    0.830656244128104362E+02    0.803240374839327420E-01    0.663234156263795427E+02    0.791899883916120928E-01    0.921907800694943130E-01    0.618390335600911500E+00    0.408069844184853281E+02    0.736654740945944186E+00   -0.873446080148045811E+00    0.289596042475162818E+01    0.166155031482715998E+01   -0.999999998999999514E+91   -0.433079181741559527E+01    1
    0.117719662189483643E+01    0.500478328564990804E-01   -0.128619636306818094E-01    0.130421033315111967E+01    0.538026547274960691E+02    0.662026994568572502E+00    0.179974805172838659E+01    0.493221371222432303E+01    0.348170201337954233E-01   -0.865337476223290575E-01    0.670558717098925339E+00    0.735582407216021466E+02    0.514778916020873778E-01    0.543077883955602800E+02    0.750310177854382615E-01    0.167985763978699687E-01    0.629088159780419209E+00    0.617956429893900605E+02    0.414167593085398300E+00    0.140846979711700404E+00    0.319415557585804066E+01    0.137968550675574475E+01   -0.999999998999999514E+91   -0.434412515074892802E+01    1
    0.280265498161315918E+01    0.291508801397999638E-01    0.264795264583488760E-01    0.663212607970736556E+00    0.632972435441420345E+02    0.885421192432392035E+00    0.107437189520673559E+01    0.492986484462308461E+01   -0.199558184723118391E-01   -0.678172984175495069E-01    0.814260672446192268E+00    0.443632423152066124E+02    0.341168316829718599E-01    0.909208845723953800E+02   -0.544179866642580112E-02   -0.142312951477727295E-01    0.594557573328044042E+00    0.818126544809747145E+02    0.756502793115014449E+00    0.154530790918086369E+01   -0.418805932480141641E+00    0.112801092300471684E+01   -0.999999998999999514E+91   -0.435745848408225900E+01    1
    0.298872113227844238E+01    0.646209915030672953E-02    0.112398079046785605E-01    0.106203196443660319E+01    0.793134682736726120E+02    0.507576863486654761E+00    0.256348515210204919E+01    0.452430811646527076E+01    0.566015429234186657E-01   -0.127693324004052616E+00    0.498059733958182038E+00    0.235266744539069386E+02    0.953390525028884744E-01    0.277060911164389694E+02    0.930797830649686408E-01    0.116707569936653793E+00    0.552770911687668565E+00    0.871191931734508387E+02    0.796955579369488798E+00   -0.325942762370366235E+00    0.300517972960517188E+01    0.198977125914027297E+01   -0.999999998999999514E+91   -0.437079181741559353E+01    1
    0.263406682014465332E+01    0.662939803097243978E-02   -0.866432013231765302E-02    0.111697308337700196E+01    0.452423644301876919E+02    0.510796417715356110E+00    0.234532730050829041E+01    0.635061341225118081E+01   -0.633758354168588722E-01   -0.843414173303241865E-01    0.548465744602857797E+00    0.240132386240250675E+02   -0.199592309325707790E-01    0.821989729414393935E+02    0.117430301426652131E+00    0.990722224254698414E-01    0.773300269088343928E+00    0.538439340755173959E+02    0.797316137786533763E+00   -0.924826527322594183E-01    0.180323116121096172E+01    0.165573650225185154E+01   -0.999999998999999514E+91   -0.438412515074892628E+01    1
    0.168747413158416748E+01    0.200846726706841207E-01   -0.957503056699838540E-01    0.864565241185186739E+00    0.728027005385894910E+02    0.479489150817276166E+00    0.181972410237087434E+01    0.138366287754907447E-01    0.132301229074864770E-01   -0.588604135543645129E-01    0.476306679185936832E+00    0.445081202384009131E+02    0.505990455296942837E-01    0.607977581354903194E+02    0.182752503922514103E+00    0.139787298603831600E+00    0.112958628871287070E+01    0.907278403305306682E+02    0.111486354478488026E+01    0.359479396177334931E+00    0.332559390755899553E+01    0.195895866377017835E+01   -0.999999998999999514E+91   -0.439745848408225992E+01    1
    0.108016860485076904E+01    0.708830103414551799E-01   -0.272225251206984625E-01    0.111475818369272628E+01    0.450303348706138138E+02    0.336809020012891203E+00    0.973631209437633371E+00    0.365132516673226704E+01   -0.174652512564294447E-01   -0.625542172137777269E-01    0.884598627146153227E+00    0.417929247366872900E+02    0.206735650742520365E-01    0.918472957482128294E+02    0.476246421711831736E-02    0.980072534491047698E-01    0.723245735892032338E+00    0.832429573312430904E+02    0.957664438696049003E+00    0.270795739814336800E+01    0.255369506285167125E+01    0.112788659246974032E+01   -0.999999998999999514E+91   -0.441079181741559356E+01    1
    0.214183294773101807E+01    0.963186742031288054E-02    0.168023299655373319E-01    0.438019330200595303E+00    0.449381935789960991E+02    0.403226463990327855E+00   -0.261926225679104352E+01    0.362840642432276628E+01    0.170142960460564485E-01   -0.206798016201204145E-01    0.547139071183760151E+00    0.811509248417091840E+02    0.251176973112027628E-01    0.111873351543514588E+03    0.134605695492820004E-01    0.131713552842896930E+00    0.554191736637939525E+00    0.662888458814086334E+02    0.609181299772656781E+00   -0.242044591553671884E+01    0.380970095898639638E+01    0.131206286115493054E+01   -0.999999998999999514E+91   -0.442412515074892276E+01    1
    0.146926093101501465E+01    0.295293251757444350E-01    0.244313920474712142E-01    0.128333061293730921E+01    0.132685312141495842E+03    0.660867494902743324E+00    0.295014660880469837E+01    0.653995508409811777E+01   -0.388821634470057145E-01    0.783497505431321115E-02    0.107865494217984370E+01    0.188049793427915013E+02   -0.266672218601739230E-01    0.898567361999285623E+02    0.920110825280859718E-01    0.149457156478182640E+00    0.864210015929045339E+00    0.356757184525280024E+02    0.746881500882582872E+00    0.245239479944040939E+01    0.388048338150831196E+01    0.163342768056708887E+01   -0.999999998999999514E+91   -0.443745848408225729E+01    1
