    0.207156590772275484E+01   -0.177133984525992133E-02   -0.133407093028716645E-02    0.883353669278494569E+00    0.451607240459489958E+02    0.585655517082593779E+00    0.108960811914144617E+01    0.475266789538701495E+01   -0.497165079887504531E-02   -0.961720824720251402E-03    0.680556725265442086E+00    0.456426864150344826E+02    0.561079512517291268E-01    0.933256507590622988E+02    0.104784175216036904E+00    0.107782488621340558E+00    0.804379840030455040E+00    0.593669076246679168E+02    0.386895919050055992E+00    0.882470223189024128E+00    0.226611974091127832E+01    0.162255536841763415E+01    0.356826850130543926E+04
    0.209742407582193247E+01   -0.661233706395972926E-02    0.101908085898068032E-02    0.880918121649368668E+00    0.400465205297082321E+02    0.611536853592302143E+00    0.107081158200923676E+01    0.479188509607489799E+01    0.364180492794829655E-03   -0.125916773046046843E-02    0.675438956020396608E+00    0.447289771263831000E+02    0.552191179933589141E-01    0.950453719141925859E+02    0.109503669323365138E+00    0.110028417262286779E+00    0.797411892150897583E+00    0.595688398715096668E+02    0.406014940472204100E+00    0.879135407555696524E+00    0.221484432867498171E+01    0.163164723448978877E+01    0.356840215503440368E+04
    0.205448425312698069E+01   -0.489871208234408245E-02   -0.157301049906128504E-02    0.899608805313220516E+00    0.476176969364068370E+02    0.605116877972389222E+00    0.107540985491277064E+01    0.460926351303858794E+01   -0.314108195106762786E-02   -0.320024604849865682E-02    0.680820083096007278E+00    0.452907743934824722E+02    0.534037943825333983E-01    0.924165925721473513E+02    0.102816856813200158E+00    0.105014634229600667E+00    0.794110037990271245E+00    0.595252428104617479E+02    0.383539617471423344E+00    0.874119532623728546E+00    0.227601057643963234E+01    0.161899469838656418E+01    0.356893165251966275E+04
    0.209223747841317564E+01   -0.451393120962053848E-02   -0.385568856703885285E-02    0.890214752091087025E+00    0.467446041048743126E+02    0.621255905071042447E+00    0.106375663877045490E+01    0.473350928615035738E+01   -0.710555519245316750E-03    0.531362034956040299E-03    0.677680452369939457E+00    0.439678868896848627E+02    0.520953641757944119E-01    0.947793045568031971E+02    0.109254546330332408E+00    0.109328554732581851E+00    0.794353201144554544E+00    0.599390629969698310E+02    0.405383085832750290E+00    0.874591935470019344E+00    0.220781512596754004E+01    0.162849580441247732E+01    0.356928852444382574E+04
    0.210512413326102887E+01   -0.430812682587077347E-02    0.382003045947122005E-02    0.889599513246859708E+00    0.451994535124561594E+02    0.572511612365909084E+00    0.112524120285532092E+01    0.473374395784077695E+01   -0.862246014977271699E-03   -0.234683453903495112E-02    0.674678338701633518E+00    0.446945447040393162E+02    0.555332811786671543E-01    0.952234043542586619E+02    0.107842004749470505E+00    0.108572895554939153E+00    0.803949317493441784E+00    0.596382326773780420E+02    0.397584517203539101E+00    0.884723239286185903E+00    0.226920317515701608E+01    0.163280274206824760E+01    0.356970151783792426E+04
    0.207662571468672130E+01   -0.115524913081656889E-01    0.515123047871015802E-02    0.885124375913188488E+00    0.481095475657534237E+02    0.507018187198900905E+00    0.119451165646388180E+01    0.506392688054927387E+01   -0.272481410870001155E-02   -0.272124976212466049E-02    0.679998886265276159E+00    0.446443668253912449E+02    0.537714598576291974E-01    0.946201875390773779E+02    0.107010635111094710E+00    0.107825079980761268E+00    0.792132190297137440E+00    0.588052443448750992E+02    0.405092731584453414E+00    0.855318991871702572E+00    0.224210533276997515E+01    0.162322289954232102E+01    0.357026173304657414E+04
    0.207348949888632816E+01    0.742022731078456621E-03   -0.696183001647306815E-03    0.870316113102941658E+00    0.423374886264487671E+02    0.629227235102044036E+00    0.106103343656676463E+01    0.461897484194552987E+01    0.536007660483766440E-04   -0.487390906237972210E-02    0.674638201700226370E+00    0.440365749600504941E+02    0.503446311507286248E-01    0.937951589736702260E+02    0.108806549056885554E+00    0.105568111289905342E+00    0.793291345009304205E+00    0.605969799717293611E+02    0.392918460898264432E+00    0.880323109187564179E+00    0.225589779126861867E+01    0.162517470614647186E+01    0.357027566575515084E+04
    0.206750632584950811E+01   -0.680728291330347582E-02   -0.203511175442896639E-02    0.880404569244589874E+00    0.462455441687429172E+02    0.530854763450688050E+00    0.117845220423582786E+01    0.496885856829836570E+01   -0.157722957276734861E-02   -0.138819781620297573E-02    0.679174130572188894E+00    0.439380854391236610E+02    0.505381546447978836E-01    0.935974160369613912E+02    0.107041373874150830E+00    0.106463877117332767E+00    0.793398165871118222E+00    0.596728631105178806E+02    0.393839389584047184E+00    0.860279152461266738E+00    0.228282465752687180E+01    0.162252902179054903E+01    0.357056205236690221E+04
    0.208293628652134277E+01   -0.793003256589999705E-02   -0.509095368314723545E-03    0.870211021437475862E+00    0.446297643533921757E+02    0.513145549174456539E+00    0.118302158136497404E+01    0.486370878636447923E+01    0.222733866842796807E-02    0.732119678871611529E-03    0.681059792390039109E+00    0.449449552907042644E+02    0.549435520973441810E-01    0.949725655938299127E+02    0.108234899343020330E+00    0.108583263861334656E+00    0.797351507631145262E+00    0.586067969667575497E+02    0.391628752004858804E+00    0.876915656840541180E+00    0.227724072737909200E+01    0.162421832454473947E+01    0.357061044340269655E+04
    0.206499772119241909E+01   -0.543437111097723816E-02    0.169348794152434159E-02    0.879308967300031719E+00    0.481191988628818876E+02    0.485332541478605384E+00    0.121268432395672332E+01    0.525599485745166817E+01    0.943397928037589817E-03   -0.224303892756726013E-02    0.674090041448353161E+00    0.442748767990194736E+02    0.518044181378696372E-01    0.928553790201941354E+02    0.107153640101220610E+00    0.106310978829819533E+00    0.804598714369061163E+00    0.586738285688769921E+02    0.399592060523488390E+00    0.859361621037330270E+00    0.224675289711138326E+01    0.162278599926677924E+01    0.357069383343411209E+04
