   -0.120841149295055572E+00   -0.325744835856838166E+00    0.752884340286254838E+00    0.663479268550872803E+02    0.629507601142575295E+05    0.294581866264343262E+01    0.567958278656005877E+01   -0.845844078954163200E+18   -0.340101220333519727E+01    1
   -0.375704355862039263E+00    0.357318283898596656E-01    0.935602664947509766E+00    0.120218764543533325E+03    0.578634736303716927E+05    0.314773082733154297E+01    0.240735945701599130E+01   -0.698956688602441680E+17   -0.343434553666853093E+01    1
   -0.140518189514902359E+00    0.336214069474739252E+00    0.317258119583129883E+00    0.503090572357177734E+02    0.155590403016552536E+05    0.728465557098388672E+00    0.405034079551696813E+01   -0.593893504837089125E+15   -0.346767887000186459E+01    1
    0.347416005354826363E+00   -0.240485155322508942E+00    0.445420360565185580E+00    0.910903823375701904E+02    0.399058210389200894E+03    0.315932106971740723E+01    0.715093321800231951E+01   -0.458172037396456016E+14   -0.350101220333519692E+01    1
   -0.308212139462127298E-01   -0.100001429228575106E+00    0.683294534683227539E+00    0.176434314250946045E+02    0.557626767298766254E+03    0.366705060005187988E+01    0.456275730133056623E+01   -0.387599332582573281E+14   -0.353434553666853013E+01    1
    0.673170144321949104E+00    0.592254256244573951E+00    0.430979967117309570E+00    0.148131065368652344E+03    0.100515746249654512E+05    0.841779947280883789E+00    0.341710901260375977E+01   -0.174050631128855938E+14   -0.356767887000186423E+01    1
   -0.173608476592818195E+00    0.246318344966582919E+00    0.808060884475708008E+00    0.482768332958221436E+02    0.952797803311236976E+03    0.201607251167297363E+01    0.296434526443481428E+01   -0.127432100145993262E+14   -0.360101220333519745E+01    1
   -0.939978115682545828E-01   -0.549388107275113474E-01    0.831959342956543058E+00    0.522317075729370117E+02    0.416210642045287557E+03    0.160388231277465820E+01    0.519551315307617223E+01   -0.408563240363372510E+13   -0.363434553666853066E+01    1
    0.166030389669006684E+00    0.407992777508224214E+00    0.568972301483154252E+00    0.240874171257019043E+02    0.195976618956329133E+03    0.906670570373535156E+00    0.796088824272155726E+01   -0.462644132700812988E+12   -0.366767887000186432E+01    1
   -0.573775827409144096E-01    0.124166850559495230E-01    0.794595956802368164E+00    0.183115160465240479E+02    0.427308446027095528E+02    0.325100159645080566E+01    0.307388024330139142E+01   -0.684416100044623032E+11   -0.370101220333519754E+01    1
   -0.147968928033006097E+00    0.341066767126323278E+00    0.758612871170043945E+00    0.146432121992111206E+03    0.757615672712710477E+02    0.287295198440551758E+01    0.138084502220153826E+01   -0.433244795658425598E+11   -0.373434553666852986E+01    1
   -0.125440472248851187E+00    0.228956835356817802E-01    0.999354505538940563E+00    0.783544921875000000E+02    0.582980658801448044E+02    0.564904689788818359E+00    0.345162796974182129E+01   -0.428786159582105350E+10   -0.376767887000186352E+01    1
   -0.345916524135476355E+00    0.661191846648622045E-01    0.630502557754516690E+00    0.720794641971588135E+02    0.981646317846477068E+01    0.178201699256896973E+01    0.486545467376708984E+01   -0.334839462863482523E+10   -0.380101220333519718E+01    1
   -0.253581726327670898E+00   -0.585084457743040631E+00    0.819999790191650479E+00    0.179117081165313721E+03    0.610287034423205981E+02    0.469722509384155273E+00    0.243991203308105487E+01   -0.409175146287817895E+09   -0.383434553666853084E+01    1
   -0.272918892999114482E+00    0.304950806449854561E+00    0.666657829284667991E+00    0.173419382572174072E+03    0.132552215798186541E+02    0.119903779029846191E+01    0.211038355827331525E+01   -0.400907260605629325E+09   -0.386767887000186361E+01    1
   -0.107582795106717866E+00    0.836392797691480894E-01    0.796911525726318404E+00    0.180751919746398926E+01    0.670812961790631213E+00    0.349979233741760254E+01    0.358178892135620153E+01   -0.283085879737658910E+08   -0.390101220333519683E+01    1
    0.159718063911648916E+00   -0.461237158178397000E+00    0.555085897445678711E+00    0.305279481410980225E+02    0.741592837912081415E+00    0.154685878753662109E+01    0.340759253501892090E+01   -0.422144009434400313E+07   -0.393434553666853137E+01    1
   -0.159212001230354644E+00   -0.250262371460458766E+00    0.575027370452880882E+00    0.179130535125732422E+03    0.428487972854426247E+00    0.126823639869689941E+01    0.529789757728576660E+01   -0.304593939755958458E+07   -0.396767887000186414E+01    1
    0.616957980886027255E-01   -0.173540969032713349E+00    0.770256137847900479E+00    0.996651041507720947E+02    0.147348631605237340E+00    0.339702987670898438E+01    0.404882931709289551E+01   -0.176283244867738755E+07   -0.400101220333519692E+01    1
    0.131573741635695657E+00    0.571377552292149704E+00    0.533825683593750044E+00    0.165845285654067993E+03    0.755829346830269866E-01    0.287483072280883789E+01    0.636412415504455531E+01   -0.440074204574084491E+06   -0.403434553666852835E+01    1
   -0.594920414377703710E-01   -0.217698334157685497E+00    0.466067171096801791E+00    0.130626314878463745E+03    0.108020833972909208E+00    0.154360222816467285E+01    0.605665245056152379E+01   -0.373134629621508589E+06   -0.406767887000186334E+01    1
    0.453604414740324702E+00   -0.486363344700292743E+00    0.290758228302001986E+00    0.105234936475753784E+03    0.602261327994267279E-01    0.278495740890502930E+01    0.721618041992187464E+01   -0.206735890115859598E+06   -0.410101220333519656E+01    1
    0.264621860666996001E+00    0.164599479177918485E-01    0.408990764617919944E+00    0.110505316257476807E+03    0.172625998659434232E+00    0.777625560760498047E+00    0.660215926170349121E+01   -0.164856735163169913E+06   -0.413434553666853066E+01    1
