Nested Sampling Global Log-Evidence           :   -0.461476706497203486E+04  +/-    0.630745955285140103E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.461476706497203486E+04 +/-    0.630745955285140103E+00
Local Log-Evidence   -0.461476706497203486E+04 +/-    0.630745955285140103E+00

Dim No.       Mean        Sigma
   1    0.195897250478516138E-01    0.000000000000000000E+00
   2    0.877737079930965003E-01    0.000000000000000000E+00
   3    0.374824482042303786E+00    0.000000000000000000E+00
   4    0.530830401512622387E+02    0.000000000000000000E+00
   5    0.698203066729162075E-01    0.000000000000000000E+00
   6    0.116361034756010517E+01    0.000000000000000000E+00
   7    0.485775487084621815E+01    0.000000000000000000E+00
   8   -0.358522440869783699E-02    0.000000000000000000E+00
   9    0.459301151405734909E-01    0.000000000000000000E+00
  10    0.780361193224605287E+00    0.000000000000000000E+00
  11    0.433647330377364781E+02    0.000000000000000000E+00
  12    0.160368639171633909E+01    0.000000000000000000E+00
  13   -0.652808783408970997E-03    0.000000000000000000E+00
  14    0.269912194381679502E-01    0.000000000000000000E+00
  15    0.621813536935853062E+00    0.000000000000000000E+00
  16    0.429480024978314034E+02    0.000000000000000000E+00
  17    0.192461708098351698E-02    0.000000000000000000E+00
  18    0.342223161925282371E+01    0.000000000000000000E+00
  19    0.725076088208397174E+01    0.000000000000000000E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.195897250478516138E-01
   2    0.877737079930965003E-01
   3    0.374824482042303786E+00
   4    0.530830401512622387E+02
   5    0.698203066729162075E-01
   6    0.116361034756010517E+01
   7    0.485775487084621815E+01
   8   -0.358522440869783699E-02
   9    0.459301151405734909E-01
  10    0.780361193224605287E+00
  11    0.433647330377364781E+02
  12    0.160368639171633909E+01
  13   -0.652808783408970997E-03
  14    0.269912194381679502E-01
  15    0.621813536935853062E+00
  16    0.429480024978314034E+02
  17    0.192461708098351698E-02
  18    0.342223161925282371E+01
  19    0.725076088208397174E+01

MAP Parameters
Dim No.        Parameter
   1    0.195897250478516138E-01
   2    0.877737079930965003E-01
   3    0.374824482042303786E+00
   4    0.530830401512622387E+02
   5    0.698203066729162075E-01
   6    0.116361034756010517E+01
   7    0.485775487084621815E+01
   8   -0.358522440869783699E-02
   9    0.459301151405734909E-01
  10    0.780361193224605287E+00
  11    0.433647330377364781E+02
  12    0.160368639171633909E+01
  13   -0.652808783408970997E-03
  14    0.269912194381679502E-01
  15    0.621813536935853062E+00
  16    0.429480024978314034E+02
  17    0.192461708098351698E-02
  18    0.342223161925282371E+01
  19    0.725076088208397174E+01
