    0.143730361135622590E-01    0.204468607144420444E-01    0.733530652523040727E+00    0.908648872375488281E+02    0.928113579750061146E-01    0.325202441215515115E+00    0.335752294659614581E+01    0.111429566048162321E+01   -0.203706104443772788E-01    0.857084767705023655E-02    0.575382870435714677E+00    0.682235273718833923E+02    0.189166462421417242E+00    0.549434828758239791E+00   -0.173663427746052621E+06   -0.391195633965034517E+01    1
   -0.857342884963456335E-02   -0.421080070119804711E-03    0.626794320344924882E+00    0.849098935723304749E+02    0.105731642246246343E+00    0.292346835136413574E+00    0.326085168123245239E+01    0.927228771415893105E+00   -0.173298985849911885E-03   -0.250055948239794983E-01    0.644335520267486528E+00    0.499265050888061523E+02    0.190128374099731462E+00    0.587356853485107466E+00   -0.982554359937785048E+05   -0.393195633965034208E+01    1
    0.314245075369686672E-03   -0.106432264807604735E-01    0.565488409996032670E+00    0.735761907696723938E+02    0.184003639221191423E+00    0.527223181724548295E+00    0.334751889705657968E+01    0.628994571666189772E+00   -0.198923945209370043E-02   -0.340552663928830358E-02    0.493376713991165172E+00    0.401109918951988220E+02    0.175603878498077404E+00    0.477635264396667480E+00   -0.627904401742164337E+05   -0.395195633965034165E+01    1
   -0.306277886010487971E-01   -0.118871874465223382E-02    0.808285933732986406E+00    0.869386354088783264E+02    0.949894189834594727E-01    0.566475057601928622E+00    0.363395151495933533E+01    0.926398766284989628E+00   -0.183767884404417645E-01    0.135832047671191648E-01    0.750078034400939897E+00    0.800300857424736023E+02    0.194716358184814475E+00    0.350046682357788075E+00   -0.605698964939666621E+05   -0.397195633965034300E+01    1
    0.258424312247969301E-01    0.235037642998274371E-01    0.822560113668441728E+00    0.519227167963981628E+02    0.189182031154632585E+00    0.343442749977111828E+00    0.360231357216835057E+01    0.907130201051201013E+00    0.743382916867630240E-02    0.141913574044277378E-01    0.686866623163223222E+00    0.460935720801353455E+02    0.127313184738159196E+00    0.573271274566650391E+00   -0.557694106989621505E+05   -0.399195633965034391E+01    1
   -0.231852142488839195E-01   -0.112829670263398848E-01    0.550257813930511430E+00    0.774324846267700195E+02    0.195671737194061279E+00    0.370256447792053245E+00    0.317513192892074603E+01    0.742575493545370668E+00   -0.254235239880626560E-01    0.103123820119155434E-01    0.862972986698150590E+00    0.886535859107971191E+02    0.188343119621276867E+00    0.498435926437377941E+00   -0.515174142993555361E+05   -0.401195633965034215E+01    1
    0.142713589038081807E-01    0.139166643442098000E-01    0.453542989492416393E+00    0.517188879847526550E+02    0.114423775672912606E+00    0.416584539413452137E+00    0.360556183457374591E+01    0.889047696069345861E+00   -0.136293254529641413E-01    0.104897238983138203E-01    0.497825247049331676E+00    0.591652879118919373E+02    0.197335255146026622E+00    0.471383213996887207E+00   -0.495077082121135245E+05   -0.403195633965034173E+01    1
   -0.229056687103858202E-01   -0.205415187398000770E-01    0.883960556983947709E+00    0.728845936059951782E+02    0.300138711929321296E-01    0.445912313461303667E+00    0.352740006446838406E+01    0.693338043187571307E+00    0.277934418347871269E-02   -0.467932593864753710E-02    0.802600902318954423E+00    0.517823287844657898E+02    0.182957708835601807E+00    0.510826396942138716E+00   -0.407537055241527050E+05   -0.405195633965034396E+01    1
    0.145626971333308961E-01   -0.984395742468582163E-03    0.457741123437881481E+00    0.616680392622947693E+02    0.185787379741668701E+00    0.586164355278015137E+00    0.288783585429191580E+01    0.821126580065512535E+00    0.285645757009819652E-01   -0.179513788664783513E-01    0.880944114923477128E+00    0.888039955496788025E+02    0.918788433074951283E-01    0.587699484825134233E+00   -0.367510235725155726E+05   -0.407195633965034443E+01    1
   -0.196870885300092779E-01    0.339540962557584383E-01    0.820569854974746660E+00    0.478235435485839844E+02    0.176951050758361837E-01    0.571548056602477983E+00    0.288848505616188023E+01    0.803381433757685115E+00    0.439373482494469832E-02    0.394461105891833353E-02    0.858253043889999345E+00    0.806745284795761108E+02    0.155320489406585716E+00    0.517654275894165017E+00   -0.334854187543417356E+05   -0.409195633965034400E+01    1
