Nested Sampling Global Log-Evidence           :   -0.145947057200018389E+04  +/-    0.884281900832953993E+00

Dim No.       Mean        Sigma
   1    0.148834317411184767E+02    0.230377674131651805E+00
   2    0.837919004741415030E+01    0.984052607569338156E-01
   3    0.769456724025355365E+00    0.290560808057269051E-02
   4   -0.569492947728867799E-01    0.206585005682275412E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.148979745356434190E+02
   2    0.828450473471269966E+01
   3    0.766917675908654672E+00
   4   -0.591990197437620713E-01

MAP Parameters
Dim No.        Parameter
   1    0.147032964224845841E+02
   2    0.827744732107353798E+01
   3    0.769628341041565633E+00
   4   -0.582160336578362303E-01
