    0.199501932678472760E+01    0.494113017505866739E-01    0.909732625034189510E+02    0.365358168254522025E+04
    0.198981953302941639E+01    0.490642892931410501E-01    0.893939013944250860E+02    0.365506580719404155E+04
    0.199699018217544788E+01    0.496855009288544799E-01    0.919711483985827556E+02    0.365519880004461947E+04
    0.199792382593219853E+01    0.492732408988622930E-01    0.918662257659086379E+02    0.365536083027820951E+04
    0.199946951232012182E+01    0.488351904117615421E-01    0.909608106924641930E+02    0.365564546278863327E+04
    0.200320727011697119E+01    0.488729309760325623E-01    0.914887201592813426E+02    0.365578051561235907E+04
    0.200231326154675315E+01    0.490019710971891578E-01    0.915296164421986447E+02    0.365593707565899331E+04
    0.199958092974182544E+01    0.488114431346956673E-01    0.910662169345682884E+02    0.365655825765764803E+04
    0.199466053709193569E+01    0.495200966027289011E-01    0.912256625244116748E+02    0.365674663451699780E+04
    0.199438211213409611E+01    0.495285041406037588E-01    0.911985849874653667E+02    0.365690827632651326E+04
    0.200443522070675328E+01    0.492242151944551898E-01    0.917161666283793835E+02    0.365699368870386252E+04
    0.199866650973672977E+01    0.495833753487255127E-01    0.902297107112010366E+02    0.365703981466886944E+04
    0.199232554303407561E+01    0.489575789994155380E-01    0.905019521707780257E+02    0.365717113523691523E+04
    0.199461743619731635E+01    0.494678260289691737E-01    0.910305714135785990E+02    0.365721986508747068E+04
    0.199961204388571590E+01    0.486023020079781182E-01    0.910478160029210954E+02    0.365722626159004267E+04
    0.199598886381720231E+01    0.494283359928542332E-01    0.912220597618189828E+02    0.365747155991636373E+04
    0.200164003424749515E+01    0.490567287246076109E-01    0.913988719006066077E+02    0.365749220077760174E+04
    0.199537598471925515E+01    0.495790602084580437E-01    0.900075997373531891E+02    0.365753875865670261E+04
    0.199399479286918524E+01    0.494161449075564696E-01    0.910498805919588108E+02    0.365760810002651124E+04
    0.200225502976131642E+01    0.490790751338562176E-01    0.915026164009840386E+02    0.365777062683657550E+04
    0.199947621742673043E+01    0.499880156119983585E-01    0.920733694263001468E+02    0.365786058751876135E+04
    0.199253825777374560E+01    0.492616214506395658E-01    0.910697803991496642E+02    0.365790079862050243E+04
    0.199537855919092122E+01    0.493288655661961728E-01    0.915479406269381855E+02    0.365790297402145961E+04
    0.199814489704993536E+01    0.496461591050468901E-01    0.920724492204761873E+02    0.365798074849698878E+04
    0.199253513836067375E+01    0.490046020942838598E-01    0.908201450272037079E+02    0.365802288865923765E+04
    0.199333072071508344E+01    0.491917485190905002E-01    0.895570220746671311E+02    0.365815884715570564E+04
    0.199505529273455995E+01    0.493377358242952369E-01    0.911655114218133775E+02    0.365817783578652643E+04
    0.199423387986482292E+01    0.495139712429024520E-01    0.897036792068103637E+02    0.365820309989590942E+04
    0.199350737539269263E+01    0.491958171700626126E-01    0.912666052474768321E+02    0.365822552221508613E+04
    0.199542334209200112E+01    0.490067471536353438E-01    0.913826773922380937E+02    0.365832544131425038E+04
    0.200008318139106311E+01    0.488491174062761560E-01    0.910794391742809921E+02    0.365841904362231753E+04
    0.199047745619974981E+01    0.488236859146318689E-01    0.894259673669069457E+02    0.365865045432024317E+04
    0.199368752875423016E+01    0.491556794899399435E-01    0.910430363057939189E+02    0.365865971683983980E+04
    0.199892762145275027E+01    0.494736148961976221E-01    0.920616675470600399E+02    0.365878174177492019E+04
    0.199277872062415895E+01    0.490243636870698885E-01    0.908662038204033848E+02    0.365878231397364425E+04
    0.199176452744274801E+01    0.487682218335621642E-01    0.895715091257242477E+02    0.365884967356136531E+04
    0.199456855828528079E+01    0.491525959381240996E-01    0.912876540681055815E+02    0.365893388071913751E+04
    0.199603073129181219E+01    0.490491733395816282E-01    0.914671678889283584E+02    0.365893985084427459E+04
    0.199369001740404439E+01    0.490988025823617391E-01    0.911585029077863851E+02    0.365894374589186737E+04
    0.199676279786145727E+01    0.494667515214860451E-01    0.901006155243717188E+02    0.365896184950703446E+04
    0.199653219404300719E+01    0.495401564105364678E-01    0.914551945414000755E+02    0.365901312919776183E+04
    0.199338607530850620E+01    0.490694034667432458E-01    0.911549014643936459E+02    0.365905337882380536E+04
    0.199628956875303465E+01    0.494579821101156156E-01    0.915953730750796637E+02    0.365907163998209353E+04
    0.199526818273585516E+01    0.495186432772965271E-01    0.898858493410567547E+02    0.365911740316310761E+04
    0.199523439594446272E+01    0.491762745637906382E-01    0.898919835333349226E+02    0.365912082107995138E+04
    0.199520390539121961E+01    0.491716530178011244E-01    0.898913315865607530E+02    0.365912082107995138E+04
    0.199747266396832401E+01    0.493894295520883597E-01    0.915599829794779936E+02    0.365916908082826740E+04
    0.199830973759253849E+01    0.495428925748304036E-01    0.919775371045190155E+02    0.365917758918575055E+04
    0.199681747092882178E+01    0.494515250378350785E-01    0.900410412565809111E+02    0.365917952190173764E+04
    0.199863745946209148E+01    0.496287232395934627E-01    0.919634685193199601E+02    0.365921362081340203E+04
    0.199417627574113832E+01    0.492333376360498121E-01    0.897745754867081871E+02    0.365931942067069303E+04
    0.199815669466978285E+01    0.497002246832060901E-01    0.901120638930671447E+02    0.365948007227350172E+04
    0.199456272974198323E+01    0.497787952751871862E-01    0.914238821186977759E+02    0.365952946840473805E+04
    0.199442705452680347E+01    0.491951757160032435E-01    0.910923774848727277E+02    0.365954651665059237E+04
    0.199824918252591832E+01    0.497069322616593076E-01    0.919796541537235584E+02    0.365959240589825959E+04
    0.199790690298644424E+01    0.499238845696583985E-01    0.917233828733368313E+02    0.365960235987789019E+04
    0.199338201821401739E+01    0.490154538674963808E-01    0.907454063444837686E+02    0.365962259907000816E+04
    0.199926918017700128E+01    0.486917186805426311E-01    0.910082825697306816E+02    0.365964679880533276E+04
    0.199804668486897041E+01    0.499762956672201164E-01    0.918407029498590788E+02    0.365967358909792756E+04
    0.199592613094578386E+01    0.493041032889916797E-01    0.917261305312945723E+02    0.365971768001358078E+04
    0.199554502236648990E+01    0.492798820691135522E-01    0.915491755409112642E+02    0.365974121216935964E+04
    0.199890896782494476E+01    0.498076245491935604E-01    0.918539162971728587E+02    0.365975440539322881E+04
    0.199493310874966645E+01    0.497868108524673406E-01    0.914555643113786942E+02    0.365987064323884124E+04
    0.199468060207466458E+01    0.493466492395614673E-01    0.898913190676320824E+02    0.365988868849038727E+04
    0.199633535207271073E+01    0.493444753548479484E-01    0.917051667419490997E+02    0.365990854114248395E+04
    0.199693344182142396E+01    0.495456727549338713E-01    0.900330839725786376E+02    0.365998393758114435E+04
    0.199779967219613042E+01    0.499221082062744209E-01    0.916740213914621620E+02    0.366002577190380543E+04
    0.199337383950622726E+01    0.491538484557589792E-01    0.896818198631610528E+02    0.366006903739300833E+04
    0.199870415787664779E+01    0.498057800096834216E-01    0.920394000557605807E+02    0.366011224451661337E+04
    0.199864340367020565E+01    0.497387327340796173E-01    0.919983495749636830E+02    0.366014732661010476E+04
    0.199830811021925614E+01    0.497658644289764168E-01    0.918387253142692259E+02    0.366014878649977982E+04
    0.199720611659645408E+01    0.495369563159037268E-01    0.915936945395527715E+02    0.366017485169102292E+04
    0.199614937883659715E+01    0.496603332931664573E-01    0.916250682026946919E+02    0.366019406643800994E+04
