Nested Sampling Global Log-Evidence           :    0.471858773699690664E+04  +/-    0.564928066920940442E+00

Dim No.       Mean        Sigma
   1    0.133497535214323069E+02    0.451003362951308695E+01
   2    0.706892246292953885E+01    0.220303765156857567E+01
   3    0.280823375288151178E+01    0.672394843080815763E+00
   4   -0.374276308251815428E-02    0.452366139555845611E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.196901215184471283E+02
   2    0.887824026292197210E+01
   3    0.267447808773573570E+01
   4   -0.385021414846886678E-02

MAP Parameters
Dim No.        Parameter
   1    0.184833589784621211E+02
   2    0.341716940114298851E+01
   3    0.232170579234014518E+01
   4   -0.306078565372114308E-02
