Nested Sampling Global Log-Evidence           :    0.183841549014733573E+04  +/-    0.446115723888026283E+00

Dim No.       Mean        Sigma
   1    0.102962481058879227E+02    0.535049576755634693E+01
   2    0.513535141465942235E+01    0.260758485612754898E+01
   3    0.676077528800079630E+01    0.186916294317751985E+01
   4    0.716314176295492350E-01    0.132232090972261461E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.161345163398051952E+02
   2    0.536401576636153443E+01
   3    0.454840645487063355E+01
   4    0.715371242495288495E-01

MAP Parameters
Dim No.        Parameter
   1    0.994582588622384733E+01
   2    0.160014659901636147E+01
   3    0.883302420485431483E+01
   4    0.727061375411033328E-01
