Nested Sampling Global Log-Evidence           :    0.194882170942287416E+04  +/-    0.456643395204477609E+00

Dim No.       Mean        Sigma
   1    0.118560261490802237E+02    0.504500033771798950E+01
   2    0.535047286367263020E+01    0.276439229059086555E+01
   3    0.625308482228767293E+01    0.203317346195367943E+01
   4    0.536285081281350356E-01    0.148166415255029872E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.147507422391550236E+02
   2    0.782623646017855190E+01
   3    0.370009736594060357E+01
   4    0.534048352929923364E-01

MAP Parameters
Dim No.        Parameter
   1    0.125322203132408649E+02
   2    0.469975127471933174E+01
   3    0.999949908187960546E+01
   4    0.521026020897641384E-01
