    0.690490049123763994E+00    0.683937934041023254E+02    0.431332302093505870E-01    0.595764112472534135E+00    0.852698206901550293E+00   -0.455204469170129508E-01   -0.869401275102351170E-02    0.665715408325195268E+00    0.499282851815223694E+02    0.449063098430633606E-01    0.562708330154418901E+00    0.312367258823532484E+04   -0.340101220333519727E+01    1
    0.464068931341171276E+00    0.936770337820053101E+02    0.269754064083099383E-01    0.218400120735168457E+00    0.754628813266754128E+00    0.133762671501095574E-01   -0.309809091944271142E-01    0.824215394258499101E+00    0.492483586072921753E+02    0.419455873966217072E-01    0.236736798286438010E+00    0.428758779870565286E+04   -0.343434553666853093E+01    1
    0.545244795083999589E+00    0.434668436646461487E+02    0.212113624811172477E-01    0.325971555709838878E+00    0.872760641574859664E+00   -0.165050642689601179E-01   -0.220307723066805877E-01    0.900227290391921953E+00    0.782812085747718811E+02    0.246439588069915783E-01    0.308136177062988292E+00    0.444315945270217435E+04   -0.346767887000186459E+01    1
    0.740158718824386552E+00    0.698177036643028259E+02    0.259855496883392365E-01    0.253130197525024414E+00    0.876332855224609353E+00    0.903301150993610601E-02   -0.275648220787239528E-02    0.666642320156097368E+00    0.767689919471740723E+02    0.245552295446395882E-01    0.330380439758300781E+00    0.456100016240485638E+04   -0.350101220333519692E+01    1
    0.662821930646896318E+00    0.930217334628105164E+02    0.391425788402557373E-01    0.491901683807373036E+00    0.808918321132659934E+00    0.180652433164835103E-02   -0.182132175387072492E-01    0.923376363515853837E+00    0.500545111298561096E+02    0.484574508666992254E-01    0.503229022026062012E+00    0.488688338480977927E+04   -0.353434553666853013E+01    1
    0.715024065971374467E+00    0.441309034824371338E+02    0.314074832201004031E-01    0.497148323059082020E+00    0.725042140483856179E+00    0.926069676946034669E-02    0.131037369994546089E-01    0.537851136922836259E+00    0.941746073961257935E+02    0.492868936061859192E-01    0.594241976737976074E+00    0.497147943708014100E+04   -0.356767887000186423E+01    1
    0.666004222631454423E+00    0.616531658172607422E+02    0.319950282573699951E-01    0.559901618957519442E+00    0.736057984828948908E+00    0.224459468679899486E-01   -0.660954774417664339E-02    0.774213981628417924E+00    0.436959445476531982E+02    0.212881755828857426E-01    0.309148216247558616E+00    0.508711605484448773E+04   -0.360101220333519745E+01    1
    0.595614236593246416E+00    0.503727510571479797E+02    0.260270023345947274E-01    0.317426180839538552E+00    0.842795825004577615E+00    0.516696211562746241E-01    0.150241825546539396E-01    0.929795753955841020E+00    0.482596990466117859E+02    0.256611454486846934E-01    0.535588121414184548E+00    0.515879810167449614E+04   -0.363434553666853066E+01    1
    0.869202476739883378E+00    0.743918764591217041E+02    0.381061321496963534E-01    0.429983735084533691E+00    0.872333824634552002E+00   -0.782959438775086836E-02    0.144574095033778993E-01    0.660321694612503007E+00    0.765000700950622559E+02    0.204383963346481332E-01    0.547201418876647860E+00    0.521265322836012820E+04   -0.366767887000186432E+01    1
    0.717521917819976762E+00    0.791599646210670471E+02    0.469460225105285678E-01    0.396706056594848588E+00    0.867864263057708696E+00   -0.329470361445360835E-01   -0.191460800955817363E-01    0.789198946952819780E+00    0.916615656018257141E+02    0.252354305982589733E-01    0.308703327178955100E+00    0.522195744480315443E+04   -0.370101220333519754E+01    1
    0.864236754179000810E+00    0.701893496513366699E+02    0.373092889785766602E-01    0.383676409721374512E+00    0.884251248836517290E+00    0.249853026092007775E-01   -0.401003230182721791E-02    0.517188054323196367E+00    0.718161019682884216E+02    0.261931580305099498E-01    0.387405967712402322E+00    0.527659451586011710E+04   -0.373434553666852986E+01    1
    0.909585785865783647E+00    0.880487215518951416E+02    0.210514974594116222E-01    0.430851244926452659E+00    0.878314292430877663E+00    0.170251782116416644E-01   -0.247202647418781586E-03    0.908677589893341020E+00    0.711772322654724121E+02    0.315425217151641818E-01    0.282104611396789551E+00    0.528165144386189240E+04   -0.376767887000186352E+01    1
    0.583808255195617631E+00    0.926131612062454224E+02    0.348391890525817927E-01    0.581868219375610396E+00    0.763450503349304199E+00   -0.844592251740395109E-02    0.316888848246270893E-01    0.545455676317214921E+00    0.508905744552612305E+02    0.245647495985031120E-01    0.432268452644348100E+00    0.529061635941865734E+04   -0.380101220333519718E+01    1
    0.928082269430160478E+00    0.440344178676605225E+02    0.458183395862579376E-01    0.475712251663208019E+00    0.854115009307861328E+00   -0.170348264104944191E-01    0.255689386073563903E-01    0.558192592859268144E+00    0.760600528120994568E+02    0.204736638069152842E-01    0.483437561988830533E+00    0.535819366663956407E+04   -0.383434553666853084E+01    1
    0.776318830251693681E+00    0.786008024215698242E+02    0.376566153764724756E-01    0.259700870513915993E+00    0.797603118419647261E+00    0.555445786851537903E-02   -0.121178487487098273E-01    0.886874091625213579E+00    0.811262163519859314E+02    0.312626117467880299E-01    0.312515950202941872E+00    0.537060545789517710E+04   -0.386767887000186361E+01    1
    0.676881951093673662E+00    0.777244329452514648E+02    0.496612960100173972E-01    0.467659831047058105E+00    0.833420729637145974E+00    0.152454434345287750E-01    0.140107276895845394E-01    0.761176240444183305E+00    0.669349369406700134E+02    0.302586001157760624E-01    0.515716862678527788E+00    0.538968338205421423E+04   -0.390101220333519683E+01    1
    0.661504489183425859E+00    0.682945409417152405E+02    0.464477789402008082E-01    0.537755846977233887E+00    0.891367053985595681E+00   -0.113912773459807840E-01    0.453744683803480806E-01    0.451232147216796886E+00    0.884232458472251892E+02    0.480451130867004389E-01    0.213998365402221696E+00    0.539408019042385877E+04   -0.393434553666853137E+01    1
    0.477712196111679088E+00    0.615403217077255249E+02    0.430231541395187378E-01    0.498770785331726085E+00    0.801622664928436257E+00   -0.109383311753572191E-01   -0.112096675517189531E-01    0.490338337421417247E+00    0.681788054108619690E+02    0.287432110309600863E-01    0.543939709663391113E+00    0.540507180402940685E+04   -0.396767887000186414E+01    1
    0.732937169075012163E+00    0.859414032101631165E+02    0.444869607686996515E-01    0.516977000236511275E+00    0.715969371795654230E+00   -0.122334362686344483E-01    0.175373851364680096E-01    0.673008543252944902E+00    0.468370181322097778E+02    0.280218899250030545E-01    0.327212333679199219E+00    0.540787631787107148E+04   -0.400101220333519692E+01    1
    0.762689483165740922E+00    0.889312016963958740E+02    0.329992437362670935E-01    0.251010370254516613E+00    0.706223464012145974E+00   -0.927041936638592400E-04    0.489636332061660282E-01    0.813120913505554155E+00    0.852838867902755737E+02    0.376201999187469466E-01    0.310291290283203125E+00    0.541274809507513510E+04   -0.403434553666852835E+01    1
