    0.221857893774923653E+00    0.467041170045612404E+02    0.155303101122396314E+01    0.200114217651986559E-02   -0.193789463163175606E+04
    0.151821067402737542E+00    0.475051499483342212E+02    0.159022862967878065E+01    0.168834834743031292E-02   -0.193562295635912687E+04
    0.158626495737804823E+00    0.478134784175407788E+02    0.159619799630884751E+01    0.277765929349632623E-02   -0.193544394064852258E+04
    0.163795476280014674E+00    0.472793392956430694E+02    0.157864658715525819E+01    0.779848121175208409E-03   -0.193543200783891120E+04
    0.233416583875045325E+00    0.481362110027031491E+02    0.157251078767912444E+01    0.599506130634569478E-02   -0.193458840260338570E+04
    0.158933840940389259E+00    0.483363537151626446E+02    0.158819640710357457E+01    0.475985648227084113E-02   -0.193451092304657686E+04
    0.175224609454350644E+00    0.483363537151626446E+02    0.157966550348234014E+01    0.492626369294979494E-02   -0.193438098877104630E+04
    0.189714324578578841E+00    0.479229419201753757E+02    0.157519691868805545E+01    0.383348324873339363E-02   -0.193384191409502819E+04
    0.191342416071414029E+00    0.478657568785231859E+02    0.156462289176412872E+01    0.881499010588648879E-03   -0.193369582280651412E+04
    0.282887967741046631E+00    0.482280291056787576E+02    0.154641055963883334E+01    0.404768649313708151E-02   -0.193366901123123853E+04
    0.248025328054819916E+00    0.482280291056787576E+02    0.154614733449474562E+01    0.170175191922017355E-02   -0.193350905852665278E+04
    0.202017535237117074E+00    0.478134784175407788E+02    0.157328116554237019E+01    0.318878298660368875E-02   -0.193349119266977164E+04
    0.167869843265622987E+00    0.488763584313985007E+02    0.160031089307328278E+01    0.748260689504431920E-02   -0.193304234178853085E+04
    0.170204191077553552E+00    0.483363537151626446E+02    0.158229357530602277E+01    0.360106716991004383E-02   -0.193304091819747100E+04
    0.256526196810136831E+00    0.483363537151626446E+02    0.154639606393581497E+01    0.221411682064776016E-02   -0.193285570612759534E+04
    0.181697428745597578E+00    0.483363537151626446E+02    0.158805138024993608E+01    0.481288696728848775E-02   -0.193276439987524441E+04
    0.200929283782423640E+00    0.482280291056787576E+02    0.157161338464331135E+01    0.395577901374188912E-02   -0.193256684224875380E+04
    0.259970420593399976E+00    0.484685327745715853E+02    0.155176000583442875E+01    0.430640245695329549E-02   -0.193245126332615837E+04
    0.170751114686361283E+00    0.492801043273639152E+02    0.158821532747257788E+01    0.675237993579147489E-02   -0.193229120726493079E+04
    0.258574238291092884E+00    0.482280291056787576E+02    0.155183867701156242E+01    0.270056871467105886E-02   -0.193225062926579062E+04
    0.284204844699132542E+00    0.486382988386532986E+02    0.155200770609995242E+01    0.446283959885579451E-02   -0.193223753413860140E+04
    0.245139676069004053E+00    0.492801043273639152E+02    0.155266163321550676E+01    0.403473957813205164E-02   -0.193214173158368885E+04
    0.275428628862829483E+00    0.488763584313985007E+02    0.154845913497400334E+01    0.522576446145567308E-02   -0.193213678858119647E+04
    0.199111770932410614E+00    0.486382988386532986E+02    0.158586560930029230E+01    0.612277083563816937E-02   -0.193200540755087559E+04
    0.200783962878561428E+00    0.484685327745715853E+02    0.157890494288490579E+01    0.532205709945443584E-02   -0.193197728881280591E+04
    0.172028604582194378E+00    0.480565022960406907E+02    0.158189177721364715E+01    0.127676128076703588E-02   -0.193179138873576949E+04
    0.222641369249852117E+00    0.492801043273639152E+02    0.156339932633900958E+01    0.528508764787732899E-02   -0.193172503189845384E+04
    0.154706037787096878E+00    0.482280291056787576E+02    0.159637814091681740E+01    0.896434467733242535E-03   -0.193170159044571119E+04
    0.242275775301197371E+00    0.492801043273639152E+02    0.155354112268159050E+01    0.353861612991784868E-02   -0.193163302155448969E+04
    0.173666180576125373E+00    0.480565022960406907E+02    0.157816030098694471E+01    0.653614767137322694E-03   -0.193161566965290854E+04
    0.209418791856043840E+00    0.484685327745715853E+02    0.157995063934522939E+01    0.436024720526284604E-02   -0.193159166690763209E+04
    0.200348931088450449E+00    0.478657568785231859E+02    0.156835124645821944E+01    0.268557468338981309E-03   -0.193152334525634774E+04
    0.200269287469342500E+00    0.486382988386532986E+02    0.158924048325292477E+01    0.191794978775366998E-02   -0.193150891587381307E+04
    0.204698113543431037E+00    0.481362110027031491E+02    0.157780142752660990E+01    0.116043894613315768E-02   -0.193147989853065837E+04
    0.220661860074201549E+00    0.492801043273639152E+02    0.156985254315037248E+01    0.734302248617080267E-02   -0.193142798450749251E+04
    0.174236812701601629E+00    0.488763584313985007E+02    0.160124536298408793E+01    0.347447305337145185E-02   -0.193126369145294279E+04
    0.219645201152621761E+00    0.488763584313985007E+02    0.156250621539762435E+01    0.349744766351117731E-02   -0.193121691713359905E+04
    0.259652670466616553E+00    0.488763584313985007E+02    0.155221510989285649E+01    0.410217395168605004E-02   -0.193119632115798890E+04
    0.232888042934908779E+00    0.488763584313985007E+02    0.155840519322705173E+01    0.358067765651282066E-02   -0.193117182535857114E+04
    0.157251864233339700E+00    0.486382988386532986E+02    0.159437781133621881E+01    0.312558635099108306E-02   -0.193111195800514770E+04
    0.136188890972347904E+00    0.484685327745715853E+02    0.160126004435595148E+01    0.465321615173486247E-03   -0.193109749781755863E+04
    0.199026537951096094E+00    0.479860607014660587E+02    0.157315296745879651E+01    0.406802989776300361E-03   -0.193101904635080359E+04
    0.196961874299259654E+00    0.488763584313985007E+02    0.157852982507497197E+01    0.557308604907646998E-02   -0.193098909016136349E+04
    0.234587584834229701E+00    0.488763584313985007E+02    0.157151489212076090E+01    0.669761200544605195E-02   -0.193095703312500927E+04
    0.204796138344849110E+00    0.482280291056787576E+02    0.156902687096920168E+01    0.163212968559928173E-02   -0.193088235302605358E+04
    0.240473773344638792E+00    0.483363537151626446E+02    0.155628496403747207E+01    0.137066846046757229E-02   -0.193079027637801983E+04
    0.152525265164711016E+00    0.488763584313985007E+02    0.160844335846605269E+01    0.115855613586263173E-02   -0.193070235588758032E+04
    0.263910273684187624E+00    0.492801043273639152E+02    0.156308400017237625E+01    0.815525781928994054E-02   -0.193068895057890018E+04
    0.140709034231091018E+00    0.486382988386532986E+02    0.159721060585674146E+01    0.979736639938999510E-03   -0.193067391236861408E+04
    0.140916078427987312E+00    0.488763584313985007E+02    0.160876691510996261E+01    0.220610614884825251E-02   -0.193065369806330068E+04
    0.149149121996238920E+00    0.492801043273639152E+02    0.159771577225153782E+01    0.420693422173018527E-02   -0.193049088768201591E+04
    0.214950841462101250E+00    0.488763584313985007E+02    0.157966787118440544E+01    0.593553250731065907E-02   -0.193047005982750579E+04
    0.278658994825168649E+00    0.492801043273639152E+02    0.155032365258667060E+01    0.506287497328739011E-02   -0.193046251447674740E+04
    0.215763880414729325E+00    0.484685327745715853E+02    0.156331775323754885E+01    0.153934054639026652E-02   -0.193045682596894517E+04
    0.230620694206782967E+00    0.492801043273639152E+02    0.158467505970476408E+01    0.599910048183138755E-02   -0.193045627972759530E+04
    0.185819668750278333E+00    0.486382988386532986E+02    0.157070777898837122E+01    0.370870841697346076E-03   -0.193045489264128264E+04
    0.185550419017705692E+00    0.486382988386532986E+02    0.158021692982613460E+01    0.319907874791885982E-02   -0.193039724522711458E+04
    0.242611256924708363E+00    0.488763584313985007E+02    0.157280166921964470E+01    0.351814118840937384E-02   -0.193039657608515972E+04
    0.202564050961087400E+00    0.492801043273639152E+02    0.159032574452165631E+01    0.807230886793453006E-02   -0.193038522707115999E+04
    0.249741148818062086E+00    0.483363537151626446E+02    0.155544263583704856E+01    0.136048070496219697E-03   -0.193032534055237488E+04
    0.274919726101318984E+00    0.488763584313985007E+02    0.155582964093328791E+01    0.256991886881147158E-02   -0.193023369360059496E+04
    0.274919726101318984E+00    0.488763584313985007E+02    0.155582964093328791E+01    0.256991886881147158E-02   -0.193023369360059496E+04
    0.154833144156812680E+00    0.492801043273639152E+02    0.161211349232550494E+01    0.330431746782466895E-02   -0.193020100445257640E+04
    0.261768412057335476E+00    0.492801043273639152E+02    0.156826717700147533E+01    0.720567400460625507E-02   -0.193017288161490706E+04
    0.199876041989992315E+00    0.482280291056787576E+02    0.157252553269750583E+01    0.711335378752009362E-03   -0.193012148021063467E+04
    0.200430524981594999E+00    0.483363537151626446E+02    0.157218363175717446E+01    0.129903299334221956E-02   -0.193009336597744482E+04
    0.157962196523121934E+00    0.486382988386532986E+02    0.158900081713846530E+01    0.127792583780589331E-02   -0.193008110478971616E+04
    0.238157893687990563E+00    0.486382988386532986E+02    0.155779462998935259E+01    0.185219600334157741E-02   -0.193002404301312117E+04
    0.233393637818481409E+00    0.488763584313985007E+02    0.155373895133398476E+01    0.184223394677496266E-03   -0.192999552095067520E+04
    0.240572529529766266E+00    0.492801043273639152E+02    0.155463316316882105E+01    0.212468050698555455E-02   -0.192997511704584235E+04
    0.246786056827220712E+00    0.488763584313985007E+02    0.155819264128057289E+01    0.339149774505376200E-02   -0.192993694714767048E+04
