Nested Sampling Global Log-Evidence           :   -0.122876723375037000E+04  +/-    0.789754555665530544E+00

Dim No.       Mean        Sigma
   1    0.516625565140437004E+01    0.585936042899676379E+00
   2    0.381590663510607726E+02    0.742419592188698574E+00
   3    0.130861197524494210E+01    0.633737022446553486E-02
   4    0.110555698191209095E-01    0.216993920786553692E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.556958876345592557E+01
   2    0.394210819222847633E+02
   3    0.131104869355555298E+01
   4    0.125984513737439768E-01

MAP Parameters
Dim No.        Parameter
   1    0.516030445717189323E+01
   2    0.377294544408461832E+02
   3    0.130685109501612873E+01
   4    0.952710346499656413E-02
