Nested Sampling Global Log-Evidence           :    0.289477808798908472E+04  +/-    0.686997711731707983E+00

Dim No.       Mean        Sigma
   1   -0.208888487631286391E-02    0.125859457057412335E-02
   2   -0.122613813993164525E-03    0.138846639746823312E-02
   3    0.877879769258699261E+00    0.566602380312640052E-02
   4    0.487998541754722055E+02    0.107280159919173501E+01
   5    0.453105775113614662E+00    0.232820117923160409E-01
   6    0.124764629384357151E+01    0.338735524353804204E-01
   7    0.544588973843645263E+01    0.994187328095789413E-01
   8   -0.701560683994265685E-02    0.102019155635092837E-02
   9   -0.637311690114034622E-02    0.147194672511988451E-02
  10    0.684671424830256115E+00    0.280242992243618207E-02
  11    0.445155183926630968E+02    0.190362645837674371E+00
  12    0.160629842717101878E+01    0.113450193407710451E-02
  13    0.496706609037204788E-01    0.902981586069324222E-03
  14    0.874813784215791799E+02    0.495686350290474420E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.108217491956320855E-02
   2   -0.177051852062164866E-03
   3    0.872943687685902803E+00
   4    0.486415796327201377E+02
   5    0.442787422577093970E+00
   6    0.126663104228686607E+01
   7    0.540353708114088427E+01
   8   -0.717000710688452808E-02
   9   -0.535341147528821740E-02
  10    0.684427324833356665E+00
  11    0.446649752221753431E+02
  12    0.160673667536048881E+01
  13    0.504143280913760747E-01
  14    0.873637645007554369E+02

MAP Parameters
Dim No.        Parameter
   1   -0.185627114379134997E-02
   2    0.129331364985713071E-02
   3    0.873823027071853553E+00
   4    0.491616031455500391E+02
   5    0.441330748136829543E+00
   6    0.127356252178284013E+01
   7    0.541064592714623416E+01
   8   -0.792014724733226295E-02
   9   -0.645215431032502076E-02
  10    0.684393602206242457E+00
  11    0.446131970333903709E+02
  12    0.160682303605371946E+01
  13    0.501589129339853682E-01
  14    0.873538747249096446E+02
