Nested Sampling Global Log-Evidence           :    0.649524174503911217E+04  +/-    0.617116899098286043E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence    0.649524174503911217E+04 +/-    0.617116899098286043E+00
Local Log-Evidence    0.649524174503911217E+04 +/-    0.617116899098286043E+00

Dim No.       Mean        Sigma
   1    0.118124135655059024E-02    0.959237318638780445E-03
   2   -0.848994569661160308E-03    0.146950889737651838E-02
   3    0.209506024594606710E+00    0.235341212076352639E-02
   4   -0.455766652925638106E-02    0.836166223409028422E-02
   5    0.345700521887954684E-02    0.557801159520918653E-02
   6    0.160073090187421196E+01    0.862219326212131099E-03
   7    0.190133020710568618E+00    0.150555928192307935E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.166154627355611967E-02
   2    0.743016156407234158E-03
   3    0.211208701669648030E+00
   4   -0.991721568618937621E-02
   5    0.811977436224213533E-02
   6    0.160033443992014668E+01
   7    0.189935403573038342E+00

MAP Parameters
Dim No.        Parameter
   1    0.166154627355611967E-02
   2    0.743016156407234158E-03
   3    0.211208701669648030E+00
   4   -0.991721568618937621E-02
   5    0.811977436224213533E-02
   6    0.160033443992014668E+01
   7    0.189935403573038342E+00
