Nested Sampling Global Log-Evidence           :    0.448460800441469837E+04  +/-    0.570975050039075005E+00

Dim No.       Mean        Sigma
   1    0.113534769557845685E+02    0.536159516882949116E+01
   2    0.642192153310529079E+01    0.251675646408163800E+01
   3    0.267047658845672009E+01    0.697924529344672862E+00
   4   -0.351127166454459280E-03    0.492027051050917641E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.194040032718331226E+02
   2    0.963793917382599297E+01
   3    0.260505471621101847E+01
   4   -0.499434725203085073E-03

MAP Parameters
Dim No.        Parameter
   1    0.180328299102923317E+02
   2    0.845835645555573556E+01
   3    0.291570453712374622E+01
   4    0.403889912401478313E-04
