Nested Sampling Global Log-Evidence           :   -0.200628962927754537E+04  +/-    0.104099515727096015E+01

Dim No.       Mean        Sigma
   1    0.410655076208200076E+00    0.521674400795752724E-01
   2    0.448446201312292416E+02    0.404629154061764196E+00
   3    0.147615481461451803E+01    0.179394389652118673E-01
   4    0.298650750133120767E-02    0.261160165830425775E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.386021755035899972E+00
   2    0.450524111144222559E+02
   3    0.148291191755886254E+01
   4    0.214419348379790708E-03

MAP Parameters
Dim No.        Parameter
   1    0.379461660744567553E+00
   2    0.450524111144222559E+02
   3    0.147955670158980235E+01
   4    0.257091270543882700E-02
