   -0.330056510925101243E+00    0.111464297446981761E+00    0.890210511921759484E+00    0.989014728256065467E+02    0.970295001828186265E+01   -0.607975425095946820E+00    0.338364248205512808E+00    0.744957715683748217E-01    0.956972034320963116E-01    0.665115928288116165E+00    0.600430083331731197E+02    0.102329282494071716E+01    0.150190889664341709E+01    0.947050460310827402E+00   -0.724308107834349215E+02    0.153564815918106423E+01    0.101445179301568780E+00    0.974868036817501178E+02    0.121589713530383975E+00    0.218024912460003523E+00    0.118323713690744325E+01    0.113393493646279055E+03    0.194128516205298918E+01   -0.105851895749188030E+01    0.307838394679237393E+01    0.283010125153727934E-01   -0.732108387571091864E-02   -0.999999998999999514E+91   -0.431745848408226340E+01    1
   -0.604445827567462665E-01   -0.123290579402966869E-01    0.884110047634347751E+00   -0.169251461305857589E+02    0.252598336472612104E+02    0.118944827767489314E+01   -0.103390360718942143E+01    0.875084067922451969E-02   -0.229576899902679682E-01    0.210067210109459390E+00    0.394192745957822126E+02    0.166743208198696058E+01    0.124992329032411709E+01    0.825996795678155760E+00    0.226096847925665600E+03    0.149008940069037443E+01    0.196586881425472142E-01    0.128736854313161331E+01    0.125331813706550610E+00    0.108060033972332339E+00    0.637099046193167262E+00    0.103123329130480670E+03    0.207740375233036412E+01    0.192092688405372081E+00   -0.489952072187181842E+00    0.226283192664918573E-01    0.455015308551806608E-01   -0.999999998999999514E+91   -0.433079181741559527E+01    1
   -0.157326262269974093E+00   -0.296250144567532445E-01    0.587128818652744910E+00   -0.765492203898823362E+02   -0.463131121743629492E+02    0.108769748308302638E+01   -0.984100608460762194E+00   -0.230184573305038803E-01    0.312304520544910806E-01    0.121970803256107319E+01    0.255958082427305165E+02    0.707607095924414509E+00   -0.114411616211671352E+01    0.985121084861206531E+00    0.333671765257775874E+02    0.147461400508531892E+01    0.538698408042006111E-01    0.116368355820593962E+03    0.191412346184150428E+00    0.905923212167416142E-01    0.725034029736962182E+00    0.151728955650012836E+03    0.108190770742321019E+01    0.124339546355508368E+01    0.759094513933877280E+00    0.109168707375055782E+00    0.798408001033098225E-01   -0.999999998999999514E+91   -0.434412515074892802E+01    1
   -0.789093635023561668E-01    0.195145569787055384E+00    0.141176839182980274E+01    0.329428270607879540E+03   -0.463996818096090138E+02    0.498768589222609471E+01    0.366721528599864222E+01    0.870440849447245979E-01    0.159958674327504935E+00    0.112171536919895565E+01    0.761692051753409061E+02    0.612074696628529424E+00    0.637980402476004071E+00    0.124683219081013119E+01    0.246068936528409097E+03    0.156427514377448462E+01   -0.317788912318171454E-01    0.830252594946786360E+02    0.107385355561410059E+00    0.120267068235158869E+00    0.126026679002032949E+01    0.127921591863458985E+02    0.238566328129092664E+01    0.292472995699450422E+01    0.913068036656352944E+00   -0.645329389031086553E-01   -0.856282789084734375E-01   -0.999999998999999514E+91   -0.435745848408225900E+01    1
    0.316625623328724459E+00    0.321928947526997244E+00    0.106725140948643471E+01   -0.135280325950467727E+03    0.381098166900311313E+02   -0.626836799011564971E+00    0.786087289669666900E-01   -0.920192049648298205E-02    0.935049926050521563E-01    0.612359187646146053E+00    0.397251339590278576E+02    0.900291819357543877E+00    0.390141011453602538E+01    0.831523125574346600E+00   -0.493321940760061750E+01    0.149254798647287590E+01    0.100646925940490947E+00    0.695011019389190210E+01    0.119896297135921065E+00    0.547352858874443488E-01    0.109417465204381115E+01    0.733382349765677048E+02    0.991325259172835871E+00    0.257697427686858305E+01    0.132024644502434274E+01    0.100663798456238310E+00   -0.430710340467879010E-01   -0.999999998999999514E+91   -0.437079181741559353E+01    1
   -0.585811197366585046E+00    0.217952450685044374E+00    0.974742267207939883E+00   -0.104251882037063851E+03    0.332429337405798151E+02   -0.233213798893849855E+01    0.150393764910556227E+00    0.349704738939296753E-01    0.905751058595968689E-01    0.852285521573357796E+00    0.999538812369852820E+02    0.898329452439848075E+00   -0.199100009968965508E+01    0.951555811608609359E+00    0.170783015609397069E+03    0.161778013113407915E+01    0.586281365821447534E-01    0.178738085688961874E+02    0.189072078382389319E+00    0.213013738239524908E+00    0.819367870321267122E+00   -0.288954250450691106E+02    0.284731686635605596E+01    0.232408394142429131E+01   -0.114133269142531857E+01    0.211816131849679387E-01   -0.719995928739036901E-02   -0.999999998999999514E+91   -0.438412515074892628E+01    1
   -0.145398773366980441E-01   -0.358626527449664945E+00    0.700728493443375289E+00    0.167507808421427455E+03    0.113690858180622513E+03    0.155570904533560705E+00    0.297783001639260525E+00   -0.887394821915600540E-02   -0.338607313136605886E-01    0.117297486176620769E+01    0.526695351942445811E+02    0.128802558388939370E+01    0.194495676754835767E+01    0.117087475330360125E+01    0.441416031417792567E+02    0.162315311988218491E+01    0.154510519516747220E-01    0.703051116384294801E+02    0.173494330457348772E+00    0.188133464800600392E+00    0.705558333199720167E+00    0.229668891330504295E+02    0.476187738257502424E+01    0.167959543636225650E+01    0.162220508763839621E+01   -0.684480153751508141E-01   -0.755470310826982377E-01   -0.999999998999999514E+91   -0.439745848408225992E+01    1
   -0.407814292148797219E+00   -0.351743374009676091E+00    0.222238171151951547E+00   -0.403929626391337706E+02   -0.992303784021370348E+02    0.377944931179552013E+01   -0.883051882884361206E+00    0.623421414569911292E-01    0.134969252292102770E+00    0.734838976881274419E+00    0.848882683549478259E+02    0.162837495453123315E+00   -0.220379524266286797E+01    0.939408148272359411E+00    0.902393919526230377E+02    0.165318537301374380E+01    0.460340514319165089E-01    0.857768654031566768E+02    0.112218813675618617E+00    0.193537465203114267E+00    0.847305449937150401E+00   -0.137960378518977450E+03    0.526619980192222847E+01    0.245268601719552848E+01    0.239573857625912279E+01    0.204351247222676786E-01    0.898793546762607087E-01   -0.999999998999999514E+91   -0.441079181741559356E+01    1
   -0.218409996007846441E-01    0.155828420432743781E+00    0.106190505948781655E+01   -0.215206452711337590E+02    0.309651011476125291E+02    0.115698071982710482E+00   -0.137062961350837287E+01    0.141068008328291611E+00   -0.370286606336539537E-02    0.588666576162145017E+00    0.506926790181558928E+02    0.981701020684107806E+00    0.212946444168247995E+01    0.926883792083171398E+00    0.192786940089275731E+03    0.139850884764288441E+01    0.562175176265341248E-01    0.786998347454326961E+02    0.711930774821213364E-01    0.143410447949211123E+00    0.917536429442372792E+00   -0.841462019636632306E+02    0.797885712885241238E+00   -0.859204824038673709E+00    0.991828477711524048E+00   -0.156606160536950749E-01    0.310804370085942909E-01   -0.999999998999999514E+91   -0.442412515074892276E+01    1
   -0.380224654213250968E+00   -0.302736366980953464E+00    0.603465383540768729E+00    0.257059584290649241E+03    0.574074462782896049E+02    0.149743605784565803E+01   -0.122373646180827622E+01   -0.498233080246696797E-02    0.676740202630617405E-01    0.110596501503049938E+01    0.722453752271823220E+02    0.141522763650636740E+01    0.464992214695444428E+01    0.111866190142293664E+01    0.137687108076495605E+03    0.158793481914993118E+01   -0.995334689104329096E-01   -0.918377036356007181E+01    0.128692174078392535E+00    0.148229912636489380E+00    0.128014527184505633E+01    0.104937958333622191E+03    0.203065062725372947E+01   -0.145969627338407737E+00    0.631350821759896541E+00   -0.218782171928867848E-01   -0.110917291715797676E-01   -0.999999998999999514E+91   -0.443745848408225729E+01    1
