Nested Sampling Global Log-Evidence           :   -0.173756088912577894E+03  +/-    0.562428778006232255E+00

Dim No.       Mean        Sigma
   1    0.340736884129377238E+01    0.539598859455625135E+00
   2    0.240250149154034709E+02    0.233920608918965645E+01
   3    0.132780988764423413E+01    0.402242210107589815E-01
   4    0.172430679111214644E+02    0.106922801621050851E+02
   5    0.905514467090726782E+01    0.545891181044243101E+01
   6    0.899393194207043933E+01    0.428444566212072253E+01
   7    0.932297495661155162E-01    0.300442887788941694E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.327352212937011133E+01
   2    0.289903586029248004E+02
   3    0.138753759789932629E+01
   4    0.128649314801781394E+02
   5    0.658616171565524411E+01
   6    0.313735978382949998E+01
   7    0.944638108149294664E-01

MAP Parameters
Dim No.        Parameter
   1    0.362205109383991530E+01
   2    0.248597320311122019E+02
   3    0.131683253905306996E+01
   4    0.116921015566818198E+02
   5    0.229582034338602803E+00
   6    0.133347829646673723E+02
   7    0.947902968002889146E-01
