Nested Sampling Global Log-Evidence           :    0.996186314730620870E+04  +/-    0.902643878264936417E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence    0.996186314730620870E+04 +/-    0.902643878264936417E+00
Local Log-Evidence    0.996186314730620870E+04 +/-    0.902643878264936417E+00

Dim No.       Mean        Sigma
   1   -0.820485275001875251E-03    0.117676655829324658E-02
   2   -0.297604498060473517E-02    0.767321099037630806E-03
   3    0.749058458589783149E+00    0.245941240061049162E-02
   4    0.814054031593520619E+02    0.544766378395111550E+00
   5    0.575459502282981816E+00    0.158386557525493389E-01
   6    0.164071237577060636E+01    0.309510714538017949E-01
   7    0.277819848197650021E+01    0.299477439957954762E-01
   8    0.730050135121090293E+00    0.403208468588617860E-02
   9    0.139715644315787046E+03    0.552342385061300845E+00
  10    0.163323764942859717E+01    0.146923000694195002E-02
  11    0.341471136179427037E-01    0.124420639994955663E-02
  12    0.145597985418606328E+03    0.118745688300448249E+01
  13    0.871084785618173596E-01    0.124405433513001995E-02
  14    0.113286277102338948E+00    0.999292920565495076E-03
  15    0.699314145646911856E+00    0.379015367042545397E-02
  16    0.860888096419487567E+02    0.786289575871133128E+00
  17    0.331520057654118572E+00    0.528979468787763984E-02
  18    0.688686230016807732E+00    0.110334260029859525E-01
  19    0.113965522063487579E+01    0.119533650901351429E-01
  20   -0.151691473330206640E-01    0.129865548288365549E-02
  21    0.113684080504794453E-01    0.163613734641619864E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.116543716616614688E-02
   2   -0.232275934641123149E-02
   3    0.750996847054580918E+00
   4    0.819429643717615619E+02
   5    0.576894850857435526E+00
   6    0.163404883553302049E+01
   7    0.278236858838543943E+01
   8    0.734503903306723882E+00
   9    0.140003563341676113E+03
  10    0.163171150000405696E+01
  11    0.327968236786451706E-01
  12    0.146597385323112206E+03
  13    0.855618703580404844E-01
  14    0.112651674661785453E+00
  15    0.696977696159359894E+00
  16    0.858901627024784489E+02
  17    0.330134349731141363E+00
  18    0.692090362246967516E+00
  19    0.114061551575664111E+01
  20   -0.166996478172713389E-01
  21    0.111584504083837351E-01

MAP Parameters
Dim No.        Parameter
   1    0.767904766292043517E-03
   2   -0.330819321931600640E-02
   3    0.748727218748601708E+00
   4    0.805741651980750646E+02
   5    0.554845406193860802E+00
   6    0.168640780687835568E+01
   7    0.280939072372536502E+01
   8    0.729390130116217117E+00
   9    0.140115193000510686E+03
  10    0.163415002676723287E+01
  11    0.339728147480358178E-01
  12    0.146243905615348467E+03
  13    0.873607539542361894E-01
  14    0.113619040602754434E+00
  15    0.701237263345542594E+00
  16    0.873442454375979622E+02
  17    0.334850517476078635E+00
  18    0.675217957051297724E+00
  19    0.113450700908347657E+01
  20   -0.146591846794268937E-01
  21    0.109169425584391393E-01
