

    0.118124058377461368E-98   -0.128186153205841019E+05   -0.127493192204043218E-01    0.796404813945165622E-03    0.187728269530057529E+00    0.116289331528430101E-01   -0.114243150778659264E-01    0.159365006946266430E+01    0.217576899930434720E+00
    0.550783334283664327E-98   -0.128217345327735638E+05    0.426238587983618095E-02    0.150675935022125899E-01    0.194614152294642018E+00    0.134175417009795572E-01    0.101378874883566866E-01    0.158705280909111557E+01    0.197375957282862252E+00
    0.179716034857391983E-97   -0.128241397759834781E+05   -0.173518020590772183E-01   -0.871368661116214520E-02    0.189376724340700547E+00   -0.160722308245248718E-01   -0.246301473637554613E-01    0.160342459455393826E+01    0.208765449758678029E+00
    0.330677750678352427E-97   -0.128253993086178452E+05    0.113615952836819255E-01   -0.145572926348385562E-01    0.206107601764162984E+00   -0.252534349653145002E-01   -0.208010292636679195E-01    0.160244966266886335E+01    0.205332131293535280E+00
    0.338194969947181738E-97   -0.128254842650680257E+05    0.189580497238132461E-02    0.134064294508398608E-02    0.188713340278475777E+00   -0.142696663614432229E-01    0.819501575442052599E-02    0.159602696919068854E+01    0.194952905325233211E+00
    0.106853094309808253E-95   -0.128324302701947709E+05    0.363076646504694334E-03    0.151243937683988253E-01    0.212860072761492325E+00    0.413620545560583197E-01    0.156315536782192233E-03    0.158872478839293585E+01    0.194548895408857225E+00
    0.323458617057925514E-95   -0.128346855026797530E+05    0.386892697155399954E-02   -0.206733452897292806E-02    0.204927772665068120E+00   -0.842320461648327079E-02   -0.272812372629547134E-01    0.161403989156892314E+01    0.188286827673642160E+00
    0.904770998065443435E-95   -0.128367827240550541E+05   -0.510936548837789047E-03    0.193521184948654418E-01    0.193320308429054510E+00   -0.315561153558612112E-01    0.114120598456350086E-01    0.160075553302270834E+01    0.207376443285128692E+00
    0.590845693470310780E-93   -0.128451808104640077E+05    0.137133101910365067E-02    0.408482431836652317E-02    0.201647137533092574E+00    0.294244844699840247E-01    0.876348187875519713E-03    0.160660760931005253E+01    0.185699169714714174E+00
    0.830561001351662973E-93   -0.128459019034407193E+05   -0.125815430770627318E-01   -0.113308122119141295E-01    0.191912548241546299E+00   -0.119919123787673304E-01   -0.351556345617431848E-01    0.159797696081899065E+01    0.212471838639167215E+00
    0.205489197823653610E-92   -0.128477536578057225E+05   -0.340902152398768043E-02    0.257580867595891272E-02    0.198221516868821335E+00    0.624577452523496224E-02    0.704726055337848156E-02    0.158393202708984981E+01    0.206884233126471223E+00
    0.749811138433404409E-92   -0.128503825135900770E+05    0.115996290703013101E-01    0.822725599417284577E-02    0.198825249726063802E+00   -0.617144872184313686E-02    0.238311990142063002E-01    0.161248652690912486E+01    0.202305986229116080E+00
    0.310051090990113699E-91   -0.128532615152443614E+05   -0.104005759378078128E-01    0.195711157823125967E-01    0.200120668790580714E+00   -0.280681350842798411E-01    0.259768650649878641E-01    0.160651416462302299E+01    0.195299399320465944E+00
    0.831657727523589545E-91   -0.128552748829992524E+05   -0.739777977373171428E-02    0.108395792214725558E-01    0.209650332911303111E+00   -0.333058954891673337E-01    0.322066756442044855E-01    0.159058051745861939E+01    0.205794941589205305E+00
    0.576388460092588373E-90   -0.128591867749297926E+05    0.172725644259995800E-01    0.332633756938142781E-02    0.198162769367795866E+00   -0.147437111347234889E-01   -0.111398211282018184E-01    0.159545152612806707E+01    0.205688310211280895E+00
    0.106795076877628172E-89   -0.128604602050868707E+05   -0.202975825630913060E-02   -0.217887550856926682E-02    0.198435488744523741E+00    0.367717862303671983E-01   -0.221439702460810989E-01    0.159171574707536712E+01    0.206052256258864669E+00
    0.148879368873790198E-89   -0.128611646541755763E+05   -0.137774248459570613E-01    0.150866979032938356E-02    0.195497755354919506E+00   -0.291194562887765046E-01   -0.435635494191470574E-02    0.159046684694702756E+01    0.212351987577462459E+00
    0.195939878012128649E-89   -0.128617539971639235E+05    0.193616593610630326E-02    0.160681841399017075E-01    0.206893192778982160E+00    0.350627433760402896E-01   -0.100714529650380580E-01    0.159651453841554658E+01    0.194204565029479720E+00
    0.154617785843671702E-88   -0.128659254639628416E+05   -0.141099731140246609E-02   -0.840178841583558676E-02    0.194296121860957433E+00   -0.311373275569435809E-01    0.867278660158517234E-02    0.159713852784577748E+01    0.217032249111324266E+00
    0.223943921124398248E-88   -0.128667063429520113E+05   -0.488056510098521835E-02    0.207570781818897931E-01    0.199487891515075455E+00   -0.199070093123017433E-01    0.361102234786775667E-01    0.159487423387138172E+01    0.206270710822534425E+00
    0.202138052756162890E-87   -0.128711466235881344E+05    0.137938489627571874E-01   -0.129113265067961787E-01    0.201678197065252696E+00   -0.899519665504985855E-03   -0.374372791637978541E-01    0.159533726077238414E+01    0.205152647683746969E+00
    0.543313911008186887E-87   -0.128731640963169884E+05    0.186722938952876079E-02    0.113779399244949044E-02    0.193347099401660644E+00    0.244019552872399154E-01    0.216821702528502414E-01    0.159745795526177004E+01    0.196908795134583758E+00
    0.178777129174161702E-86   -0.128755861718705346E+05   -0.146583419778972806E-01    0.314615108138254938E-02    0.199133403421193678E+00   -0.498198186215652872E-01    0.119356672492558769E-01    0.159459909991577908E+01    0.201826913161710114E+00
    0.308087221104332520E-86   -0.128767146578437860E+05    0.526330651757473365E-02   -0.220425036605135117E-02    0.190831400965813025E+00    0.314793319345195166E-01    0.707874805246019867E-02    0.158894922941908279E+01    0.207826916510673282E+00
    0.576357757624342874E-86   -0.128780073491369621E+05    0.116681486424914868E-01   -0.354456745948133860E-02    0.195730973334902941E+00    0.112950860117112806E-01   -0.412146246009470266E-01    0.159829699779998524E+01    0.211612696546362111E+00
    0.704265293803948069E-85   -0.128830533724191228E+05   -0.201793959646974800E-02   -0.198106604797051869E-02    0.193607594600463478E+00   -0.124375990458536617E-01   -0.359724365280355424E-01    0.160317504238221908E+01    0.201821651814085429E+00
    0.103234026945697116E-83   -0.128884633995795120E+05    0.111280536665376694E-01   -0.131129546034697026E-01    0.202800172215394731E+00    0.123335081803619129E-01   -0.490621051330500380E-02    0.160069047595042413E+01    0.205223421285829016E+00
    0.626471964959161756E-83   -0.128921096105945071E+05   -0.183244310120111043E-02    0.175534643781401455E-01    0.195342270018123404E+00    0.162512702483950389E-01   -0.147972699615250836E-03    0.159213888842407014E+01    0.203806257882560737E+00
    0.240230030688980659E-81   -0.128994429367681823E+05    0.952796542601785229E-02   -0.963461491546649916E-02    0.211474958158567095E+00   -0.116111043212296927E-01    0.480770698816476716E-02    0.161220131613350404E+01    0.191075123317064915E+00
