Nested Sampling Global Log-Evidence           :    0.662484506293042432E+04  +/-    0.612107732265869786E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence    0.662484506293042432E+04 +/-    0.612107732265869786E+00
Local Log-Evidence    0.662484506293042432E+04 +/-    0.612107732265869786E+00

Dim No.       Mean        Sigma
   1    0.384828163388468861E-03    0.122290569049763025E-02
   2    0.135080361576762269E-02    0.934781307089513846E-03
   3    0.206218010611492281E+00    0.235341120757995336E-02
   4    0.594825443347751141E-04    0.861155008413140577E-02
   5    0.243037251568713067E-02    0.511687163933078216E-02
   6    0.160019202379563930E+01    0.894807436652879937E-03
   7    0.192300452880957345E+00    0.178410639785015705E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.118697752114993492E-02
   2    0.149739657497475033E-02
   3    0.204930933381683222E+00
   4   -0.922376118689062496E-02
   5   -0.250414142596061540E-02
   6    0.160021459718219239E+01
   7    0.194419992071510395E+00

MAP Parameters
Dim No.        Parameter
   1    0.118697752114993492E-02
   2    0.149739657497475033E-02
   3    0.204930933381683222E+00
   4   -0.922376118689062496E-02
   5   -0.250414142596061540E-02
   6    0.160021459718219239E+01
   7    0.194419992071510395E+00
