Nested Sampling Global Log-Evidence           :   -0.160171000217240953E+04  +/-    0.764614028765724707E+00

Dim No.       Mean        Sigma
   1    0.153969667579535674E+02    0.290521112580597274E+01
   2    0.997641529492649681E+01    0.207008381513639206E-01
   3    0.801562530609350454E+00    0.705098799505220371E-02
   4   -0.662162433254574884E-01    0.363691232510849650E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.186586865765454277E+02
   2    0.999847402329416646E+01
   3    0.799301816690750400E+00
   4   -0.659605126476781045E-01

MAP Parameters
Dim No.        Parameter
   1    0.167511175128973804E+02
   2    0.996818258818535519E+01
   3    0.796247181327217390E+00
   4   -0.663326370486897465E-01
