

    0.142500361935242638E-98   -0.132126614332966346E+05    0.587002817640647906E-01    0.173081991995315161E-01    0.815989572328923551E+00    0.563764968110384643E+02    0.244074549033306727E-01    0.640438385560890500E+00    0.468407808407733928E+01    0.150452267276689026E-01    0.371294417482842115E-01    0.687741772041884358E+00    0.413606639237635676E+02    0.794019924734868821E+00    0.316819186753193940E-01    0.143095481348396222E-01    0.718965043439284135E+00    0.877681437467667820E+02    0.113580061436851704E+00    0.155946838480832073E+00
    0.110246233480059972E-97   -0.132168200137706790E+05    0.134794525056840548E-01    0.818678822264020875E-02    0.802150840909426344E+00    0.334590931341144966E+02    0.150390259147675891E-01    0.712943238739312868E+00    0.429387727757141491E+01   -0.128879833975316382E-01    0.255418333456430904E-01    0.734342959855958655E+00    0.421750644545719311E+02    0.780948269740773138E+00   -0.761240705447355226E-02    0.674105495948545182E-02    0.868945370664674477E+00    0.986231802001264271E+02    0.111695027583761292E+00    0.158417869870223688E+00
    0.196352687673389880E-97   -0.132180410726749651E+05    0.166778162702865204E-01    0.686968909116145998E-01    0.838181972910320594E+00    0.420019665657766907E+02    0.160063169538868719E-01    0.680173151423701716E+00    0.491932630236198243E+01    0.667321866800485355E-02    0.156357230296344067E-01    0.804196255738109378E+00    0.374077075417305238E+02    0.823304855508833366E+00    0.117247425535770746E-01    0.270278295003865022E-03    0.827813876301260576E+00    0.106409746735016540E+03    0.116550825084537998E+00    0.151305478412754546E+00
    0.287872186231284782E-97   -0.132188729475710606E+05    0.150935573551014713E-01    0.340006941503218155E-01    0.808815785495394346E+00    0.549056955227136996E+02    0.233680746188354715E-01    0.642173596962102855E+00    0.469736931122806922E+01    0.319492810846633626E-01    0.281976631903400436E-01    0.690712644540128706E+00    0.368178798283848039E+02    0.803791689406325727E+00    0.396378385230872765E-01    0.414544308795908485E-02    0.726955286479515239E+00    0.853860290045426922E+02    0.886883668055897523E-01    0.201114000272390347E+00
    0.201781877976559554E-95   -0.132274392960460355E+05   -0.260184545361701091E-02    0.416720182009509346E-01    0.951142470477856827E+00    0.285696703090534321E+02    0.203900900500500679E-01    0.688662662032850315E+00    0.362193556795945071E+01   -0.922643714032758862E-02   -0.241435434987079464E-01    0.869457119658610833E+00    0.445440745636720834E+02    0.793585367255868257E+00    0.304317607045985353E-02   -0.154662151786002615E-01    0.829342773031624403E+00    0.954862235043245278E+02    0.112636914040189801E+00    0.156480095248845680E+00
    0.184738445292966557E-94   -0.132319346403256768E+05    0.446874348813662489E-01   -0.331189837734909634E-01    0.819318948397653402E+00    0.664573196447304326E+02    0.243881216995459546E-01    0.575942914876572565E+00    0.516725204973695895E+01    0.371058253158716850E-01    0.169981702704934193E-01    0.715749162471235656E+00    0.492184130731864542E+02    0.794656114385582368E+00    0.272330696211510494E-01    0.764461233924947688E-02    0.651887565152720727E+00    0.792034777192680792E+02    0.947074732958871901E-01    0.173091312028599148E+00
    0.350359348366275697E-94   -0.132332813436361739E+05    0.362027413505417242E-01    0.363039878013940373E-01    0.809861291428181307E+00    0.546204689990341379E+02    0.262358573276878816E-01    0.622767444300544870E+00    0.380789597682310399E+01   -0.360312183566036739E-01    0.255081800974488460E-01    0.783900350844144445E+00    0.459862748550353686E+02    0.777253235504358320E+00    0.116582309158972993E-01    0.920962098646654730E-02    0.723124379251424032E+00    0.877979468706492554E+02    0.106824473381022356E+00    0.174213294532390095E+00
    0.340826884764598522E-94   -0.132332928409861779E+05    0.788208451658773956E-01    0.664443464221063651E-01    0.101216960423101443E+01    0.300617353360823785E+02    0.151410842827890725E-01    0.692698967879816441E+00    0.517545555050323092E+01    0.548293703282520372E-02    0.101028982908521366E-01    0.775534610991561846E+00    0.339366980509958722E+02    0.809884561797387104E+00    0.639589818184927925E-02    0.288569273333657856E-02    0.846742932104806778E+00    0.107531521744229920E+03    0.128439444318958651E+00    0.138442557593241450E+00
    0.873398738559511899E-93   -0.132398467128742304E+05    0.216441923257792851E-01    0.226429575120376120E-01    0.690484182827764914E+00    0.498767377610390525E+02    0.118611259047093163E-01    0.655851404948810446E+00    0.550482176095840536E+01    0.518471884551119297E-01    0.603699387747523575E-02    0.659154480618331817E+00    0.426533621717685136E+02    0.807144408528283730E+00    0.251032855082048735E-01   -0.219509773115852090E-02    0.764466452727728618E+00    0.940706769813496635E+02    0.955045281905848031E-01    0.221743883559806176E+00
    0.117553640960639813E-92   -0.132405075548298100E+05    0.292377087432394364E-01    0.486506888343321495E-01    0.803026451467618085E+00    0.682314592916605989E+02    0.195487834514969823E-01    0.619626502859954464E+00    0.485906018103362314E+01   -0.365655184395059021E-01    0.223318963621866352E-01    0.667225579258234891E+00    0.410520300928371142E+02    0.791025594056334658E+00   -0.568709477346760611E-02    0.351759432792041714E-02    0.772748648853885500E+00    0.939175763045939220E+02    0.102545897801934821E+00    0.206712814438286596E+00
    0.129463999217105490E-92   -0.132407672376883602E+05    0.172042759911734712E-01    0.458742326790339931E-02    0.746073834420423743E+00    0.509145875941089585E+02    0.125311847009558219E-01    0.654650352820837167E+00    0.636458823804409857E+01    0.265821499746996086E-01    0.452620713590819179E-01    0.685807593572861363E+00    0.381315304012265273E+02    0.802885522957909159E+00    0.157939166144152841E-01    0.158638759004853212E-01    0.786854826570326793E+00    0.998290625096680344E+02    0.116056468399646145E+00    0.180290733393310421E+00
    0.266835991339813631E-92   -0.132422803670767280E+05    0.435390006658614506E-01    0.665957030651512932E-01    0.891477154787300607E+00    0.339854834032705568E+02    0.210213895337844001E-01    0.651781955293038617E+00    0.415107933689187369E+01    0.190068432896633617E-01   -0.183892322044731590E-01    0.815124519311500872E+00    0.458670662363069042E+02    0.804893665345217335E+00    0.133195509606254068E-01    0.271096231683384120E-02    0.820493266698416490E+00    0.946961448015037348E+02    0.122674559997677041E+00    0.147949018455304671E+00
