    0.253155183792114258E+01    0.528846178741739295E-01    0.803791716128410549E-01    0.654606519553741051E+00    0.302764936433529144E+02    0.979672928236871465E+00   -0.900424508947262003E+00    0.534063770922250036E+01    0.586517179894632479E+00    0.504053129144227654E+02    0.399805865791901111E-01    0.128781548017557071E+03    0.646390833647595697E-01    0.242977432841218061E-01    0.844222257619600125E+00    0.601608978889108243E+02    0.261327843886035860E+00    0.167460057272167395E-01   -0.155919664972828276E+00   -0.479731865692845857E-01    0.340131913138564737E-01    0.180505161778095791E+01   -0.999999998999999514E+91   -0.431745848408226340E+01    1
    0.279570305347442627E+01    0.411754802632515599E-01    0.417184920625368119E-01    0.527512589442851620E+00    0.482850876081202287E+02    0.117592584268788158E+01   -0.511041958111990180E+01    0.659823314718158649E+01    0.442111631605990429E+00    0.321062563385008701E+02    0.558208626527956775E-01    0.683604590061440831E+02    0.173453163193385385E+00    0.486151685242667206E-01    0.581082810574491848E+00    0.261782848506829815E+02    0.706647922168959108E+00    0.174782878261622621E+01    0.228118652856868254E+01   -0.108500804998500150E+00   -0.327830601881636896E-02    0.237732750971475459E+01   -0.999999998999999514E+91   -0.433079181741559527E+01    1
    0.148285400867462158E+01    0.302754842729970747E-01    0.172204458204953947E-01    0.817092234526024086E+00    0.665759934527200272E+02    0.323890548410798451E+00    0.148031553459195830E-01    0.277856043315157564E+01    0.885432558346418541E+00    0.816960508335485684E+02    0.736889153186418844E-01    0.972778531497537244E+02    0.637974106764669646E-01    0.520184772208573398E-01    0.101374746322045595E+01    0.727555281246856254E+02    0.441027912605212680E+00   -0.580913331618125639E+01    0.311076646035609272E+01    0.157247791558105775E-01    0.632872139036239623E-01    0.194823324306108803E+01   -0.999999998999999514E+91   -0.434412515074892802E+01    1
    0.117838299274444580E+01    0.229144444492017200E-02   -0.621779159211769059E-01    0.916229117553734707E+00    0.914105157407707054E+02    0.975586787307479164E+00   -0.861860738352911326E+00    0.481309740632342464E+01    0.558680865612214639E+00    0.510674099161452659E+02    0.720961996526411769E-01    0.134157944171513122E+03    0.511167500642668651E-01    0.129019041802218903E+00    0.100658033196403252E+01    0.598976487180214008E+02    0.323189867905584016E+00   -0.571278217085699946E+01    0.424424975933289161E+01    0.228701569040770658E-03   -0.168329590701134651E-01    0.149332036586104433E+01   -0.999999998999999514E+91   -0.435745848408225900E+01    1
    0.241881954669952393E+01   -0.444842661223321181E-01    0.196638120252380158E-01    0.128126605974859631E+01    0.642355422467660730E+02    0.628227115383400370E+00   -0.773610109122132350E+00    0.420799854113178284E+01    0.391269219893950804E+00    0.500948050214271206E+02   -0.187611452511071558E-01    0.960984331006900305E+02    0.103186063284441340E+00    0.161387291961661489E+00    0.664861710213226931E+00    0.635483371208354058E+02    0.788440056317903259E+00   -0.424931890327836959E+00    0.200264119446121303E+01    0.535626193800179187E-01   -0.429352903765367090E-02    0.193603118567318266E+01   -0.999999998999999514E+91   -0.437079181741559353E+01    1
    0.188056445121765137E+01    0.480689913564588261E-01   -0.376674523226534150E-01    0.102494953753839657E+01    0.475163880479581877E+02    0.131938509126927861E+01   -0.867101614150810107E+00    0.423847834911089549E+01    0.455132903143533107E+00    0.768669940853929177E+02    0.260552122274530437E-01    0.869842871507340902E+02    0.128567437732027556E+00   -0.280010353064948092E-01    0.764308870349504899E+00    0.559718662336825901E+02    0.388117035587869197E+00   -0.515605263672979586E+01    0.132787121631404492E+01   -0.303795360100792260E-02    0.108168968329050263E+00    0.179617354588370537E+01   -0.999999998999999514E+91   -0.438412515074892628E+01    1
    0.276241743564605713E+01    0.393222521006776973E-02   -0.108105246458986624E-02    0.784278717669446568E+00    0.409305030084215957E+02    0.772346296882317374E+00    0.289600209799497543E+01    0.447467729029213057E+01    0.479793918659116692E+00    0.294109022985728394E+02    0.879803324416515292E-01    0.941406006959644657E+02    0.885733981358159117E-01    0.150528238904048872E+00    0.568908735872649229E+00    0.390446007306454135E+02    0.845786234826935157E-01    0.230581724897907892E+01   -0.392255619084495688E+00    0.116559382516211556E-01   -0.461306376402379065E-01    0.189098528178155401E+01   -0.999999998999999514E+91   -0.439745848408225992E+01    1
    0.122542178630828857E+01   -0.711159971440156885E-01   -0.590339053399337524E-01    0.103220418011439685E+01    0.674826524329804442E+02    0.437672701693306243E+00    0.236386639427586598E+01    0.287923873834216160E+01    0.657933042263144419E+00    0.502912357983809457E+02    0.799848939239546364E-01    0.978564420570931759E+02    0.169699561504246366E+00    0.152474025171543598E+00    0.484547111795525953E+00    0.397237880532739425E+02   -0.484746549051656150E+00    0.121573183247463534E+01    0.275516886154108409E+01    0.113473341286852263E-01   -0.305321501817072891E-01    0.148348821513284035E+01   -0.999999998999999514E+91   -0.441079181741559356E+01    1
    0.209276103973388672E+01   -0.867522626977852707E-02   -0.585999313865305654E-01    0.118969321803262740E+01    0.264366742206291434E+02    0.107647455039087814E+01    0.355014487749395036E+01    0.733590456899911914E+01    0.897765722146998457E+00    0.145658728235013939E+02    0.304494404433325698E-01    0.380325815061865242E+02    0.153218232210796779E+00    0.190671723075038047E+00    0.715677997271490840E+00    0.704332240616743661E+02    0.179727587986159898E+00    0.756243712962433756E+00    0.302493144940074732E-01    0.323924567544900746E-01    0.623933651427400517E-02    0.182731947313009080E+01   -0.999999998999999514E+91   -0.442412515074892276E+01    1
    0.204733943939208984E+01    0.165669144679030031E-01    0.983614084984374554E-01    0.112353256936980928E+01    0.588906626048232695E+02    0.107860048320790769E+00   -0.574828754661013130E+00    0.464652674715333802E+01    0.489223942939604584E+00    0.745413901002904424E+02    0.954804281415130296E-01    0.810446665619961948E+02    0.190275508959307171E+00    0.104631608170041593E+00    0.843577934128397433E+00    0.752911843641935974E+02    0.197745676416770599E+00    0.398234538224404133E+01    0.194907958096944434E+01    0.698842095302253889E-02   -0.417515031772471620E-02    0.208334914233705426E+01   -0.999999998999999514E+91   -0.443745848408225729E+01    1
