    0.774494109962303168E+00    0.309129785525511826E-02    0.999997927004860454E+00    0.272205847494280917E-04    0.840185313070486939E+00    0.777981632677405871E-03    0.737695657071256866E-01    0.999901037326524134E+00    0.184978707397312037E+00    0.894868738476185088E+00    0.999920814946059555E+00    0.800046407580682795E+00    0.876892783305027734E+00    0.475412222652887573E+00   -0.152037505641452182E+06
    0.781011888888613059E+00    0.143379438693465588E-01    0.999927663406769640E+00    0.766873497634022410E-05    0.999727511612081066E+00    0.257751083009894431E-02    0.697064282765666871E-01    0.999946183073552763E+00    0.801645896917847822E+00    0.892574172309626657E+00    0.999995574787733710E+00    0.800017926589197348E+00    0.877642374281392024E+00    0.474831318228164767E+00   -0.152032819838615338E+06
    0.779698792339361679E+00    0.137057071898876934E-03    0.999972955711657452E+00    0.248477662259893829E-04    0.277945018379085265E-01    0.265822029723103252E-02    0.677444889933121464E-01    0.999965055976791639E+00    0.759589146752600808E+00    0.889873408073736938E+00    0.999945674211351498E+00    0.800017485436862241E+00    0.878581498790792059E+00    0.469360953653958635E+00   -0.152032575222905405E+06
    0.779154913746537781E+00    0.140147523144077985E-01    0.999968492405505671E+00    0.214306185917896859E-04    0.945158640729174659E+00    0.512627566969365168E-02    0.648055954645900129E-01    0.999986485887111365E+00    0.431443753421900611E+00    0.892755204048030437E+00    0.999924924164198425E+00    0.800049506200623428E+00    0.875595197284347315E+00    0.475764678180256417E+00   -0.152032207083783200E+06
    0.776195836973344266E+00    0.203212454801615736E-02    0.999994361225651995E+00    0.131802388491960172E-04    0.938790254198276441E+00    0.178103487265860133E-02    0.679856515668322559E-01    0.999796128723413613E+00    0.805193915300762897E+00    0.890848941181415332E+00    0.999901173758780293E+00    0.800000002900487006E+00    0.875216791044744591E+00    0.474759015996829237E+00   -0.152030236640450166E+06
    0.781350338178212311E+00    0.187330769602911083E-01    0.999980817818988177E+00    0.666657268601739558E-05    0.768693526052116494E+00    0.561034851389562942E-02    0.669988179518611338E-01    0.999891271675767634E+00    0.534979212005069815E+00    0.891454168105734635E+00    0.999971479143724529E+00    0.800026091183232868E+00    0.878432158737799895E+00    0.475798342072415559E+00   -0.152029945723693294E+06
    0.774255282806195821E+00    0.202632168663749342E-01    0.999993320825078191E+00    0.246836057590393656E-04    0.177839786772069686E+00    0.518572574764923806E-02    0.650695324641432926E-01    0.999997106989601536E+00    0.911999535914894799E+00    0.893718373985634695E+00    0.999920839402951178E+00    0.800009077443979089E+00    0.877530652940191835E+00    0.475720970790634690E+00   -0.152029890880643477E+06
    0.782070050064721300E+00    0.277069218517209913E-01    0.999979028415593607E+00    0.197956033066446452E-04    0.811942645584769696E+00    0.744586807871613562E-02    0.673800934803471391E-01    0.999845191583771276E+00    0.858889710102347104E-01    0.889864118124257475E+00    0.999977094629679875E+00    0.800002029905385270E+00    0.877552258995676127E+00    0.475338946377542759E+00   -0.152029777304003161E+06
    0.772714639546767112E+00    0.377673231871982189E-02    0.999980651616418137E+00    0.104558228378788090E-04    0.864142045741209786E+00    0.988067263260967998E-02    0.686666477541161696E-01    0.999931635235648431E+00    0.642732586288610568E-02    0.890539314493301926E+00    0.999956830145081521E+00    0.800045625009210615E+00    0.879910341212143288E+00    0.471308164044556221E+00   -0.152029734814281721E+06
    0.773945615661882136E+00    0.153184217511413544E-01    0.999993791522601927E+00    0.257601552957479602E-05    0.375396805305389047E+00    0.427411941808476456E-02    0.721722461939283688E-01    0.999986928922431462E+00    0.459285886406607780E+00    0.888190029671830916E+00    0.999949891251032175E+00    0.800037812159640538E+00    0.876762478340665896E+00    0.473461089958421399E+00   -0.152029690076878527E+06
    0.775427423175431785E+00    0.215435570484653165E-01    0.999987399882236394E+00    0.419202338192905269E-05    0.455741211001664870E+00    0.867252129566409465E-02    0.716281011701746517E-01    0.999981763482395203E+00    0.771841349086167083E+00    0.893038709234870609E+00    0.999997423412082420E+00    0.800068351306741032E+00    0.876581067202037434E+00    0.475149393443192403E+00   -0.152029586742448038E+06
    0.773074336385322747E+00    0.381553228483186568E-01    0.999981179625338501E+00    0.887012918565777983E-05    0.499723391886407131E+00    0.480842465768157451E-02    0.691517112510818682E-01    0.999965057478496289E+00    0.341111710180126371E+00    0.888884993230699028E+00    0.999971138183165076E+00    0.800043068048997608E+00    0.876220018723885885E+00    0.475313322411632655E+00   -0.152029350821628730E+06
    0.769271480307383571E+00    0.295848154006445839E-01    0.999999320287244697E+00    0.151075447222453863E-04    0.849282328866704073E+00    0.434922550760590519E-02    0.667865480019404351E-01    0.999851106180583260E+00    0.787909674465418208E-01    0.891837730364259174E+00    0.999986784054429756E+00    0.800005873645600385E+00    0.878214601617767543E+00    0.471726505772338600E+00   -0.152029346263504849E+06
    0.777284658811491225E+00    0.493666530413402593E-02    0.999982213219024696E+00    0.814723782528963867E-05    0.469874056486830477E-01    0.910459988598387795E-02    0.662200785783663842E-01    0.999846008643279660E+00    0.308479449071918932E+00    0.889464865934426641E+00    0.999995603774743169E+00    0.800052863975107442E+00    0.875379054520498245E+00    0.477545183879781177E+00   -0.152029015801768488E+06
    0.769068386134580617E+00    0.204779807155925642E-01    0.999982569674860211E+00    0.322429280791045687E-04    0.665292272811830232E+00    0.786984516506768726E-02    0.645432206659785623E-01    0.999986301900027352E+00    0.844246114957436511E+00    0.890861363250087246E+00    0.999986480296968572E+00    0.800000628032359828E+00    0.878259719451416565E+00    0.470748326760433045E+00   -0.152028998196136032E+06
    0.766996328083816459E+00    0.121207010806730683E-01    0.999997414285057507E+00    0.353964230075924730E-04    0.448622298034216604E+00    0.837974904735748830E-02    0.650396133573070412E-01    0.999997028930832865E+00    0.321185482541634593E+00    0.889139986999796683E+00    0.999994926433920628E+00    0.800041695261323516E+00    0.877577913458675862E+00    0.473519067516807779E+00   -0.152028762014564505E+06
