Nested Sampling Global Log-Evidence           :    0.341786453757763979E+03  +/-    0.746658040647032561E+00

Dim No.       Mean        Sigma
   1   -0.653858339428278236E-02    0.971757411031786908E-02
   2   -0.771214527264353633E-02    0.973262225724428297E-02
   3    0.873952402926167715E+00    0.825424095853003886E-01
   4    0.670879620507197814E+02    0.438892129927534569E+02
   5    0.202309138587618840E+02    0.354270866784577754E+01
   6    0.115101640475786124E+00    0.103975517078864644E-01
   7    0.633078115163714594E+00    0.110969329737501704E+00
   8    0.573222171302722530E-01    0.937865722148008459E-02
   9    0.599254846225349899E-01    0.896532867765763991E-02
  10    0.817051056698878453E+00    0.761023976038511119E-02
  11    0.525218931524371726E+02    0.123014034872140265E+01
  12    0.940549603192648243E+00    0.132481196754854532E-01
  13    0.179645180813619310E+01    0.139752789576029282E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.109960477054756173E-01
   2   -0.109052762346702348E-01
   3    0.787969292389631759E+00
   4    0.431454012018278377E+02
   5    0.187166004405122841E+02
   6    0.125132885368176544E+00
   7    0.507135902999702570E+00
   8    0.584084564720390997E-01
   9    0.661022589511563730E-01
  10    0.819944048158949279E+00
  11    0.528352611371664693E+02
  12    0.937463619144092153E+00
  13    0.180100286755142225E+01

MAP Parameters
Dim No.        Parameter
   1   -0.132216690385327622E-01
   2   -0.300574071708551598E-03
   3    0.914533292302248446E+00
   4    0.165176641274130674E+03
   5    0.161416191342681827E+02
   6    0.122973404147363991E+00
   7    0.528229557281903905E+00
   8    0.725675661761124025E-01
   9    0.589260386901069785E-01
  10    0.816987017206351362E+00
  11    0.513745765163183421E+02
  12    0.959167840597159649E+00
  13    0.177736746824504621E+01
