Nested Sampling Global Log-Evidence           :   -0.400147168677689464E+02  +/-    0.730431076992839379E+00

Dim No.       Mean        Sigma
   1   -0.226981818268135876E-01    0.281149223766476233E-01
   2   -0.160789119287886965E-01    0.194279131407045710E-01
   3    0.814041418293337316E+00    0.593565118999364802E-01
   4    0.464032115653989905E+02    0.133051702724851442E+02
   5    0.624162997618867621E+00    0.210085470888754844E+00
   6    0.804634253776218888E+00    0.286534470108754658E+00
   7    0.499029931937660365E+01    0.158825107851092495E+01
   8    0.136352099476570121E+00    0.410625414834865782E-01
   9    0.155042571685370341E+02    0.244225697375234807E+01
  10    0.239595588079343294E-01    0.144640016472580932E-01
  11    0.490014190194918342E+02    0.493880524394640830E+01
  12    0.112466946101238058E+00    0.445096942049976116E-01
  13    0.122918373913641008E+00    0.226477883687462474E-01
  14    0.796035948783305858E+00    0.107524349929400603E+00
  15    0.525453487720812547E+02    0.201545206403435735E+02
  16    0.580127212404901949E+00    0.132415912890615717E+00
  17    0.109614250194553775E+01    0.594843450886025193E+00
  18    0.982561090679139770E+00    0.284337369363607428E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.274080819309633558E-01
   2   -0.357261824315257062E-01
   3    0.857078800819458309E+00
   4    0.268531583375487344E+02
   5    0.458110536525183520E+00
   6    0.851092066144170989E+00
   7    0.435962433432312313E+01
   8    0.181454349817219251E+00
   9    0.160019864845849895E+02
  10    0.311904130833436100E-02
  11    0.540486807465758901E+02
  12    0.126315493930845263E+00
  13    0.112611328779114422E+00
  14    0.597463808762906723E+00
  15    0.450605517087329304E+02
  16    0.496396148789681024E+00
  17    0.698496318077735268E+00
  18    0.116279275594611020E+01

MAP Parameters
Dim No.        Parameter
   1   -0.219505209798324004E-01
   2   -0.340873108874392983E-01
   3    0.825954830416520180E+00
   4    0.379684866274331867E+02
   5    0.641540102820193692E+00
   6    0.573633726117469545E+00
   7    0.483012771420644071E+01
   8    0.171303186633788379E+00
   9    0.164137244185142492E+02
  10    0.149043562184065850E-01
  11    0.500084243658674055E+02
  12    0.144360155745392765E+00
  13    0.955102152527082526E-01
  14    0.798641148131548517E+00
  15    0.530807260011107331E+02
  16    0.542372195402793134E+00
  17    0.723813997301290257E+00
  18    0.109753693622498294E+01
