Nested Sampling Global Log-Evidence           :   -0.112456317034932317E+04  +/-    0.763282345119153716E+00

Dim No.       Mean        Sigma
   1    0.787481889539421998E+00    0.213384715995431525E-01
   2    0.547972143656607074E+02    0.652163778272118755E+01
   3    0.160428378324571930E+01    0.120852825819372650E-01
   4    0.700321370287494555E-01    0.901892881788072566E-02
   5    0.990464187642439384E+02    0.691075939929938254E+01
   6    0.811878352597774355E-01    0.125581739982486614E-01
   7    0.891640649153336851E-01    0.996908741098238502E-02
   8    0.801569750306634021E+00    0.578007949474019095E-01
   9    0.392011371044776382E+02    0.172202536979579754E+02
  10    0.160660039834312252E+01    0.208275860701973459E+00
  11    0.198123472859201982E+00    0.454818340974147677E-02
  12    0.133695864838274137E+01    0.257776456648501573E+00
  13    0.689013643417538211E-02    0.838509254333050930E-02
  14    0.207064143570180846E-01    0.609981561553039030E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.778664855080273943E+00
   2    0.571223153517359421E+02
   3    0.161017571158012696E+01
   4    0.732300164162869999E-01
   5    0.958002138808033408E+02
   6    0.749716764922844919E-01
   7    0.841198524903559453E-01
   8    0.771650477052335360E+00
   9    0.449429373337640570E+02
  10    0.149907676990929173E+01
  11    0.196567629786127657E+00
  12    0.148348214380104215E+01
  13    0.318035280583670033E-02
  14    0.210333840275332834E-01

MAP Parameters
Dim No.        Parameter
   1    0.778664855080273943E+00
   2    0.571223153517359421E+02
   3    0.161017571158012696E+01
   4    0.732300164162869999E-01
   5    0.958002138808033408E+02
   6    0.749716764922844919E-01
   7    0.841198524903559453E-01
   8    0.771650477052335360E+00
   9    0.449429373337640570E+02
  10    0.149907676990929173E+01
  11    0.196567629786127657E+00
  12    0.148348214380104215E+01
  13    0.318035280583670033E-02
  14    0.210333840275332834E-01
