Nested Sampling Global Log-Evidence           :    0.352985463714914385E+04  +/-    0.416016096690415338E+00

Dim No.       Mean        Sigma
   1    0.238490162836153985E+02    0.101266617501584388E+02
   2    0.128294582389726362E+02    0.489348487778702079E+01
   3    0.298689748535117428E+01    0.151294672629837956E+01
   4    0.648259136768971679E-03    0.452216113428253628E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.570512614660649362E+02
   2    0.226197407146900886E+02
   3    0.280772858121283653E+01
   4    0.750366945091553769E-03

MAP Parameters
Dim No.        Parameter
   1    0.164028249818142555E+02
   2    0.178012070789231451E+02
   3    0.310152826125094538E+01
   4    0.515487808816569946E-03
