Nested Sampling Global Log-Evidence           :   -0.132672942910837242E+06  +/-    0.877629768482650285E+00

Dim No.       Mean        Sigma
   1    0.895358240450297549E+00    0.333535752889198159E-02
   2    0.999471451563739066E+00    0.498814290361431173E-03
   3    0.999926150855940499E+00    0.692442931575318766E-04
   4    0.500094572832083362E+00    0.283086503365329256E+00
   5    0.852181944791099655E+00    0.279835941605774451E-02
   6    0.999971532888193182E+00    0.266643382815372468E-04
   7    0.876564744708212218E+00    0.588112782802523767E-02
   8    0.199849194524220862E-01    0.268845767800833003E-02
   9    0.207530139912276076E-01    0.276056938401706775E-02
  10    0.986805541062179326E+00    0.108089200577341938E-01
  11    0.496112312544772671E+00    0.283123500818238782E+00
  12    0.999360473616991429E+00    0.575475796728463899E-03
  13    0.206382471176103588E+00    0.157417682390295285E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.893232160114688090E+00
   2    0.999942620102335700E+00
   3    0.999986183035558973E+00
   4    0.257715381451009862E+00
   5    0.854499163885348079E+00
   6    0.999993182415666371E+00
   7    0.873344583045746359E+00
   8    0.197544970715996977E-01
   9    0.210627112756507258E-01
  10    0.977050230653675911E+00
  11    0.789414379312437964E+00
  12    0.999916183736393571E+00
  13    0.205790582175067432E+00

MAP Parameters
Dim No.        Parameter
   1    0.900471599410040291E+00
   2    0.998444344200100975E+00
   3    0.999944493048932070E+00
   4    0.990657745744052520E+00
   5    0.856936067861878592E+00
   6    0.999988846786513563E+00
   7    0.869265334436413406E+00
   8    0.184091607001836410E-01
   9    0.232580921147516745E-01
  10    0.999135564375238650E+00
  11    0.767840253667897765E+00
  12    0.999668854843854593E+00
  13    0.206509363488370234E+00
