    0.551495492458343506E+00    0.837143003940582275E+00    0.527801394462585449E+00    0.680296003818511963E+00    0.401457071304321289E+00    0.135909855365753174E+00    0.903159379959106445E-02    0.444179296493530273E+00    0.362689971923828125E+00    0.820622384548187256E+00    0.415413856506347656E+00    0.774757683277130127E+00    0.806578636169433594E+00   -0.999999998999999514E+91   -0.431745848408226340E+01    1
    0.800150632858276367E-02    0.207774639129638672E+00    0.121643900871276855E+00    0.839187979698181152E+00    0.828058660030364990E+00    0.107101917266845703E+00    0.912768602371215820E+00    0.386442482471466064E+00    0.663633704185485840E+00    0.870581269264221191E+00    0.280660927295684814E+00    0.917376875877380371E+00    0.202833414077758789E-01   -0.999999998999999514E+91   -0.433079181741559527E+01    1
    0.896105587482452393E+00    0.463193833827972412E+00    0.491472780704498291E+00    0.414899885654449463E+00    0.425191164016723633E+00    0.813389301300048828E+00    0.591179490089416504E+00    0.898653864860534668E+00    0.600014925003051758E+00    0.868185937404632568E+00    0.902994751930236816E+00    0.792124271392822266E+00    0.789594769477844238E+00   -0.999999998999999514E+91   -0.434412515074892802E+01    1
    0.221806347370147705E+00    0.861054062843322754E+00    0.743842124938964844E-01    0.730727970600128174E+00    0.396993041038513184E+00    0.159022867679595947E+00    0.300810039043426514E+00    0.893967747688293457E-01    0.266945958137512207E-01    0.701679170131683350E+00    0.402058899402618408E+00    0.267508089542388916E+00    0.477055490016937256E+00   -0.999999998999999514E+91   -0.435745848408225900E+01    1
    0.478390991687774658E+00    0.348577022552490234E+00    0.980718374252319336E+00    0.850070238113403320E+00    0.689575135707855225E+00    0.110523998737335205E+00    0.335546672344207764E+00    0.509233593940734863E+00    0.958191931247711182E+00    0.621562898159027100E+00    0.702484607696533203E+00    0.189512431621551514E+00    0.364740133285522461E+00   -0.999999998999999514E+91   -0.437079181741559353E+01    1
    0.752514839172363281E+00    0.443528890609741211E-01    0.463094234466552734E+00    0.891089737415313721E+00    0.552831351757049561E+00    0.232925236225128174E+00    0.442561268806457520E+00    0.278859138488769531E-01    0.770722329616546631E+00    0.425026535987854004E+00    0.751281917095184326E+00    0.584446668624877930E+00    0.404392957687377930E+00   -0.999999998999999514E+91   -0.438412515074892628E+01    1
    0.153955519199371338E+00    0.981455087661743164E+00    0.505571961402893066E-01    0.616329789161682129E+00    0.846337318420410156E+00    0.325832366943359375E+00    0.316268026828765869E+00    0.670374095439910889E+00    0.525427520275115967E+00    0.715414047241210938E+00    0.464812695980072021E+00    0.993757307529449463E+00    0.643018066883087158E+00   -0.999999998999999514E+91   -0.439745848408225992E+01    1
    0.324763178825378418E+00    0.114182114601135254E+00    0.285511374473571777E+00    0.682231724262237549E+00    0.171553254127502441E+00    0.826442718505859375E+00    0.664152383804321289E+00    0.342522203922271729E+00    0.764787256717681885E+00    0.367049992084503174E+00    0.813097655773162842E+00    0.659236192703247070E+00    0.526808857917785645E+00   -0.999999998999999514E+91   -0.441079181741559356E+01    1
    0.819494366645812988E+00    0.624535083770751953E-01    0.833159327507019043E+00    0.491626620292663574E+00    0.724005460739135742E+00    0.399802923202514648E+00    0.486091375350952148E+00    0.757046759128570557E+00    0.414059042930603027E+00    0.724617481231689453E+00    0.625369071960449219E+00    0.239793121814727783E+00    0.994321167469024658E+00   -0.999999998999999514E+91   -0.442412515074892276E+01    1
    0.767592966556549072E+00    0.571081221103668213E+00    0.440431892871856689E+00    0.741487443447113037E+00    0.337451398372650146E+00    0.262210547924041748E+00    0.501394450664520264E+00    0.915130496025085449E+00    0.795274615287780762E+00    0.736522555351257324E+00    0.462300181388854980E+00    0.191241741180419922E+00    0.134372532367706299E+00   -0.999999998999999514E+91   -0.443745848408225729E+01    1
    0.704116821289062500E-01    0.704647898674011230E+00    0.167239665985107422E+00    0.393836379051208496E+00    0.436345517635345459E+00    0.453382611274719238E+00    0.542862176895141602E+00    0.517661690711975098E+00    0.589147865772247314E+00    0.604025781154632568E+00    0.420945107936859131E+00    0.961308121681213379E+00    0.702418267726898193E+00   -0.999999998999999514E+91   -0.445079181741559005E+01    1
    0.504792094230651855E+00    0.290125906467437744E+00    0.520518898963928223E+00    0.361759781837463379E+00    0.925379812717437744E+00    0.472617983818054199E+00    0.963356673717498779E+00    0.960316896438598633E+00    0.272903680801391602E+00    0.192400813102722168E-01    0.810261249542236328E+00    0.785186648368835449E+00    0.589994192123413086E-01   -0.999999998999999514E+91   -0.446412515074892280E+01    1
    0.415701746940612793E+00    0.730676054954528809E+00    0.549339473247528076E+00    0.311263799667358398E+00    0.135682821273803711E-01    0.707651376724243164E-01    0.273906230926513672E+00    0.140073299407958984E-01    0.905106484889984131E+00    0.464520394802093506E+00    0.924164474010467529E+00    0.817383468151092529E+00    0.247015476226806641E+00   -0.999999998999999514E+91   -0.447745848408226088E+01    1
    0.967874884605407715E+00    0.304362237453460693E+00    0.879095494747161865E+00    0.698494911193847656E-01    0.238107860088348389E+00    0.803238689899444580E+00    0.200106918811798096E+00    0.643385112285614014E+00    0.485613822937011719E+00    0.108174264430999756E+00    0.212488353252410889E+00    0.759990692138671875E+00    0.506695628166198730E+00   -0.999999998999999514E+91   -0.449079181741559630E+01    1
    0.150559663772583008E+00    0.320977568626403809E-01    0.778006792068481445E+00    0.933951139450073242E+00    0.445301771163940430E+00    0.794182121753692627E+00    0.269288122653961182E+00    0.611778020858764648E+00    0.523742973804473877E+00    0.819779753684997559E+00    0.746467709541320801E+00    0.176193594932556152E+00    0.661518454551696777E+00   -0.999999998999999514E+91   -0.450412515074892994E+01    1
    0.348480045795440674E+00    0.241579055786132812E+00    0.796831548213958740E+00    0.356281816959381104E+00    0.437142550945281982E+00    0.289004087448120117E+00    0.405642747879028320E+00    0.933172881603240967E+00    0.216820836067199707E+00    0.481494963169097900E+00    0.657418310642242432E+00    0.421943247318267822E+00    0.119291722774505615E+00   -0.999999998999999514E+91   -0.451745848408226003E+01    1
    0.134152948856353760E+00    0.933112502098083496E-01    0.192458868026733398E+00    0.989925861358642578E+00    0.164274454116821289E+00    0.196239948272705078E+00    0.710780084133148193E+00    0.277201831340789795E+00    0.822882592678070068E+00    0.630019843578338623E+00    0.331191301345825195E+00    0.193448424339294434E+00    0.421618938446044922E+00   -0.999999998999999514E+91   -0.453079181741559012E+01    1
    0.527784824371337891E-01    0.416359901428222656E-01    0.523650586605072021E+00    0.614247620105743408E+00    0.749400675296783447E+00    0.734010040760040283E+00    0.862330973148345947E+00    0.630796790122985840E+00    0.424323856830596924E+00    0.166545510292053223E+00    0.626948356628417969E+00    0.549559056758880615E+00    0.644669294357299805E+00   -0.999999998999999514E+91   -0.454412515074892553E+01    1
    0.981224298477172852E+00    0.222513854503631592E+00    0.141435742378234863E+00    0.124015688896179199E+00    0.379251003265380859E+00    0.344771921634674072E+00    0.460358858108520508E+00    0.216705203056335449E+00    0.532443404197692871E+00    0.651453375816345215E+00    0.125239491462707520E-01    0.351605653762817383E+00    0.979014158248901367E+00   -0.999999998999999514E+91   -0.455745848408226184E+01    1
    0.660808563232421875E+00    0.441718876361846924E+00    0.911685466766357422E+00    0.204252004623413086E-01    0.668705821037292480E+00    0.692313969135284424E+00    0.641235947608947754E+00    0.802797019481658936E+00    0.844905853271484375E+00    0.987851619720458984E-02    0.543772935867309570E+00    0.429984152317047119E+00    0.298475921154022217E+00   -0.999999998999999514E+91   -0.457079181741559726E+01    1
    0.696666240692138672E-01    0.599662423133850098E+00    0.884929060935974121E+00    0.703254580497741699E+00    0.246587157249450684E+00    0.526914656162261963E+00    0.531901538372039795E+00    0.533117890357971191E+00    0.493970453739166260E+00    0.187226355075836182E+00    0.172229945659637451E+00    0.722108423709869385E+00    0.687926411628723145E+00   -0.999999998999999514E+91   -0.458412515074892912E+01    1
    0.371062636375427246E+00    0.982914328575134277E+00    0.419445991516113281E+00    0.683357238769531250E+00    0.208245635032653809E+00    0.810722053050994873E+00    0.163594007492065430E+00    0.311177313327789307E+00    0.862192451953887939E+00    0.646030068397521973E+00    0.604536473751068115E+00    0.730031251907348633E+00    0.962529420852661133E+00   -0.999999998999999514E+91   -0.459745848408225832E+01    1
    0.482976973056793213E+00    0.221641838550567627E+00    0.981696486473083496E+00    0.920597374439239502E+00    0.156351625919342041E+00    0.760055065155029297E+00    0.265331208705902100E+00    0.997586727142333984E+00    0.941115558147430420E+00    0.758283972740173340E+00    0.124954581260681152E+00    0.882647633552551270E-01    0.456561744213104248E+00   -0.999999998999999514E+91   -0.461079181741559196E+01    1
    0.636487126350402832E+00    0.308105885982513428E+00    0.250708460807800293E-01    0.211290061473846436E+00    0.871365547180175781E+00    0.657947003841400146E+00    0.158190667629241943E+00    0.876936972141265869E+00    0.513427257537841797E+00    0.192185640335083008E+00    0.964753329753875732E+00    0.150753080844879150E+00    0.118870019912719727E+00   -0.999999998999999514E+91   -0.462412515074892738E+01    1
