Nested Sampling Global Log-Evidence           :    0.193738412355300761E+04  +/-    0.440150006846827535E+00

Dim No.       Mean        Sigma
   1    0.113483189510852323E+01    0.558549092785402498E-03
   2    0.173272657833575087E-01    0.345682116441431626E-03
   3    0.410867611320633250E-01    0.371515981616141720E-03
   4    0.243394725955444952E+00    0.151337881733871961E-02
   5    0.637518549051863914E+02    0.118780759191850476E-01
   6    0.173892540594194657E-01    0.514421311154896702E-03
   7    0.592349471486344967E+02    0.201393377375672533E+00
   8    0.159585275867483212E+01    0.936890436117646130E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.113483679482337996E+01
   2    0.173269330363015825E-01
   3    0.410898769510598741E-01
   4    0.243407571116897814E+00
   5    0.637517679905639483E+02
   6    0.173846296626292002E-01
   7    0.592333105546687619E+02
   8    0.159585550607315918E+01

MAP Parameters
Dim No.        Parameter
   1    0.113483679482337996E+01
   2    0.173269330363015825E-01
   3    0.410898769510598741E-01
   4    0.243407571116897814E+00
   5    0.637517679905639483E+02
   6    0.173846296626292002E-01
   7    0.592333105546687619E+02
   8    0.159585550607315918E+01
