Nested Sampling Global Log-Evidence           :    0.297357114502367676E+04  +/-    0.507949797609551612E+00

Dim No.       Mean        Sigma
   1    0.853261647233384402E+01    0.282541533700269198E+01
   2    0.835462857395022596E+01    0.121978825724808937E+01
   3    0.102958564562227939E+01    0.309100550221181568E-01
   4    0.179132298666900844E+02    0.730088791492475142E+01
   5    0.102488444086545769E+02    0.332716904769773514E+01
   6    0.209690070103378190E+01    0.160924714236687860E+00
   7    0.510981571180983566E-03    0.335300956751526872E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.599187538371480510E+01
   2    0.698603606615162143E+01
   3    0.103030106900863672E+01
   4    0.159963904876583189E+02
   5    0.112510167345007410E+02
   6    0.215583314196330189E+01
   7    0.199238331549438097E-03

MAP Parameters
Dim No.        Parameter
   1    0.953239170591526630E+01
   2    0.759818968260818650E+01
   3    0.985638794752125458E+00
   4    0.143916707517807225E+02
   5    0.122482764792803849E+02
   6    0.229427915580516428E+01
   7    0.203338271465694498E-03
