    0.904982741301476490E+00    0.965457179271920318E+00    0.998230403876495309E+00    0.391624207279232459E-02    0.593378200133933831E+00    0.659341136719748550E-02    0.522206444854868756E-03    0.995496202434266064E+00    0.933696397135170497E+00    0.814669525357134550E+00    0.990654155017888671E+00    0.816340440991864758E+00    0.923637173448123794E+00    0.890008111984559869E+00   -0.148508135012099636E+06
    0.914203285769075835E+00    0.785118329108755009E+00    0.998871091422892654E+00    0.153036325557662852E-02    0.483961250186388636E+00    0.657096994398395466E-02    0.342248162734545228E-02    0.989691919670730225E+00    0.523137668544503609E+00    0.813625944318490224E+00    0.991708488820538858E+00    0.811680026572467739E+00    0.923276224466357709E+00    0.888296985245890736E+00   -0.148507193484560557E+06
    0.902084878280783209E+00    0.925940166730807923E+00    0.998479529430467139E+00    0.321868475103314917E-02    0.685749611517309177E+00    0.763311364538989123E-02    0.480023665159876907E-04    0.992478530394102720E+00    0.823631883917884000E+00    0.812971552271098963E+00    0.992287211653380075E+00    0.816409961538157480E+00    0.921586989240698484E+00    0.888134639372015311E+00   -0.148506944397159910E+06
    0.905005254130062720E+00    0.786301568517782656E+00    0.998692520898635583E+00    0.145318082001353634E-02    0.648956776244896449E+00    0.754848038144214153E-02    0.166314115700726475E-02    0.985796816432535361E+00    0.579402884602073343E+00    0.811975034164873377E+00    0.993931392087295973E+00    0.812692367292672579E+00    0.920642320302129558E+00    0.887359112734519728E+00   -0.148506721436182968E+06
    0.900412049903746237E+00    0.912579059998389730E+00    0.998160030865157477E+00    0.306001566764190413E-02    0.702688208169031769E+00    0.740780315791883526E-02    0.400449338929236850E-04    0.990843586000073162E+00    0.878563478252143759E+00    0.812552482615299443E+00    0.992922169411025179E+00    0.815296056303858374E+00    0.921874524296156794E+00    0.888260241264649864E+00   -0.148506316731468542E+06
    0.902701680281234986E+00    0.910242938125382151E+00    0.998358522165284423E+00    0.278335345085010694E-02    0.694374097400428214E+00    0.765870487517266232E-02    0.394296185699940052E-03    0.991642723847740992E+00    0.825412033101211806E+00    0.812692973583473921E+00    0.992554834784831086E+00    0.815299716356582715E+00    0.922070923767066342E+00    0.887921563458176966E+00   -0.148505628838843404E+06
    0.902683248166756491E+00    0.920072408547049858E+00    0.998324488368182994E+00    0.749542843807476326E-03    0.967674229391332408E+00    0.982644169881749692E-02    0.742063718451297857E-03    0.991258591098352349E+00    0.873596196282553139E+00    0.811289471979537824E+00    0.993466468144986958E+00    0.813534261509960666E+00    0.922813354236846295E+00    0.886677186127024952E+00   -0.148504955662252905E+06
    0.903919999811633956E+00    0.929652335786896544E+00    0.998521971041973710E+00    0.187090281929290785E-02    0.797410592308713473E+00    0.856204330490557830E-02    0.714770197679256199E-03    0.992475361146223589E+00    0.845241963724582934E+00    0.812679810784546541E+00    0.992358667947310202E+00    0.815297743587775070E+00    0.922427451181482838E+00    0.888238700599027875E+00   -0.148504589146539802E+06
    0.900809760384778113E+00    0.919874102909428504E+00    0.998326390125730434E+00    0.246253204084343272E-02    0.755153857598632072E+00    0.797071415488142740E-02    0.125839781664979962E-03    0.990785213876677284E+00    0.870514929175131846E+00    0.812461560631088653E+00    0.992944100731418033E+00    0.815609152602592924E+00    0.921609797548356036E+00    0.888441319003993923E+00   -0.148504430447261489E+06
    0.904116727734051273E+00    0.938608152353549885E+00    0.998156966809551793E+00    0.146917068870600336E-02    0.865465283449529887E+00    0.886199718472587342E-02    0.955057544157457091E-03    0.992962918122909932E+00    0.934097116874201827E+00    0.812148822108985646E+00    0.992522598446387572E+00    0.813606217445542512E+00    0.923966513159664604E+00    0.887569952879409874E+00   -0.148503785907017475E+06
