Nested Sampling Global Log-Evidence           :    0.445346836006132162E+04  +/-    0.886380596692643352E+00

Dim No.       Mean        Sigma
   1    0.104003431038470948E-02    0.833561877924769040E-03
   2   -0.224659048201665502E-02    0.819714579591474782E-03
   3    0.701432759888019342E+00    0.262592618555676765E-02
   4    0.447804457740214730E+02    0.228404838667476962E+00
   5    0.159974748648469300E+01    0.103928485707251508E-02
   6    0.488618667553819414E-01    0.834502200679336742E-03
   7    0.906194521124955941E+02    0.505748035592915368E+00
   8    0.101313329433045593E+00    0.686030812094826190E-03
   9    0.991366111409331535E-01    0.645693646613016304E-03
  10    0.797849267810249452E+00    0.304009024214186999E-02
  11    0.603273476431890501E+02    0.497712235397567815E+00
  12    0.321283299812428591E+00    0.534936053407541676E-02
  13    0.956596655381882433E+00    0.944261677128875772E-02
  14    0.242455529357764243E+01    0.176201157529353794E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.136525197441423598E-02
   2   -0.201351677834914330E-02
   3    0.700780045524577178E+00
   4    0.447181911496748228E+02
   5    0.160024532403808983E+01
   6    0.485407923615829157E-01
   7    0.905014707517174344E+02
   8    0.101620567026997802E+00
   9    0.992000509118553253E-01
  10    0.796255933972712215E+00
  11    0.603726831430940791E+02
  12    0.326422768469441016E+00
  13    0.948019873591073980E+00
  14    0.240705788355399175E+01

MAP Parameters
Dim No.        Parameter
   1    0.230610445495910144E-02
   2   -0.193888184360303784E-02
   3    0.698344867264546254E+00
   4    0.446152588920906723E+02
   5    0.160078688088234955E+01
   6    0.481881793863377095E-01
   7    0.899084507665675119E+02
   8    0.101978067361477839E+00
   9    0.989660878132423427E-01
  10    0.802823657823923620E+00
  11    0.606202077519370235E+02
  12    0.319335103539774734E+00
  13    0.960383158211965626E+00
  14    0.243722949118863408E+01
