Nested Sampling Global Log-Evidence           :   -0.336408103770625137E+06  +/-    0.115696687524160380E+01

Dim No.       Mean        Sigma
   1    0.710013138550535244E-01    0.128279233238387655E-02
   2    0.600061675264279698E-01    0.183135618965428720E-02
   3    0.894113730198392465E+00    0.301615413622474422E-02
   4    0.668950502674806824E+00    0.173834644912381431E+00
   5    0.996654335896237309E+00    0.114821263643797851E-02
   6    0.996106856533448659E+00    0.720489983505877263E-03
   7    0.979063907566582237E+00    0.313703639854309843E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.696326509274829697E-01
   2    0.587241544004619420E-01
   3    0.899827842790315247E+00
   4    0.195569379098923163E+00
   5    0.996664537084493207E+00
   6    0.995516439915790197E+00
   7    0.981464360876575848E+00

MAP Parameters
Dim No.        Parameter
   1    0.706054787233456743E-01
   2    0.598733712085489297E-01
   3    0.892300116644850871E+00
   4    0.752536544316649847E+00
   5    0.995651708792038015E+00
   6    0.996855150187692329E+00
   7    0.977222898945522056E+00
