    0.991254668783836612E+00    0.973024268142652748E+00    0.792038046344091251E+00    0.375074119421587082E+00    0.428671151040254828E+00    0.993748229156468876E+00    0.947038695531456032E+00    0.125871391179177616E+00    0.483829375665426886E-01    0.482703425131492780E+00    0.795753501772086480E+00    0.105794560678337285E+00    0.294934038977232083E+00    0.937118399037207839E+00    0.190065168975605131E+00    0.997209935419991367E+00    0.160270126953598793E-02    0.727652560722147568E+00    0.940194577370636747E-01    0.287309529677865355E-01    0.967276579863297958E+00    0.563749907465435351E-01    0.993499384398765173E+00    0.998665126876166043E+00    0.502493193994498988E+00    0.929400252885112965E+00    0.779280959572150184E-01   -0.995773004706123465E+05
    0.994257831602313957E+00    0.982999911833951634E+00    0.785140290783376771E+00    0.426168801534905772E+00    0.431162024026774116E+00    0.991044609663448650E+00    0.958860045012991158E+00    0.122030690440047884E+00    0.460265558146163989E-01    0.484854586880287097E+00    0.633869469247955175E+00    0.936357337190289185E-01    0.301223076071862994E+00    0.940895821131465859E+00    0.157495499221835450E+00    0.996612726485791911E+00    0.138327633588506446E-02    0.902421720196320720E+00    0.982346540395391543E-01    0.304192429238258760E-01    0.967728376313407690E+00    0.932189707715411035E-02    0.993880881873934863E+00    0.998561222372086554E+00    0.501165599241891191E+00    0.925937066335024261E+00    0.747025093510062244E-01   -0.995763278797152889E+05
    0.992568694512389049E+00    0.965590623732550002E+00    0.790732778100552647E+00    0.379055977888721252E+00    0.430360952648751072E+00    0.996781145071185648E+00    0.926166466015226120E+00    0.125407850976241048E+00    0.853653127956195967E-01    0.489221698704663532E+00    0.693977720675298726E+00    0.885590373863053282E-01    0.284337853443237032E+00    0.939922738926002310E+00    0.185924634609487355E+00    0.998550698734406939E+00    0.163479653263995427E-02    0.726935730823273785E+00    0.931566743730502106E-01    0.297452063217648228E-01    0.971367630074063459E+00    0.246117926479779148E-01    0.994067971505515957E+00    0.998647831222095661E+00    0.503095640658186904E+00    0.927868550722119378E+00    0.774906271565686255E-01   -0.995750069144347945E+05
    0.992151222529915833E+00    0.974443558871103788E+00    0.787828429765321969E+00    0.417316313016544427E+00    0.432597295786804226E+00    0.992064619960284055E+00    0.942524029222627235E+00    0.124756901532931896E+00    0.655475350241009891E-01    0.488808190076202576E+00    0.597335701966101751E+00    0.899007249300301237E-01    0.288841706331719628E+00    0.939085745689742568E+00    0.222654009330978925E+00    0.997470458967461893E+00    0.106664692996543027E-02    0.821936751715585001E+00    0.969802164501650382E-01    0.301662897173445230E-01    0.968789617377492029E+00    0.309995903519965678E-02    0.993884346524094742E+00    0.998717921891471794E+00    0.501722449992307751E+00    0.927042889890792976E+00    0.767339050295353237E-01   -0.995748176453386404E+05
    0.994207991530900004E+00    0.968842907967892852E+00    0.799013190373696114E+00    0.347304026031455160E+00    0.438234964882624367E+00    0.991345711413810893E+00    0.916685107732408744E+00    0.134884029884933254E+00    0.392991511717732944E-01    0.453974351014016231E+00    0.683255342848637870E+00    0.962020005252261501E-01    0.280209103929382308E+00    0.935772540714840173E+00    0.276071805040368212E+00    0.997240798045258114E+00    0.732081188524460027E-03    0.713065546938484895E+00    0.929733529441367362E-01    0.304978642225536001E-01    0.967269731526306242E+00    0.255764611085303878E-01    0.994253346004417726E+00    0.998709500530450600E+00    0.502043760314444310E+00    0.927513549350084454E+00    0.748874985465247667E-01   -0.995740959287902951E+05
    0.992662700373196483E+00    0.970811585245992759E+00    0.800887329113095570E+00    0.361450278425363480E+00    0.434323900979126765E+00    0.994072344440266709E+00    0.935639364453934030E+00    0.116450551170395558E+00    0.277414692947738663E-01    0.485969555859300462E+00    0.717925080599347787E+00    0.986886845036242938E-01    0.289694577425631539E+00    0.937045810574949511E+00    0.163299624752111766E+00    0.997330192221906442E+00    0.183090958858957197E-02    0.705429990082417024E+00    0.929184113069606576E-01    0.293588120958123422E-01    0.967190422374815895E+00    0.509928863990381925E-01    0.993913584800072969E+00    0.998526696898960342E+00    0.502162515853358138E+00    0.927210833356298170E+00    0.788056977116300544E-01   -0.995739994504713250E+05
    0.995448168277203171E+00    0.976978614465660256E+00    0.789862354072949691E+00    0.379626405435015524E+00    0.430914257128829747E+00    0.989918103854297571E+00    0.939061211193957579E+00    0.138065051821615409E+00    0.574752635627444053E-01    0.468634911423313150E+00    0.762038769674424410E+00    0.976328873398335240E-01    0.297359482840600320E+00    0.938988664946347806E+00    0.177389428420509643E+00    0.997147179725059285E+00    0.125058995024102072E-02    0.786068270099166799E+00    0.956420184715209287E-01    0.303757011518527090E-01    0.968554651618281137E+00    0.276407590490659535E-01    0.993873890377917180E+00    0.998703092206619458E+00    0.502317234743627106E+00    0.926523568957390964E+00    0.764975326997000410E-01   -0.995738961931386293E+05
    0.992157579331772066E+00    0.969572370294720542E+00    0.797282469192426624E+00    0.393729701812967736E+00    0.432785359724992380E+00    0.997636860602441167E+00    0.926405886958149960E+00    0.123592637566918379E+00    0.828324728633582086E-01    0.461099030300819390E+00    0.586463567760829529E+00    0.799386751840875792E-01    0.276888728661549011E+00    0.939525628084664222E+00    0.148918205585507973E+00    0.998115584687235713E+00    0.141534151272512351E-02    0.816832806004655243E+00    0.950605613044778613E-01    0.303737593057639872E-01    0.971833900416698593E+00    0.293837866893822269E-01    0.994378504294774257E+00    0.998608094056340656E+00    0.502279269641910719E+00    0.927108081147319019E+00    0.780436419261541642E-01   -0.995735096631568304E+05
    0.994303433589333263E+00    0.978578257492849879E+00    0.792114341665495436E+00    0.410996479614581023E+00    0.435522513902519282E+00    0.987453759703292522E+00    0.940338618260481041E+00    0.121753056876221677E+00    0.417196297377140923E-01    0.483880024541827214E+00    0.621709263771047405E+00    0.915241458527154134E-01    0.297731157844947913E+00    0.938561305458229023E+00    0.169840359389932832E+00    0.996875561065017846E+00    0.100900325305543171E-02    0.856197109149257951E+00    0.974909420704936774E-01    0.316406897901737316E-01    0.966445542713383343E+00    0.138583466929491726E-01    0.994419331136072171E+00    0.998770595954567630E+00    0.501317338348248320E+00    0.926919346056773730E+00    0.738644295267613382E-01   -0.995733511832840450E+05
    0.991839583512477696E+00    0.969090100148762512E+00    0.796104542211637956E+00    0.368443902796189549E+00    0.436379587295681770E+00    0.989076387209541386E+00    0.931518956840875267E+00    0.123360012114279743E+00    0.282306324738886318E-01    0.477136966475214308E+00    0.714141030414069511E+00    0.103309104087332917E+00    0.286928518258018350E+00    0.933594123921414720E+00    0.304873210606353195E+00    0.996985910303760048E+00    0.105901234401739575E-02    0.723375648892834899E+00    0.926347793276227904E-01    0.300345479469841109E-01    0.964907645024605687E+00    0.314354847873841992E-01    0.994419019220723843E+00    0.998777218548394519E+00    0.501921342839919182E+00    0.926727792264318784E+00    0.748938191763976607E-01   -0.995733153500752960E+05
    0.994286708800262264E+00    0.969572729576645975E+00    0.798812708228639590E+00    0.404511408018414120E+00    0.430730694756843946E+00    0.997153858424924100E+00    0.931698710990683132E+00    0.122856125008552974E+00    0.942487448353131474E-01    0.457870174799351104E+00    0.653016644021285786E+00    0.781475249732538346E-01    0.277634783831485710E+00    0.938919913574286835E+00    0.723788848890861425E-01    0.998094264621883331E+00    0.177650507498867721E-02    0.839305055565316538E+00    0.948817259855782025E-01    0.295554282812044086E-01    0.972357179995454679E+00    0.502953659579964546E-01    0.994653362862255253E+00    0.998721433136473324E+00    0.502844850092899365E+00    0.927734763207466395E+00    0.760980192894707835E-01   -0.995732239077876147E+05
    0.989282416067784220E+00    0.969007836238095499E+00    0.798419485684201180E+00    0.347835878037318302E+00    0.436961918489282064E+00    0.989649869467068122E+00    0.921545233827598564E+00    0.127235141169825372E+00    0.272438336633738266E-01    0.487491862448330981E+00    0.744519890454207522E+00    0.104498007648384031E+00    0.290239247809861933E+00    0.934897421831636932E+00    0.272284907338811055E+00    0.997332917696350796E+00    0.938872551956396162E-03    0.638495946442995677E+00    0.930508859496744362E-01    0.312210291748653106E-01    0.965604560824477209E+00    0.472571383501096814E-01    0.993988784906444933E+00    0.998754708773637923E+00    0.501976387210317454E+00    0.928200266447362199E+00    0.770125664752708688E-01   -0.995731709525804472E+05
    0.996226315815556096E+00    0.974963014783853610E+00    0.793607971297187187E+00    0.395911164576592089E+00    0.435283645711914857E+00    0.989505507561453945E+00    0.932489582847061627E+00    0.131430374254495025E+00    0.570455618494612599E-01    0.468318637576548291E+00    0.679923403083247169E+00    0.880597289473264710E-01    0.291210955701150076E+00    0.938284226967219026E+00    0.151441560198279618E+00    0.997229258592431611E+00    0.113491583608041455E-02    0.815116451203842018E+00    0.960713645959903606E-01    0.309619603880558168E-01    0.968607055302301401E+00    0.261218272288028658E-01    0.994489703489501831E+00    0.998781945411460925E+00    0.502048080119640638E+00    0.926433133959533750E+00    0.737362587056683005E-01   -0.995731057964301290E+05
    0.992179746234250981E+00    0.965427313504278128E+00    0.792716587490979285E+00    0.367102115015378483E+00    0.433849356227983263E+00    0.997808441899717735E+00    0.922964364990188080E+00    0.131043055776714934E+00    0.666731445317469695E-01    0.476806943532392391E+00    0.649894859857335416E+00    0.904543723887057671E-01    0.278153519913596325E+00    0.938947862312120018E+00    0.257588056925003805E+00    0.998218347032694409E+00    0.132012939896255870E-02    0.693873937391536244E+00    0.927664512809886349E-01    0.293915029581754729E-01    0.970788791148971875E+00    0.116735202388120220E-01    0.993788620916893128E+00    0.998518625540233518E+00    0.502566869493827451E+00    0.927062668412042656E+00    0.778034212083952709E-01   -0.995730702213296026E+05
