Nested Sampling Global Log-Evidence           :   -0.389720329720774771E+04  +/-    0.861079183862682007E+00

Dim No.       Mean        Sigma
   1    0.141325295845125982E+02    0.300323817874046696E-01
   2    0.154146894339759410E+01    0.351087370737755491E-01
   3    0.217894527253048753E+00    0.602630940478751393E-02
   4    0.428650412336998521E+00    0.174374409347082893E-02

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.141268517700450325E+02
   2    0.158851923525006788E+01
   3    0.220355913209369092E+00
   4    0.426480811824283323E+00

MAP Parameters
Dim No.        Parameter
   1    0.141330361968627614E+02
   2    0.150685848179580995E+01
   3    0.218688996771563282E+00
   4    0.431009984917430922E+00
