Nested Sampling Global Log-Evidence           :    0.479333774629400159E+04  +/-    0.177787653315382510E+01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence    0.479333774629400159E+04 +/-    0.177787653315382510E+01
Local Log-Evidence    0.479333774629400159E+04 +/-    0.177787653315382510E+01

Dim No.       Mean        Sigma
   1   -0.102668683477029395E-01    0.843380984488785110E-03
   2   -0.426191849659532315E-01    0.138643972943589141E-02
   3    0.889047913020434177E+00    0.549713512555572749E-02
   4    0.157002988266389707E+02    0.135532954434117148E+01
   5    0.182015723346680876E-01    0.234281874703354021E-03
   6    0.303029243780021673E+01    0.163541096321222941E-01
   7    0.630930478259073446E+01    0.555925396838265681E-01
   8    0.407085463587456356E-02    0.335585750104195398E-03
   9   -0.154024649749185598E-02    0.501444194184572155E-03
  10    0.818631672421567647E+00    0.517441657933056989E-03
  11    0.451377791077292443E+02    0.534562752988695031E-01
  12    0.158716394455956200E+01    0.201213574888212880E-03
  13    0.337345468564561549E-02    0.368400246023247899E-03
  14   -0.361430875272983907E-02    0.394140851959401807E-03
  15    0.961174852937494384E+00    0.100147489885907062E-01
  16    0.514512434309079225E+00    0.426649936819669562E+00
  17    0.138431839085619263E+00    0.352601652391656972E-02
  18    0.232425400913590902E+00    0.283432465016229948E-02
  19    0.386239332581681616E+01    0.868023672211491737E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.100896782845513525E-01
   2   -0.418777663163236655E-01
   3    0.887740895126498453E+00
   4    0.151558968814565524E+02
   5    0.185624167542568844E-01
   6    0.300425078070820550E+01
   7    0.623038524526746240E+01
   8    0.406632324157148693E-02
   9   -0.206251636088947013E-02
  10    0.819102419687121719E+00
  11    0.451287754840862476E+02
  12    0.158725468691151517E+01
  13    0.357822907421413618E-02
  14   -0.402306886185974447E-02
  15    0.956492731602426760E+00
  16    0.805774893587988816E+00
  17    0.133753297140688204E+00
  18    0.235564457413021178E+00
  19    0.399126030122832631E+01

MAP Parameters
Dim No.        Parameter
   1   -0.100896782845513525E-01
   2   -0.418777663163236655E-01
   3    0.887740895126498453E+00
   4    0.151558968814565524E+02
   5    0.185624167542568844E-01
   6    0.300425078070820550E+01
   7    0.623038524526746240E+01
   8    0.406632324157148693E-02
   9   -0.206251636088947013E-02
  10    0.819102419687121719E+00
  11    0.451287754840862476E+02
  12    0.158725468691151517E+01
  13    0.357822907421413618E-02
  14   -0.402306886185974447E-02
  15    0.956492731602426760E+00
  16    0.805774893587988816E+00
  17    0.133753297140688204E+00
  18    0.235564457413021178E+00
  19    0.399126030122832631E+01
