Nested Sampling Global Log-Evidence           :    0.674572485336442242E+04  +/-    0.568078388321397232E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence    0.674572485336442242E+04 +/-    0.568078388321397232E+00
Local Log-Evidence    0.674572485336442242E+04 +/-    0.568078388321397232E+00

Dim No.       Mean        Sigma
   1    0.931666754459011329E-02    0.450136662495916138E-02
   2   -0.311724221959898038E-04    0.387438211657681461E-02
   3    0.918114162497360775E+00    0.257542499954970805E-01
   4    0.725459542299950471E+02    0.167428499060294165E+02
   5    0.126962757703418555E+00    0.137775311286561768E-01
   6    0.223223087873039822E+00    0.155604445282983561E-01
   7    0.299858764595923732E+01    0.177680604388538999E+00
   8    0.951542368718099295E-02    0.428920775507032892E-02
   9    0.279753683752866815E-02    0.405822791608273937E-02
  10    0.682989851764192912E+00    0.120386634212383964E-01
  11    0.465188159371851100E+02    0.102999610123362184E+01
  12    0.795727407617695892E+00    0.276692134728696946E-02
  13    0.421765582537085484E-02    0.322090934117395507E-02
  14    0.669482950402598091E-03    0.281396898072566910E-02
  15    0.629226112264755444E+00    0.280461936472772982E-01
  16    0.828346354871484323E+02    0.239476523061720403E+01
  17    0.104815328701783644E+00    0.205979597412828857E-02
  18    0.200647846463018725E+00    0.628989495974000305E-03

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.642522980359708229E-02
   2   -0.540958580700276080E-03
   3    0.926809017466977303E+00
   4    0.888001138243608494E+02
   5    0.131524914558993317E+00
   6    0.217141645860102178E+00
   7    0.290008472496793113E+01
   8    0.686958730549549600E-02
   9    0.257397602158201174E-02
  10    0.667733913122632750E+00
  11    0.456512409498845457E+02
  12    0.797189929399254593E+00
  13    0.594278834544138129E-02
  14   -0.154508747025300998E-03
  15    0.638904810410245272E+00
  16    0.789698386705553759E+02
  17    0.106063466532008044E+00
  18    0.200005860789769230E+00

MAP Parameters
Dim No.        Parameter
   1    0.642522980359708229E-02
   2   -0.540958580700276080E-03
   3    0.926809017466977303E+00
   4    0.888001138243608494E+02
   5    0.131524914558993317E+00
   6    0.217141645860102178E+00
   7    0.290008472496793113E+01
   8    0.686958730549549600E-02
   9    0.257397602158201174E-02
  10    0.667733913122632750E+00
  11    0.456512409498845457E+02
  12    0.797189929399254593E+00
  13    0.594278834544138129E-02
  14   -0.154508747025300998E-03
  15    0.638904810410245272E+00
  16    0.789698386705553759E+02
  17    0.106063466532008044E+00
  18    0.200005860789769230E+00
