    0.185771876573562622E+01   -0.890763967433864240E-01    0.394329258766187365E-01    0.355420582421788644E+00    0.429197523577457076E+02    0.101597207607191362E+00    0.102317804020498897E+03    0.117660949666639342E+00    0.151953868013188220E+00    0.121975256759044459E+01    0.477528248837775351E+02    0.550609585913994337E+00    0.217469850941631471E+01    0.412582155081596014E+00    0.152656359358051907E+01   -0.999999999899999928E+90   -0.431745848408226340E+01    1
    0.168868362903594971E+01    0.596545846300649326E-02    0.252903372310620926E-01    0.109367747700207496E+01    0.601304237010077571E+02    0.768097315075675080E-01    0.113776573083112609E+03    0.246422339879978497E-01    0.179381288658318483E+00    0.961451871439921280E+00    0.629096312329087937E+02    0.317673224263888221E+00    0.530290447833481160E+01    0.372661951139042724E+01    0.175368728251079320E+01   -0.999999999799999890E+90   -0.433079181741559527E+01    1
    0.199689739942550659E+01    0.342551499520349495E-01   -0.368159615869169121E-01    0.779484039248432681E+00    0.823220785730475484E+02    0.227281853677605838E-01    0.113441359080738039E+03    0.698877362838412897E-01    0.175702973926516348E+00    0.909739912776938220E+00    0.948583032512524937E+02    0.476590960735441715E+00   -0.275955401669262690E+00    0.216566384357437380E+01    0.146717767993724890E+01   -0.999999999699999851E+90   -0.434412515074892802E+01    1
    0.196052813529968262E+01   -0.397881498630124550E-01    0.564401811152510022E-01    0.824595196832462962E+00    0.248900874032030863E+02   -0.538792571427276767E-02    0.819198696567040940E+02    0.481593658876519962E-01    0.824783369655310294E-01    0.555607630334759461E+00    0.659377187812185923E+02    0.331297407584018211E+00    0.787981098930555124E+00    0.532492901931565665E+01    0.207762079625957563E+01   -0.999999999599999813E+90   -0.435745848408225900E+01    1
    0.235565221309661865E+01   -0.423014329801851482E-02   -0.985044832110058832E-02    0.789958189958487433E+00    0.609065562932059024E+02    0.831845799764166782E-01    0.762578996900947175E+02    0.113209773070838571E+00    0.496094511023577878E-01    0.502499809805513786E+00    0.540368744097856037E+02    0.269914035666411811E+00    0.126061794945429018E+01    0.220604236872076420E+00    0.128824567732302775E+01   -0.999999999499999774E+90   -0.437079181741559353E+01    1
    0.233416658639907837E+01   -0.978183524021684035E-02    0.825437150383024204E-01    0.618112255423836410E+00    0.543225887827015868E+02    0.676696548562958633E-01    0.104578273680322880E+03   -0.318692034915614431E-02    0.313389431749885872E-01    0.116732241677600967E+01    0.441471969928256911E+02    0.305251146033213849E+00    0.274582086002572501E+01    0.239506011867748114E+01    0.162326435350590503E+01   -0.999999999399999736E+90   -0.438412515074892628E+01    1
    0.204677391052246094E+01   -0.557409433499007900E-01   -0.261439557971037406E-01    0.830673115859075883E+00    0.671423638242919907E+02    0.623159218886934624E-01    0.106167572794785997E+03    0.702414969284793217E-01    0.937356202905348102E-01    0.962770045088122028E+00    0.436640416346307774E+02    0.903091925773282789E-01   -0.322270563393164400E+00    0.321228714859792053E+01    0.224866887564084461E+01   -0.999999999299999697E+90   -0.439745848408225992E+01    1
    0.159055536985397339E+01    0.644478250343504810E-01    0.401340805244136678E-01    0.540028917093002270E+00    0.907135985198458314E+02    0.417107609091798698E-01    0.885670175043882608E+02    0.356527769926589938E-01    0.124196792676254941E+00    0.819650152072837535E+00    0.638568739472990359E+02    0.412307888889897500E+00   -0.275451036832182128E+01    0.455331741423652403E+01    0.186571410274446858E+01   -0.999999999199999659E+90   -0.441079181741559356E+01    1
    0.241728973388671875E+01   -0.320887662578579827E-01    0.633734252214104010E-01    0.108379870169412484E+01    0.231069254358459588E+02    0.291893438597535908E-01    0.904709720487395259E+02    0.490149707353871658E-01    0.100144288940979709E+00    0.916530797459334856E+00    0.896128827870581119E+02    0.242448144117396069E+00    0.496062200424111255E+00    0.491640008493043990E+01    0.197270848076775818E+01   -0.999999999099999621E+90   -0.442412515074892276E+01    1
    0.221451044082641602E+01    0.178684345934565988E-01   -0.595824907575536744E-01    0.693749164609800184E+00    0.343083034133677387E+02    0.344232925727676609E-01    0.896232974585097537E+02    0.166098828955300704E+00    0.846818808109640747E-01    0.114863435429920835E+01    0.656849358255266225E+02    0.349262300813150517E+00    0.180175992918816830E+01   -0.201981272636806430E-01    0.190485065215155269E+01   -0.999999998999999582E+90   -0.443745848408225729E+01    1
